author_id,text,lang,id,created_at.x,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,username,name,description,created_at.y,verified,url
1188829476878200832,@JorgeSharp Dos cacerolas?,es,1384742492877295618,2021-04-21T05:35:12.000Z,0,0,0,0,Paola14178698,Paola,"Abrí esta cuenta por amor a Chile, nuestra patria querida... 🇨🇱 #Rechazo #El90TambienEsMio",2019-10-28T14:46:56.000Z,FALSE,""
1188829476878200832,@JorgeSharp Jajajajaja,es,1384742468500049928,2021-04-21T05:35:06.000Z,0,0,0,0,Paola14178698,Paola,"Abrí esta cuenta por amor a Chile, nuestra patria querida... 🇨🇱 #Rechazo #El90TambienEsMio",2019-10-28T14:46:56.000Z,FALSE,""
1189744339657928706,@JorgeSharp https://t.co/v68M6Qpa5a,und,1384724287911759873,2021-04-21T04:22:51.000Z,0,0,0,0,haydeeherrerar,Haydée Herrera Riveros,"De derecha, católica y optimista 🇨🇱",2019-10-31T03:22:39.000Z,FALSE,""
1195394027853627392,"@JorgeSharp 
Cuando tengas LIMPIO a Valparaiso, te contesto ""cochinin"" https://t.co/ujqtDjRMlP",es,1384737111245529095,2021-04-21T05:13:49.000Z,0,0,0,0,CHILE36033957,Jhon 2020 🌲🌳,"Chileno,Colocolino, Piscis.....",2019-11-15T17:32:13.000Z,FALSE,""
1204575231752491009,@ariffomoore @JorgeSharp Claro SacoHuea... prueba sacándote el cerumen cochino Qliao.,es,1384721580345942019,2021-04-21T04:12:06.000Z,0,0,0,0,PeriodismoWay,Periodismo Way,Vicente Campos журналистка / Apostolado ( Justicia Social: Verdad Periodística). AFORTUNADO DE HABER NACIDO EN LA MISMA EPOCA DE @MonLaferte,2019-12-11T01:35:12.000Z,FALSE,""
1210405888550473728,@JorgeSharp Eso no es nada!! Seguramente te estas muriendo de hambre? A ti deberian hacerte cacelorazos por que Valpo esta en decadencia gracias a tu gestion!,es,1384752181388120070,2021-04-21T06:13:42.000Z,0,0,0,0,Alex17544401,Alex,sociable romantico y leal,2019-12-27T03:44:12.000Z,FALSE,""
1213328079768014848,"@JorgeSharp Jajajaj ellos, los buenos.",es,1384729894786117632,2021-04-21T04:45:08.000Z,0,0,2,0,prb_ok,Pame_ok,Twitter es mi medio para hacer catarsis ante la inoperancia y corrupción de gobernantes y los mal llamados 'servidores públicos',2020-01-04T05:15:42.000Z,FALSE,""
1220360781914611712,"@JorgeSharp Jajjajajajajjajajjsjsjsjjsjsja se escucha tu cacerola y para de contar, mentiroso!",es,1384742220905996289,2021-04-21T05:34:07.000Z,0,0,0,0,MagnaDominaM,🐱Magníficat🐶,Cine. Arte. Arquitectura. Decoración. Libros. Fotografía. Deporte. Viajes. Ciencia. Música. Batería. Netflix. Animales. Asados. Vanguardia.,2020-01-23T15:01:14.000Z,FALSE,""
1224401394867765248,"@JorgeSharp @JorgeSharp propone que debemos retirar el 140% del dinero de la AFP, y que debe ser universal para el 150% de las personas. Ese dinero le pertenece al trabajador.",es,1384723797723525120,2021-04-21T04:20:54.000Z,0,0,0,0,Elvischileno1,Nikola,"(Patriota)  Ing Civil Industrial . MBA. #yorechazo
🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱
El futuro Mostrará los resultados y juzgará a cada uno de acuerdo de sus logros.",2020-02-03T18:37:20.000Z,FALSE,""
1229980832812740608,"@JorgeSharp Y el weon convencido que es por el 10%!!!!!!!
ES PARA QUE TE VAYAS CTM.......",es,1384728601271144452,2021-04-21T04:40:00.000Z,0,0,0,0,VoFran1,Vo Fran 🇨🇱🇨🇱🇨🇱💚💚💚👮‍♂️👮‍♂️,"Derechista siempre. Facho Pobre ¿Y Qué? Todo lo que huela a zurdo, pase de largo. Me weveas, te bloqueo. FFAA, Carabineros y PDI, por siempre",2020-02-19T04:08:09.000Z,FALSE,""
1230601121279991815,@supernova_2020 @JorgeSharp Si tanto hablas cuál sería tu fuente para acreditar que la izquierda recibe financiamiento del extranjero??? Un poco de seriedad porfavor 🤮💀,es,1384722941863239681,2021-04-21T04:17:30.000Z,0,0,0,0,httpljp2513,🥀,🏳️‍🌈 🔞,2020-02-20T21:12:35.000Z,FALSE,https://t.co/LRmhbiN2FL
1239730548072943623,@JorgeSharp Jajajaja un demonio hablando de crueeldad jajaja,es,1384738657572118529,2021-04-21T05:19:57.000Z,0,0,0,0,MunozThemis,Themis Muñoz,"",2020-03-17T01:49:58.000Z,FALSE,""
1243025455608987648,@JorgeSharp Así serás recordado tu https://t.co/wnu3FTlFrB,es,1384723059760840706,2021-04-21T04:17:59.000Z,0,0,1,0,MoyaRocco,RoccoMoya,"Una acción social no puede exigir el tributo de la gratitud porque ella no prodiga mercedes, sino que está destinada a restituir derechos",2020-03-26T04:02:34.000Z,FALSE,""
1246588484598616064,"@JorgeSharp No te bastó con  dejarnos a Valparaíso destruido como nunca.
Lejos serás,el Alcalde más recordado por tu inoperancia
Valparaiso  el tesoro q teniamos y nos sentíamos orgulloso con las visitas de Turistas.
Lo convertiste en un ASCO , UN BASURAL Y UN  BAÑO ,fuiste lo peor infelíz!!",es,1384742733332496384,2021-04-21T05:36:09.000Z,0,0,1,0,Mapepa20,Mapepa,"Valoro  la  honestidad  y  la  lealtad.
Quiero  un  🇨🇱🇨🇱 CHILE  🇨🇱🇨🇱     libre ,  democrático ,  unido  y  en Paz.
#ChileUnidoAvanza",2020-04-05T00:01:02.000Z,FALSE,""
1277370135871991809,@JorgeSharp Anda a barrer la suciedad de Valparaíso mejor.,es,1384746399191998464,2021-04-21T05:50:43.000Z,0,0,0,0,PabloFreedom2,Pablo 🇨🇱,#YoApoyoaCarabineros,2020-06-28T22:35:57.000Z,FALSE,""
1304270718184697856,@JorgeSharp fake news,en,1384752011367706624,2021-04-21T06:13:01.000Z,0,0,0,0,treintonarocket,María Manuela DePalma,"Ing. Informática , Especialista en IA & IOT #AprueboTooElRato #Apruebo",2020-09-11T04:09:26.000Z,FALSE,https://t.co/gkLUejlr4d
1313935797582811145,"@JorgeSharp Eres tan básico.
Hasta para escribir.
DEVUELVE LA PLATA, LADRÓN.",es,1384733703000268801,2021-04-21T05:00:16.000Z,0,0,0,0,Auddio2,Auddio en GAB.COM,"CRISTIANO
PATRIOTA
LIBERTARIO/CONSERVADOR
Enemigo del marxismo y el pantano estatal",2020-10-07T20:14:54.000Z,FALSE,""
1318589037700145155,"@JorgeSharp Ese eres tu

...Solo dilo! https://t.co/a2r63ChFSb",es,1384749060066795520,2021-04-21T06:01:17.000Z,0,0,0,0,Piri_Iriarte,Pirincho 🇨🇱☭⃠,"Mi imperfección es sólida y desvergonzada.
#ConMúsicaEsMejor",2020-10-20T16:25:44.000Z,FALSE,""
1319385834475356160,@JorgeSharp El Ego-ismo.  Piñera tiene intereses creados en Afp hábitat,es,1384742643813470209,2021-04-21T05:35:48.000Z,0,0,0,0,GermanyChile,GermanyChile,"Amor por la justicia , Naturaleza , Dios.
Un mundo sin Ego-ismo 🙏",2020-10-22T21:11:52.000Z,FALSE,""
1320536224201875458,@JorgeSharp @Gaviotaeverton Con todo lo que te has robado del municipio demás que tu mismo podrias darle el 10% a cada porteño. Mitomano corrupto chanta,es,1384725378506403840,2021-04-21T04:27:11.000Z,0,0,0,0,ValpoLoVe98,TuAmigoYVecino🕸️,Trepando x esta Toxicity luchando contra los SharpBots y la corrupción de la Alcancía Ciudadana para q Valparaíso vuelva a ser la Joya del Pacífico #FueraSharp,2020-10-26T01:22:45.000Z,FALSE,""
1321792496364593154,@JorgeSharp https://t.co/kqgl7chH6l,und,1384726305783099392,2021-04-21T04:30:52.000Z,0,0,0,0,KyenRay2,Küyen Ray,"No te deténgas 🤗 
el límite es el cielo ... 
🤘😎🤘",2020-10-29T12:34:40.000Z,FALSE,https://t.co/f9bssBnA0l
1324424934,@JorgeSharp Debe ser que se están manifestando contra el alcalde mediocre que tienen!,es,1384732096560779264,2021-04-21T04:53:53.000Z,0,0,1,0,jaime_subiabre,Jaime,"",2013-04-03T11:57:33.000Z,FALSE,""
1324424934,@JorgeSharp Alcalde cruel!.. Serás recordado por el chanta que hundió el Puerto!,es,1384726610310582274,2021-04-21T04:32:05.000Z,0,0,0,0,jaime_subiabre,Jaime,"",2013-04-03T11:57:33.000Z,FALSE,""
1342291541449179137,"@Susvfr @melnicksergio @gabrielboric Igual que su amigo alcalde de Valparaíso, @JorgeSharp ""el sepulturero de Valparaíso"".",es,1384725440649179137,2021-04-21T04:27:26.000Z,0,0,0,0,Ale_Super_Papa,Alex,"Porteño, titulado y postgraduado en la Universidad de Valparaíso. 
""Soy un hombre a quien la suerte hirió con zarpa de fiera"".",2020-12-25T02:10:29.000Z,FALSE,""
1350158893083668480,@JorgeSharp Desde la rabia y con el Arte no más...a esta vergüenza de Presidente https://t.co/NKx54f5q9Q,es,1384746434147274752,2021-04-21T05:50:51.000Z,0,0,0,0,Eduardo46711009,Eduardo Olivares,"",2021-01-15T19:12:36.000Z,FALSE,""
1351198852301385741,@jonpol87 @JorgeSharp Hahahahahaha Fernández es lo más ridículo después de AMLO,es,1384728631348449282,2021-04-21T04:40:07.000Z,0,0,0,0,ElOtroCordova,El Otro Córdova,"",2021-01-18T16:04:56.000Z,FALSE,""
1359291080680833028,@JorgeSharp CRUEL es tener un ALCANCE SACO WEAS que ha Hecho MIERDA a VALPARAÍSO 😡😡😡😡,es,1384733014941437953,2021-04-21T04:57:32.000Z,2,0,3,0,GATO46592719,GATO,.,2021-02-10T00:00:36.000Z,FALSE,""
1359291080680833028,@JorgeSharp Yaaaaa ella la CRUEL... ZURDA CARA de RAJA 😡😡😡😡,es,1384732462656462850,2021-04-21T04:55:20.000Z,0,0,2,0,GATO46592719,GATO,.,2021-02-10T00:00:36.000Z,FALSE,""
136155973,"@JorgeSharp @PamJiles Alcalde nietito?
NOOOOOOOOO https://t.co/LjWDFk9Lz7",es,1384744732560142338,2021-04-21T05:44:06.000Z,0,0,0,0,k3rnelpanic,V | wfh 💻,Mapuche | Linux Jihadist 🐧 | SysAdmin | Programmer | non serviam,2010-04-23T04:55:13.000Z,FALSE,""
1362533125046366215,"@PamJiles @JorgeSharp Par de miserables,chile no olvidara que lo destruyeron .
C mamaran largos 40 años escondidos como ratas .",es,1384724093782659072,2021-04-21T04:22:05.000Z,0,0,0,0,Patuco19,Patuco,La risa,2021-02-18T22:43:35.000Z,FALSE,""
1371321179718483968,@JorgeSharp Y tú serás recordado por destruir #Valparaíso?,es,1384752469377433600,2021-04-21T06:14:50.000Z,0,0,0,0,PXchile,patriota.xchile,Anti Comunista.,2021-03-15T04:43:53.000Z,FALSE,""
1371799488281653249,@caglo91 @JorgeSharp la wea ridicula jajaja,es,1384727820513992705,2021-04-21T04:36:54.000Z,0,0,1,0,SoldatiCicci,Willi Cicci,Acá estoy otra vez  #AntiComunista #AntiFraudeAmplio #AntiFemiorquismo #AntiWallmapu #AntiONU #AntiPrimateLinea #AntiEstallidoDelictual,2021-03-16T12:24:31.000Z,FALSE,""
143515010,@leojarar @JorgeSharp Los pasamos al sistema de pensiones de los milicos.,es,1384728539707187200,2021-04-21T04:39:45.000Z,0,1,1,0,luchitomariocl,Yamimoto Nokamina🈲🈸🈵🉐,"",2010-05-13T17:42:23.000Z,FALSE,""
143515010,"@JorgeSharp @pablo_videla Sabe que no hay plata en las AFP.Y ni en las aseguradoras. El 3er retiro deja en evidencia que la plata no está, se la robaron y Está en cuentas con otro dieños en paraísos fiscales y no en invertidas .
No quieren que sepamos el gran robo .",es,1384728076358197250,2021-04-21T04:37:55.000Z,0,0,1,0,luchitomariocl,Yamimoto Nokamina🈲🈸🈵🉐,"",2010-05-13T17:42:23.000Z,FALSE,""
144280948,@JorgeSharp Fuera Piñera y Fuera tu también nefasto,es,1384731418325135360,2021-04-21T04:51:11.000Z,0,0,0,0,rodrigopachecor,RoBoT 😂😂😂,"",2010-05-15T20:57:19.000Z,FALSE,""
144280948,@carva90 @JorgeSharp 🤡🤡🤡,und,1384731283042021376,2021-04-21T04:50:39.000Z,0,0,0,0,rodrigopachecor,RoBoT 😂😂😂,"",2010-05-15T20:57:19.000Z,FALSE,""
148972028,"@JorgeSharp Yogurt Sharp aprovecha de weviar harto estos días que te quedan , total ya tienes fecha de vencimiento",es,1384745837495005185,2021-04-21T05:48:29.000Z,2,0,5,0,RGLabbe,RamonGonzalezLabbe,"Católico, Diestro , Const Civil ,Const RGL Ltda, Ex Director Empresa Portuaria San Antonio 2010/2014,Sanantonino de siempre, Azul y Lila de Corazón,Raquetero",2010-05-28T02:41:23.000Z,FALSE,""
148972028,"@JorgeSharp Tienes del año que te pidan , tienes la zorra en tu municipio y el niño preocupado de las cacerolas , eres muy limitado",es,1384744983325036545,2021-04-21T05:45:05.000Z,0,0,1,0,RGLabbe,RamonGonzalezLabbe,"Católico, Diestro , Const Civil ,Const RGL Ltda, Ex Director Empresa Portuaria San Antonio 2010/2014,Sanantonino de siempre, Azul y Lila de Corazón,Raquetero",2010-05-28T02:41:23.000Z,FALSE,""
152078966,"@LucianoFavreau @JorgeSharp @BlanquitaMontt Intermediarios contratados por Sharp que firman documentos sin nombre? 🤔

(Respondes todo asunto acorde a Sharp¿eres Sharp?¿su alterego volao? 🤣)",es,1384722808513732610,2021-04-21T04:16:59.000Z,0,0,0,0,elcamiZETA,Andres,"Deja la vida en la cancha,yo la dejo en la tribuna 🤟
Paren de abandonar a sus mascotas HIJOSDELACECILIAROXANAPEREZ 
La lucha es de todxs.
#AdoptaNoCompres",2010-06-05T01:17:01.000Z,FALSE,""
155555386,@JorgeSharp Cuáles han sido sus planes de ayuda para su comuna o sólo ayuda a las ollas comunes.,es,1384747148542099458,2021-04-21T05:53:42.000Z,0,0,0,0,moalur,Mónica Alicia.U.,La Consecuencia es mí lema.,2010-06-14T13:18:26.000Z,FALSE,""
156271868,@JorgeSharp Están pidiendo q devuelvas la $$$,es,1384726730578010115,2021-04-21T04:32:34.000Z,0,0,0,0,cancanmaka,kancanmk,"Amo a mi marido. ❤️❤️❤️ Y a mi familia que formamos juntitos.
😌",2010-06-16T13:41:14.000Z,FALSE,""
1575625663,@jonpol87 @JorgeSharp Claro Argentina el gran ejemplo a seguir 🤣🤣🤣,es,1384738374825779200,2021-04-21T05:18:50.000Z,0,0,0,0,Alejandro_Gust,FAG,"Contador de mis sueños, Soy deportista, socio de colo colo, viajero, no te olvides Nazi= socialistas, no necesito el apruebo de nadie",2013-07-07T17:04:33.000Z,FALSE,""
159607164,"@JorgeSharp Salió a tocar la cacerola,  las conoce ???",es,1384723691066609665,2021-04-21T04:20:29.000Z,0,0,0,0,yoyita58,aida olivares,"Nacionalista de corazón  , Chilena neta , si eres de tendencia zurda no te quiero por ciego, iluso",2010-06-25T21:24:16.000Z,FALSE,""
159607164,"@JorgeSharp Usted de placeres lo grabó???
Seguro eso lo hace feliz ???",es,1384723442864377856,2021-04-21T04:19:30.000Z,0,0,0,0,yoyita58,aida olivares,"Nacionalista de corazón  , Chilena neta , si eres de tendencia zurda no te quiero por ciego, iluso",2010-06-25T21:24:16.000Z,FALSE,""
1659101174,"@Catalina_valpo @JorgeSharp Muy subjetivo su comentario. Bueno, tampoco es el primero que le leímos.",es,1384735558690353152,2021-04-21T05:07:38.000Z,1,0,2,0,1982_vito46,david alejandro,". AMANTE DE LA LIBERTAD, AMOR, NATURALEZA, ADMIRADOR DE LA AMPLITUD DE MENTE. Candidato Presidencial Independiente. Tendencia izquierdista. El pueblo vive.",2013-08-10T02:42:43.000Z,FALSE,""
181760237,@JorgeSharp #EstallidoDeRatas,und,1384721700961538048,2021-04-21T04:12:35.000Z,0,0,0,0,carrecsa,Carlos Recondo Said,Cientista Político,2010-08-23T00:24:07.000Z,FALSE,""
191154389,"@JorgeSharp Sharp una consulta, eres o te haces?",es,1384737476103843840,2021-04-21T05:15:16.000Z,0,0,1,0,vero_tellez,Vero 🏃🏻‍♀️🚴‍♀️🧗🏽‍♀️,Soy una sherpa frustrada 💙💛 🐵🐱PINOCHETISTA - Ing Comercial U de Valparaíso - #CatLover #elijocorrer,2010-09-15T18:50:57.000Z,FALSE,""
202212678,@JorgeSharp @PamJiles 🤦 ahora entiendo hartas cosas,es,1384723657201696769,2021-04-21T04:20:21.000Z,0,0,1,0,Fr4nK7,#NoAlTPP11 #RenunciaPiñera,"Las opiniones emitidas en la cuenta no necesariamente representan las del autor.

A veces tengo discusiones sin sentido y delirantes, por diversión.",2010-10-13T15:04:59.000Z,FALSE,""
2164914096,"Con todo respeto Gina, en q lugar reside... o mejor dicho donde mea Ud.

Hay q llenar con algo el tremendo hoyo q dejo su alcalde @JorgeCastroValp... x ahora es pichi, mañana con trabajo...

@JorgeSharp https://t.co/PQFCOsBo50",es,1384733942352392194,2021-04-21T05:01:13.000Z,0,0,0,0,OnilW,Lobos,"Lucho a diario contra mi cobardía
Reinventarme, espero... no sea muy tarde
@Erraticascl",2013-10-30T14:50:33.000Z,FALSE,""
2259287341,"@JorgeSharp Imbécil, después de terminar con Valparaíso, te atreves a entregar recetas, weón a la vela, arregla la cagada que tienes en casa.",es,1384725647935873027,2021-04-21T04:28:16.000Z,0,1,0,0,francis04195833,francisco salinas ,"",2013-12-23T18:53:43.000Z,FALSE,""
227479818,@JorgeSharp Yo creo q las cacerolas en Valpo eran para q te fueras... ojalá a la cárcel.,es,1384733325454151681,2021-04-21T04:58:46.000Z,0,0,0,0,tendou_chan,Uchiha Facho,Ciudadano y trabajador común.,2010-12-16T23:22:12.000Z,FALSE,""
2526805371,@eugenialanonna @JorgeSharp Disculpa pero no compares 🍐/🍏,es,1384747012856373248,2021-04-21T05:53:09.000Z,0,0,0,0,MarisolOjeda20,Mar y Sol💞,"soy de la U de chile en las buenas y en las malas, tengo tres hijos, indignada con la corrupción y abusos,si ud es Incoloro mala leche/no me siga",2014-05-04T01:22:21.000Z,FALSE,""
2593291317,"@JorgeSharp En mi barrio nada ,sueña sharp te queda poco y PUNTA arena y estudiar.",es,1384743059611660289,2021-04-21T05:37:27.000Z,1,0,1,0,ceciliadcaq,Chachita,"",2014-06-08T22:38:09.000Z,FALSE,""
2751934205,@JorgeSharp Como si la izquierda fuera solución,es,1384721667759411202,2021-04-21T04:12:27.000Z,0,0,0,0,NnRobertfixs,Robert nn,#Rechazo,2014-08-26T19:15:30.000Z,FALSE,""
2922014043,"@JorgeSharp 50% de sueldo y nada de beneficios 
Eso sería humanidad también  ?
30 veces el sueldo mínimo?
Descaro total 
Frescos @Camara_cl @Senado_Chile",es,1384722388194050050,2021-04-21T04:15:18.000Z,0,0,0,0,yolinda33p,Pilarita,Chile está de duelo y aún las personas no lo notan 😞🙏🖤,2014-12-14T21:52:02.000Z,FALSE,""
3016383015,@JorgeSharp https://t.co/yvYcJbYBcR,und,1384726568816234496,2021-04-21T04:31:55.000Z,0,0,0,0,sayen_aliwe,Claudia Connolly,"Para mejorar el nivel de vida, los políticos deben aumentar la productividad asegurándose de que los trabajadores estén bien educados. EDUQUEN",2015-02-04T05:32:29.000Z,FALSE,""
3016383015,@JorgeSharp Mientras tanto la pandilla piraña.... https://t.co/MtvJJjS9Wq,es,1384726705600962560,2021-04-21T04:32:28.000Z,0,0,0,0,sayen_aliwe,Claudia Connolly,"Para mejorar el nivel de vida, los políticos deben aumentar la productividad asegurándose de que los trabajadores estén bien educados. EDUQUEN",2015-02-04T05:32:29.000Z,FALSE,""
3016383015,@gloriag23 @JorgeSharp Por lo menos da la cara y no te escondas con cuentas falsas,es,1384726951349399554,2021-04-21T04:33:26.000Z,0,0,0,0,sayen_aliwe,Claudia Connolly,"Para mejorar el nivel de vida, los políticos deben aumentar la productividad asegurándose de que los trabajadores estén bien educados. EDUQUEN",2015-02-04T05:32:29.000Z,FALSE,""
3039216725,"@JorgeSharp Me imagino,la olla podrida huele mal......",es,1384745912925368320,2021-04-21T05:48:47.000Z,0,0,0,0,Gutierrez14P,Pedro Gutiérrez,"Amante del campo,sus árboles,ríos y montañas.
Adoro a mis hijos e hija.
Patriota y anticomunista.
La belleza en todas sus expresiones.",2015-02-15T15:37:20.000Z,FALSE,""
3039216725,"@JorgeSharp Pregunte cuanto costará en 10 años.
Como tan imbecil y esta donde está.",es,1384734345093582848,2021-04-21T05:02:49.000Z,0,0,1,0,Gutierrez14P,Pedro Gutiérrez,"Amante del campo,sus árboles,ríos y montañas.
Adoro a mis hijos e hija.
Patriota y anticomunista.
La belleza en todas sus expresiones.",2015-02-15T15:37:20.000Z,FALSE,""
3039216725,@JorgeSharp No pues si ud son del 1%,es,1384736760924672001,2021-04-21T05:12:25.000Z,0,0,0,0,Gutierrez14P,Pedro Gutiérrez,"Amante del campo,sus árboles,ríos y montañas.
Adoro a mis hijos e hija.
Patriota y anticomunista.
La belleza en todas sus expresiones.",2015-02-15T15:37:20.000Z,FALSE,""
305410608,@JorgeSharp El@segundo retiro fue para los más acomodados y el@tercer con mayor razón!El 80% del segundo retiro guardado en instrumentos de inversión.EL PRIMER RETIRO FUE INCONSTITUCIONAL!! Ustedes ratas comunistas solo quieren robarnos los fondos!!Nacionalizando! O sea robar HDPB,es,1384739063157207045,2021-04-21T05:21:34.000Z,0,0,1,0,ciudadanobot,Andres,"Republicano, Minarquista, Anticomunista (no merecen el diálogo, son antidemocráticos)💚💚💚💚",2011-05-26T05:02:57.000Z,FALSE,https://t.co/4qg03fXi50
305410608,@JorgeSharp Anda bañarte hediondo,eu,1384741020471119872,2021-04-21T05:29:21.000Z,0,0,0,0,ciudadanobot,Andres,"Republicano, Minarquista, Anticomunista (no merecen el diálogo, son antidemocráticos)💚💚💚💚",2011-05-26T05:02:57.000Z,FALSE,https://t.co/4qg03fXi50
3093807485,"@JorgeSharp Eres un ignorante y populista, preocupate de tu comuna que la transformaste en un basural , por eso serás recordado, el peor alcalde de Valparaiso.",es,1384746765048373257,2021-04-21T05:52:10.000Z,0,0,0,0,crisgutier1,Cristian,"Mar... Aire puro... Viajar...Comida rica...  😁 bebedor de café, chef por jovi 😋... Lastarria, PUC. UDLA. PUCV. Qca, D° 🇨🇱 🇪🇸🇵🇹🇧🇷 
casado",2015-03-18T01:53:27.000Z,FALSE,""
3153183802,"@JorgeSharp Sip, los porteños ya no te aguantan!",es,1384721587996348416,2021-04-21T04:12:08.000Z,0,0,1,0,lnavarrete10,Leonardo Navarrete R,"",2015-04-10T01:11:25.000Z,FALSE,""
32474966,"@JorgeSharp Jajaja usted hablando de crueldad? Usted que destruyo Valparaíso? Que acabó vob negocios emblematicos como el Cinzano? Que convirtió los cerros de Valparaíso en un basural?

Como bien dijo Guarello:""Sharp está chiflado. Se le escapó la vacas del ascensor hace rato""",es,1384722404644110337,2021-04-21T04:15:22.000Z,0,1,1,0,Sergio_Valech,sergio valech,Periodista. Amo el baile y el cine,2009-04-17T16:48:32.000Z,FALSE,""
33018224,@JorgeSharp Cuesta un 28% menos de pensiones a los más vulnerables.,es,1384744242480918529,2021-04-21T05:42:09.000Z,0,0,0,0,MaurizioAtriaM,Maurizio Atria,"Emprendedor en nano minerales, casado 3 hijos, Ingeniero en Marketing y MBA de la UAI. Libre pensador #Soydel22%",2009-04-18T21:28:06.000Z,FALSE,""
339352594,@JorgeSharp Quiero mi 10% pero nunca sería tan flaite y delincuente.,es,1384726297780396033,2021-04-21T04:30:51.000Z,0,0,0,0,berniechile,Bernie 🇨🇱 🇫🇷 🇪🇸,"Chilena, Católica, amo a mi Pais, de derecha por formación, no al aborto, en defensa de todos los niños de 🇨🇱 y del 🌎 por una infancia feliz REPUBLICANA",2011-07-20T23:56:20.000Z,FALSE,""
3411489683,"@JorgeSharp Yaaaaa lógicamente se siente fuerte, si están golpeando cerca del micrófono del celular, hay uno que otro golpeando unos tarros. Hay que ser muy wn.",es,1384736162460356608,2021-04-21T05:10:02.000Z,0,0,0,0,artupe8,Arturo 🇨🇱 💚💚💚,"Patriota, Republicano, admiración a las FF.AA, las Fuerzas de Orden, mis respetos, agradecido. Dios y Familia mi columna. Jamás Comunista.",2015-08-10T00:09:30.000Z,FALSE,""
