author_id,text,created_at.x,id,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,url,created_at.y,description,verified,username
1033447465742204928,"@Valezka_Bravo @RDemocratica llego la hora de armarse, por amor a la patria y  a que no nos dejen mas pobres estos cms",2021-04-21T00:11:17.000Z,1384660977854164993,es,0,0,1,0,Jorge Flores,"",2018-08-25T20:14:11.000Z,Lucho por lo justo y cierto,FALSE,JorgeFl69744910
1061615548679811075,"Este palo también va para el doble estándar del @PCdeChile @elfrente_amplio @RDemocratica , que llevaron la ley de migración recién promulgada por el Parlamento al tribunal constitucional https://t.co/75vP4uzJJY",2021-04-20T23:50:15.000Z,1384655683489079304,es,0,0,0,0,Patricio Tapia,"",2018-11-11T13:44:05.000Z,"QF Universidad de Valparaíso
https://t.co/PgOe1S5cAs

La verdad te hace libre",FALSE,Patrici40922023
1061615548679811075,Que le pregunten esto al @PCdeChile @elfrente_amplio @RDemocratica que llevaron la reciente ley de migración promulgada por el Congreso al tribunal constitucional https://t.co/dcrBmLx6L3,2021-04-20T23:53:48.000Z,1384656579790790658,es,1,0,0,0,Patricio Tapia,"",2018-11-11T13:44:05.000Z,"QF Universidad de Valparaíso
https://t.co/PgOe1S5cAs

La verdad te hace libre",FALSE,Patrici40922023
107458101,@MiguelCrispiS @Senado_Chile @vladomirosevic @Mayafernandeza @RDemocratica Bien Miguel! 👏👏👏👏,2021-04-20T18:44:25.000Z,1384578720824971265,es,0,0,0,0,Pablo Abarca Carrasco #ChileDespertó,https://t.co/yl4YUzoRAZ,2010-01-22T16:36:49.000Z,"29, Penquista, Hualpenino, Informático, Chuncho. #RedMeteoAficionada #VigíasDelTiempoChile #SoyDonante Integrante de https://t.co/UhVFxYiENQ",FALSE,pablolabarcac
108388261,@RDemocratica @CatalinaPerezS que benevolente suele ser la historia.,2021-04-21T04:33:42.000Z,1384727015123787776,es,0,0,0,0,Abdon Pizarro,https://t.co/1Fr2gOVqNd,2010-01-25T19:56:00.000Z,"impresiones, sensaciones. / instagram: @abdonpizarro_a",FALSE,abdonpizarro
1103633233781182464,@jorbritoh @RDemocratica A bajarse del pony,2021-04-21T02:06:23.000Z,1384689942752862210,es,0,0,0,0,Nicolás C.,"",2019-03-07T12:27:22.000Z,"",FALSE,CorreaFenick
113399505,@MiguelCrispiS @Senado_Chile @vladomirosevic @Mayafernandeza @RDemocratica Bravo!!!,2021-04-20T18:49:19.000Z,1384579951920287755,pt,0,0,0,0,La Ñaña,"",2010-02-11T16:47:39.000Z,"Romántica viajera. Me latean soberanamente los tontos graves. La vida sin imaginación, no es nada. #soydonante #proinclusión La diversidad es buena! #loveislove",FALSE,magiastral
118525558,@RDemocratica @CatalinaPerezS Tu tambien le salvaste el culo a piraña,2021-04-21T02:49:22.000Z,1384700761972543488,es,0,0,0,0,Enrique Guzman B.,"",2010-02-28T23:42:54.000Z,"",FALSE,eeguzmanb
1186432022937526272,@Marce_Sandoval_ @RDemocratica @elfrente_amplio Porfa. Porfa,2021-04-21T01:10:19.000Z,1384675835173556234,es,0,0,0,0,ROTO Quiroz,"",2019-10-22T00:00:31.000Z,"JADUE y punto.

Piñera conchetumaaaareeee, asesinooo igual que PinoShit.",FALSE,lucyliu80750775
118650781,"@RDemocratica dejen de mentir, miserables.",2021-04-21T00:08:55.000Z,1384660380950142976,es,0,1,3,0,La Vale,https://t.co/QnHopV4Taa,2010-03-01T10:22:07.000Z,"Madre de 2 bellas, RRPP, Colo-Colo. Mujer. Broker Owner en VBP Propiedades",FALSE,Valezka_Bravo
1190395946502414337,@Marce_Sandoval_ @RDemocratica Nefastos insencibles infelices,2021-04-20T23:27:05.000Z,1384649856489336833,es,0,0,0,0,cristian rivera,"",2019-11-01T22:32:07.000Z,"Soñador Empedernido por un Chile Diferente.
Vendrá el Amanecer de los Abrazos y el Reencuentro con Uds, con ese Destino a Construir, Latente pero Definitivo",FALSE,cristia00499789
119234074,"@MiguelCrispiS @Senado_Chile @vladomirosevic @Mayafernandeza @RDemocratica Que pena, mi abuelita no alcanzó este proyecto, tuve que verla sufrir hasta el final.... Ojalá se apruebe para que otras personas no vean sufrir a sus seres queridos....",2021-04-20T20:06:16.000Z,1384599317386825729,es,0,0,0,0,Daniela,"",2010-03-03T01:48:37.000Z,"Amante del movimiento constante, en búsqueda de mis propias respuestas. Crear, tejer, la repostería, la nutrición, el Pilates y bailar...mis refugios favoritos.",FALSE,Damavami
1204522502292160512,"@RDemocratica Quién le cree al comunista? 100 millones asesinados y es revolución; 60 años dictadura en cárcel Cuba. Fronteras cerradas todos esclavos miserables, excepto dirigentes que compran propiedades en Panamá.  Asesinan a inocentes todos los días Despierta weon! https://t.co/j0vOhlmHrJ",2021-04-20T21:55:51.000Z,1384626894780436481,es,0,0,0,0,Duele Verdad,"",2019-12-10T22:05:29.000Z,"Es inaceptable abusar de la ignorancia y la tontera, pero la izquierda lo usa para el fraude más grande en la historia del hombre",FALSE,DueleVerdad1
1204522502292160512,"@MaiteOrsini @RDemocratica @elfrente_amplio Si no fuera por los delincuentes de la izquierda PC FA RD socialistas y filiales los peores asesinos conocidos por humanidad, Sudamérica sería potencia económica. 
Corruptos delincuentes con el discurso fraudulento q te engañan. no puedes ser tan imbécil. 
https://t.co/sTKh4Ujk4o",2021-04-21T01:45:54.000Z,1384684789815459841,es,0,0,0,0,Duele Verdad,"",2019-12-10T22:05:29.000Z,"Es inaceptable abusar de la ignorancia y la tontera, pero la izquierda lo usa para el fraude más grande en la historia del hombre",FALSE,DueleVerdad1
1204522502292160512,"@Marce_Sandoval_ @RDemocratica @elfrente_amplio Si no fuera por los delincuentes de la izquierda PC FA RD socialistas y filiales los peores asesinos conocidos por humanidad, Sudamérica sería potencia económica. 
Corruptos delincuentes con el discurso fraudulento q te engañan. no puedes ser tan imbécil. 
https://t.co/sTKh4Ujk4o",2021-04-21T01:45:29.000Z,1384684683288588288,es,0,0,0,0,Duele Verdad,"",2019-12-10T22:05:29.000Z,"Es inaceptable abusar de la ignorancia y la tontera, pero la izquierda lo usa para el fraude más grande en la historia del hombre",FALSE,DueleVerdad1
1204522502292160512,"@GiorgioJackson @RDemocratica Si no fuera por los delincuentes de la izquierda PC FA RD socialistas y filiales los peores asesinos conocidos por humanidad, Sudamérica sería potencia económica. 
Corruptos delincuentes con el discurso fraudulento q te engañan. no puedes ser tan imbécil. 
https://t.co/sTKh4Ujk4o",2021-04-21T01:46:10.000Z,1384684855947051008,es,1,0,2,0,Duele Verdad,"",2019-12-10T22:05:29.000Z,"Es inaceptable abusar de la ignorancia y la tontera, pero la izquierda lo usa para el fraude más grande en la historia del hombre",FALSE,DueleVerdad1
1204522502292160512,"@RDemocratica @elfrente_amplio Mientras, en el país q era más rico de latinoamérica, ese de la primera asamblea constituyente, la gente se muere de hambre y otros arrancan. Maduro y Chávez multimillonarios. Para el resto, hay igualdad en la miserias! Despierta weon!
Te usan. PC FA RD PS
https://t.co/WQNhh5wN3u",2021-04-20T22:02:38.000Z,1384628602147377153,es,0,0,0,0,Duele Verdad,"",2019-12-10T22:05:29.000Z,"Es inaceptable abusar de la ignorancia y la tontera, pero la izquierda lo usa para el fraude más grande en la historia del hombre",FALSE,DueleVerdad1
1204569561837789184,@RDemocratica @CatalinaPerezS Esto jamás se los perdonaremos..ustedes son culpables también https://t.co/9PsT3aDJ3i,2021-04-20T23:50:38.000Z,1384655779916025856,es,0,0,0,0,damaras ..,"",2019-12-11T01:12:33.000Z,Wanderino populista renovado,FALSE,Damaras18
120651289,@RDemocratica @amaya_alvez No se ah... No sé...,2021-04-20T22:50:13.000Z,1384640575169773570,es,0,0,0,0,ElGargamel,"",2010-03-07T03:44:48.000Z,Buscando a los pitufos. Y alegando contra el sistema. Acerero 💙🖤,FALSE,El_Gargamel
1220067218173710337,El pueblo espera una #AcusacionConstitucionalAPiñera @PSChile @PCdeChile @PPD_Chile @PDC_Chile @RDemocratica @ComunesCL @oposicion_chile @elfrente_amplio,2021-04-20T22:45:55.000Z,1384639495333715970,es,0,0,0,0,Maximiliano,"",2020-01-22T19:34:41.000Z,"Maximiliano montes, san Beka y antipiñerista",FALSE,Maximil28823318
1220067218173710337,@RDemocratica @CatalinaPerezS #AcusacionConstitucionalAPiñera,2021-04-20T23:18:14.000Z,1384647628768546822,und,0,0,0,0,Maximiliano,"",2020-01-22T19:34:41.000Z,"Maximiliano montes, san Beka y antipiñerista",FALSE,Maximil28823318
1221395694076014592,@Senado_Chile @Camara_cl @elfrente_amplio @RDemocratica @la_convergencia @Liberales_Chile @PCdeChile @PartidoVerdeCoL @phumanista @PSChile @PRadicalcl @PPD_Chile @PDC_Chile @udipopular @RNchile @evopoli @ChileVamosX https://t.co/iv7BTAiDRQ,2021-04-20T17:01:53.000Z,1384552917508804613,und,1,0,1,0,Anarco Acab,"",2020-01-26T11:33:40.000Z,"yo soy de un pensamiento mas bien anarquista,de la linea de proudom y bakunin,vegano,antiDerechistas ANTISIONISTA,ANTIJUDIO,ME DECLARO PRO PALESTINA LIBRE.",FALSE,AcabAnarco
1221395694076014592,@elfrente_amplio @RDemocratica @la_convergencia @Liberales_Chile @PCdeChile @PartidoVerdeCoL @phumanista @PSChile @PRadicalcl @PPD_Chile @PDC_Chile asi ejerzamos entre la mayoria de los trabajadores y chilenos en gral una presion a este gob. Indolente e ineficaz https://t.co/Kn6zRNw0Tz,2021-04-21T04:44:16.000Z,1384729677055594497,es,0,0,0,0,Anarco Acab,"",2020-01-26T11:33:40.000Z,"yo soy de un pensamiento mas bien anarquista,de la linea de proudom y bakunin,vegano,antiDerechistas ANTISIONISTA,ANTIJUDIO,ME DECLARO PRO PALESTINA LIBRE.",FALSE,AcabAnarco
122201928,"@ojodeloca @djfatpablo Ella no está en los listados de donaciones de @RDemocratica ?
Copio a @GiorgioJackson para que proceda en consecuencia, antes que se vaya a la socialista Inglaterra.",2021-04-20T17:58:53.000Z,1384567260929564673,es,0,0,0,0,Fuenteovejuna,"",2010-03-11T23:26:13.000Z,"""¿Por dónde hay que empujar este país para llevarlo adelante?. Legisladores #SuperFrescos, Fuera!! // #VotaRepublicanos",FALSE,Ceciliamemory
1226928466601357312,@AHumanistaCL @diego_ibanezc @la_convergencia @RDemocratica @movimientounir @ComunesCL @phumanista @PCdeChile @Muletjaime @PPD_Chile @PRadicalcl @Liberales_Chile @PSChile @PDC_Chile Entonces que @tomashirsch haga el comunicado que su firma tmbn esta para acusar a Piñera,2021-04-21T01:47:31.000Z,1384685195635404802,es,0,1,0,0,Alexis_sebastian,"",2020-02-10T17:58:50.000Z,En este mundo de sombra y de luz la verdad se logra ocultar pero siempre suele llegar alguien que no la deja de buscar... APRUEBO+CC,FALSE,Pipesebastian3
1226928466601357312,@AHumanistaCL @diego_ibanezc @la_convergencia @RDemocratica @movimientounir @ComunesCL @phumanista @PCdeChile @Muletjaime @PPD_Chile @PRadicalcl @Liberales_Chile @PSChile @PDC_Chile @tomashirsch Excelente muchachos,2021-04-21T02:45:33.000Z,1384699800780746752,es,0,0,2,0,Alexis_sebastian,"",2020-02-10T17:58:50.000Z,En este mundo de sombra y de luz la verdad se logra ocultar pero siempre suele llegar alguien que no la deja de buscar... APRUEBO+CC,FALSE,Pipesebastian3
1226928466601357312,Muy bien @diego_ibanezc que pasa con los demás @la_convergencia @RDemocratica @movimientounir @ComunesCL @AHumanistaCL @phumanista @PCdeChile @Muletjaime @PPD_Chile @PRadicalcl @Liberales_Chile @PSChile @PDC_Chile O SE VAN A VOLVER A CAGONEAR? https://t.co/7kImZkVZTx,2021-04-20T23:41:55.000Z,1384653588249694208,es,3,1,5,0,Alexis_sebastian,"",2020-02-10T17:58:50.000Z,En este mundo de sombra y de luz la verdad se logra ocultar pero siempre suele llegar alguien que no la deja de buscar... APRUEBO+CC,FALSE,Pipesebastian3
1226928466601357312,"@RDemocratica @CatalinaPerezS Menos palabra y más acción, cuando presentan la acusación a Piñera",2021-04-20T23:17:56.000Z,1384647550246993920,es,0,0,4,0,Alexis_sebastian,"",2020-02-10T17:58:50.000Z,En este mundo de sombra y de luz la verdad se logra ocultar pero siempre suele llegar alguien que no la deja de buscar... APRUEBO+CC,FALSE,Pipesebastian3
1248612686700498946,@RDemocratica Pucha que les gustaron las cuarentenas a los zurdos. Yo no las quiero más. No sirven y solo es para darles el gusto a ustedes ! Ya basta !!!,2021-04-20T21:29:42.000Z,1384620312520765442,es,0,0,0,0,Comunista Fasho,"",2020-04-10T14:04:12.000Z,"Chileno , ingeniero y emprendedor del 22% que no le gusta el k-pop y le da lo mismo la constitución. !!! Libertad Libertad Patriotas !!!",FALSE,chileanbots
1255939359557038080,@1971_enfermero @PCdeChile @elfrente_amplio @RDemocratica https://t.co/m4fS7Q2voa para que dejes de llorar por la sátira de la red! Aweonao,2021-04-20T21:32:38.000Z,1384621054178381824,es,0,0,0,0,Francisco,"",2020-04-30T19:17:52.000Z,"",FALSE,Francis59320797
1272356755150909442,"@MaiteOrsini @RDemocratica @elfrente_amplio La paradoja constitucional: Quieren acusar al presidente de no hacer cumplir la constitución, por apelar a un órgano que cumple la constitución.",2021-04-21T01:38:35.000Z,1384682945785499657,es,0,0,0,0,AntifaIdol,"",2020-06-15T02:34:34.000Z,"Femme Fatale 
Enfermera PUC
27 años
Otaku Duh
Esto es una terapia basada en soltar veneno
Genero: Retroexcavadora de Hello Kitty
Lesbiana, sorry guys",FALSE,AntifaIdol
1283829191990038529,"@RDemocratica @elfrente_amplio Uff , espero no se no se enojen más igual que en el 73 🔥",2021-04-20T20:37:39.000Z,1384607215429066752,es,0,0,0,0,Jessica Serrano Rojo,"",2020-07-16T18:21:58.000Z,Bailar,FALSE,Jessica92645489
1288345234091528192,"@Pipesebastian3 @diego_ibanezc @la_convergencia @RDemocratica @movimientounir @ComunesCL @phumanista @PCdeChile @Muletjaime @PPD_Chile @PRadicalcl @Liberales_Chile @PSChile @PDC_Chile @tomashirsch Alexis, como siempre en estos 3 años, nosotros estamos a favor de este recurso ante al malgobierno de Piñera https://t.co/6KGG05DU2H",2021-04-21T02:44:27.000Z,1384699523331731459,es,0,1,3,1,Acción Humanista,https://t.co/rHIYE2maPI,2020-07-29T05:27:11.000Z,"Movimiento político-social inspirado en el Nuevo Humanismo. Humanismo, Feminismo y Ecologismo. Te invitamos a transformar, para humanizar. ¡Súmate a la acción!",FALSE,AHumanistaCL
1288345234091528192,"@Pipesebastian3 @diego_ibanezc @la_convergencia @RDemocratica @movimientounir @ComunesCL @phumanista @PCdeChile @Muletjaime @PPD_Chile @PRadicalcl @Liberales_Chile @PSChile @PDC_Chile Nosotros estamos claros como siempre en todas las otras iniciativas de acusaciones constitucionales contra este mal gobierno. 
Saludos!",2021-04-21T01:45:14.000Z,1384684619077984256,es,0,1,1,0,Acción Humanista,https://t.co/rHIYE2maPI,2020-07-29T05:27:11.000Z,"Movimiento político-social inspirado en el Nuevo Humanismo. Humanismo, Feminismo y Ecologismo. Te invitamos a transformar, para humanizar. ¡Súmate a la acción!",FALSE,AHumanistaCL
130163942,"@latercera Nosotros proponemos la eliminación de @RDemocratica, de @elfrente_amplio y de @PCdeChile.",2021-04-20T20:59:34.000Z,1384612731056164864,es,0,0,0,0,vzs,"",2010-04-06T14:13:46.000Z,"",FALSE,szamhht
1318999515811127296,@GobiernodeChile @sebastianpinera @joseantoniokast @PCdeChile @PSChile @PPD_Chile @PDC_Chile @PRadicalcl @phumanista @elfrente_amplio @RDemocratica @la_convergencia @ComunesCL @alejandramatus @mirnaschindler @camila_vallejo @KarolCariola https://t.co/6hWTW3YNOw,2021-04-21T06:08:12.000Z,1384750797314002944,und,0,0,1,0,#RECHACHAZO...,"",2020-10-21T19:36:20.000Z,#Rechazo...A la derecha de la UDI...Hooyah.👍🦅🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱...#PajaroComunistaMeBotasteDeNuevo,FALSE,kommander911
1318999515811127296,@LaRedTV @mentiraslared @CNTVChile @PCdeChile @PSChile @PPD_Chile @PDC_Chile @PRadicalcl @phumanista @RDemocratica @la_convergencia @alejandramatus @mirnaschindler @Senado_Chile @Camara_cl @carmen_hertz @_belenaza https://t.co/Nooyy7NSNw,2021-04-21T05:52:01.000Z,1384746725135503361,und,0,0,1,1,#RECHACHAZO...,"",2020-10-21T19:36:20.000Z,#Rechazo...A la derecha de la UDI...Hooyah.👍🦅🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱...#PajaroComunistaMeBotasteDeNuevo,FALSE,kommander911
1318999515811127296,@CNNChile @LaRedTV @mentiraslared @meganoticiascl @CHVNoticias @TVN @GobiernodeChile @sebastianpinera @joseantoniokast @mindefchile @Ejercito_Chile @Armada_Chile @FACh_Chile @PCdeChile @PSChile @PPD_Chile @PDC_Chile @elfrente_amplio @RDemocratica @phumanista @la_convergencia https://t.co/EgNycgFwnf,2021-04-20T16:30:36.000Z,1384545043248295940,und,0,0,1,0,#RECHACHAZO...,"",2020-10-21T19:36:20.000Z,#Rechazo...A la derecha de la UDI...Hooyah.👍🦅🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱...#PajaroComunistaMeBotasteDeNuevo,FALSE,kommander911
1332418256662126595,"@RDemocratica @CatalinaPerezS Es que la discusión no es si es contitucional o no, es sobre si Piñera quiere o no que usemos nuestra plata o prefiere que la usen los grandes empresarios. Si es anticonstitucional bastaba con que el ejecutador, perdón, ejecutivo lo hubiese patrocinado.",2021-04-20T23:21:26.000Z,1384648432212746241,es,0,0,0,0,Maca Echavarría,"",2020-11-27T20:17:32.000Z,"Ingeniera, algo rockera, reinina desde siempre, cansada del aeródromo, abuela de 3",FALSE,EchavarriaMaca
1336738435290308610,@viax es el canal del @elfrente_amplio y @RDemocratica un #asco ...,2021-04-20T20:12:06.000Z,1384600783216283653,es,0,0,0,0,Yamall Toro,"",2020-12-09T18:24:24.000Z,Limpiar la casa,FALSE,YamallT
1336738435290308610,@TomasVodanovic @MuchoGustoMEGA Jajkajajak los.ladrones de @RDemocratica https://t.co/IJrhp4Svux,2021-04-20T17:17:01.000Z,1384556722816180224,es,0,0,0,0,Yamall Toro,"",2020-12-09T18:24:24.000Z,Limpiar la casa,FALSE,YamallT
1336738435290308610,@MaiteOrsini @RDemocratica @elfrente_amplio Calkate ladrona qlia #ladronadeviaticos,2021-04-21T01:20:22.000Z,1384678361495220227,es,0,0,0,0,Yamall Toro,"",2020-12-09T18:24:24.000Z,Limpiar la casa,FALSE,YamallT
1336738435290308610,Un asco @FiscaliadeChile y los enviados x @RDemocratica https://t.co/Iqwt5eMAgy,2021-04-20T17:17:39.000Z,1384556885312000008,es,0,0,0,0,Yamall Toro,"",2020-12-09T18:24:24.000Z,Limpiar la casa,FALSE,YamallT
1338339487533969408,"Aquí una verdad aunque les duela a la izquierda progresista y comunista
@PCdeChile.
@elfrente_amplio
@RDemocratica https://t.co/rS4L8VkDRU https://t.co/bFTzgm1XqA",2021-04-20T18:56:42.000Z,1384581809183277057,es,0,1,1,0,Enfermero,"",2020-12-14T04:26:33.000Z,"ENFERMERO DE PROFESION Y CORAZÓN
NO POLÍTICAMENTE CORRECTO
DIOS, PATRIA Y FAMILIA
SOY HOMOSEXUAL
VIVA CHILE POR SIEMPRE PATRIOTAS 🇨🇱🇨🇱🇨🇱💚",FALSE,1971_enfermero
135599487,@MaiteOrsini @RDemocratica @elfrente_amplio Piñera acaba de prender la mecha,2021-04-21T01:08:57.000Z,1384675490179416065,es,0,0,0,0,ricardo jorge gaete,"",2010-04-21T19:25:00.000Z,"",FALSE,rigaete
135599487,@Marce_Sandoval_ @RDemocratica @elfrente_amplio Piñera acaba de prender la mecha,2021-04-21T01:09:53.000Z,1384675723340763136,es,0,0,0,0,ricardo jorge gaete,"",2010-04-21T19:25:00.000Z,"",FALSE,rigaete
1358238842168483847,"@MiguelCrispiS @Senado_Chile @vladomirosevic @Mayafernandeza @RDemocratica Preocupense como hace la gente q esta lejos de ganar la dieta inmoral q ustedes gara para comer, desubicados",2021-04-20T21:13:56.000Z,1384616346726633472,es,0,0,0,0,Camila #JaduePresidente,"",2021-02-07T02:19:41.000Z,Ciudadana responsable,FALSE,NaimCamila
1379265558600880129,@danysuarez @RDemocratica Esta es mi cara. Que más quieres saber? https://t.co/QvhCPwwBf0,2021-04-21T00:18:17.000Z,1384662737658257409,es,0,0,0,0,Micifus,"",2021-04-06T02:52:00.000Z,Descansaré cuando el comunismo sea exterminado. #FueraComunistasDeChile,FALSE,Fahrenheit_2021
1379265558600880129,"@RDemocratica Métanse la cacerola en la raja, Sabandijas miserables...
#TerceRetiro10ciento querían las mierdas...",2021-04-21T00:09:42.000Z,1384660579655331840,es,0,1,1,0,Micifus,"",2021-04-06T02:52:00.000Z,Descansaré cuando el comunismo sea exterminado. #FueraComunistasDeChile,FALSE,Fahrenheit_2021
1400689752,"Los militantes de RD serán o pensarán parecido a Javiera Parada?
Siempre creí que @RDemocratica
Es la DC de frente amplio. https://t.co/8tAgS5k89C",2021-04-20T16:00:00.000Z,1384537340505427968,es,0,0,0,0,Piñera viola los DDHH.,"",2013-05-03T20:45:56.000Z,"Chileno de nacimiento. Ciudadano latinoamericano por convicción. Ñuñoino por elección. Ciclista y corredor urbano, #Apruebo",FALSE,chochoyve
1424550374,@Ma_joseOyarzun @RDemocratica @LatorreJI @TeAmoValpo @Naty_campusano @AhoraNosotrasRD @FTerritoriosC @GiorgioJackson @SebaDepolo @EquipoJackson @Marce_Sandoval_ A los que se acostumbran a los bonos son unos inútiles o ser convierten en eso . Hay que trabajar para vivir como uno quiere . Saludos desde Venezuela sra María . Los bonos son miseria,2021-04-21T04:05:54.000Z,1384720019255406592,es,0,0,0,0,Calimero Cascaroso ™,"",2013-05-13T03:31:46.000Z,"Gracias gracias gracias Dios todo poderoso , siempre de tu mano mis seres queridos y yo .
👼👼👼👼👼🙏🙏🙏🙏🙏",FALSE,Cartondehuevos
150071793,"@LatorreJI @JJVVQuintay @Gmunoz51 @RDemocratica @RD_RegionValpo @EcosocialRD @Mister_Wolf_0 Importante no centrar el tema solo en el agua sino en legislar con un enfoque interseccional, MA o  cambio climatico, (adaptation) no es posible que Municip sigan dando permiso a sabienda de los efectos medioambientales, tampoco se entiende que estos proyectos no van a EIA.",2021-04-20T17:10:15.000Z,1384555021048635394,es,1,0,1,0,Martina on my way to@COP26,"",2010-05-31T00:54:46.000Z,"humanrights#environment#disability#poverty#
climatechange#nohayjusticiasocialsinjusticiambiental#",FALSE,Noneleftbehind2
154162544,@MiguelCrispiS @Senado_Chile @vladomirosevic @RDemocratica Gracias a ti como presidente de la comisión,2021-04-20T18:43:21.000Z,1384578450724376576,es,0,1,3,0,Maya Fernandez Allende,https://t.co/gVfpaWM5dA,2010-06-10T14:54:16.000Z,"Diputada por el Distrito #10: Stgo, Provi, Ñuñoa, Macul, San Joaquín y La Granja. Bióloga y Veterinaria. Madre de 2, #donante. Ex Presidenta Cámara. Feminista.",FALSE,Mayafernandeza
156859001,@GiorgioJackson @RDemocratica Acusacion constitucional si quiere jugar sucio que s nosotros también nos toque,2021-04-20T23:01:16.000Z,1384643355569700864,es,0,0,0,0,roberto,https://t.co/1hc3Ltvkij,2010-06-18T03:57:12.000Z,"Triathlon 👻
🇨🇱🇪🇸",FALSE,robpalmaortiz
191279165,"@Naty_campusano @gabrielboric @la_convergencia @FuerzaComunCL @RDemocratica @MarielaSerey @Ma_joseOyarzun @gonzalowinter @LatorreJI @GaelDiputada @Alo__arellano @javierapelo_ @IgnacioAchurra @DiegoPardow @GiorgioJackson Junto a un equipo de energías transformadoras, ganas de cambiarlo todo, aportando desde el feminismo y luchando por los derechos de todes, mañana nuestra constituyente @Ma_joseOyarzun junto a @gabrielboric @Naty_campusano @MarielaSerey ✊🏻💜👊🏻",2021-04-20T22:24:13.000Z,1384634034781884422,es,0,0,2,0,VOTA YQ 37 en D7,"",2010-09-16T01:44:19.000Z,"Pal pueblo lo q es del pueblo, 💚 Valpo, feminista, porfiada, guachaca. x+ SALUD. Teatrera. Zurdeando en @elfrente_amplio",FALSE,LorenitaCofre
