author_id,text,created_at.x,id,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,verified,url,username,created_at.y,name,description
1185916692456714242,"@Mister_Wolf_0 @carmen_hertz @tv_monica @LaRedTV Le dieron clases 3 en 1, pero el perla quiere morir en la de él, todo porque no acepta que está equivocado.",2021-04-21T02:30:30.000Z,1384696010878984193,es,0,0,1,0,FALSE,"",yuyufernan,2019-10-20T13:52:37.000Z,Yuyufernan☘ APRUEBO + CC,""
1188195054835380227,"@Mister_Wolf_0 @carmen_hertz @tv_monica @LaRedTV Más claro no podría ser, ahhhh pero cuando les conviene, si se puede hacer caso omiso.",2021-04-21T02:10:54.000Z,1384691079849594880,es,0,0,0,0,FALSE,"",MhChalo,2019-10-26T20:46:09.000Z,chalo MH,""
1188535818803187712,@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile Y cual será la solución??,2021-04-21T03:44:41.000Z,1384714681441529858,es,0,0,0,0,FALSE,"",lichitalau,2019-10-27T19:20:09.000Z,Lichita,""
1192744413107236864,"@Mister_Wolf_0 @carmen_hertz @tv_monica @LaRedTV Ese es el punto de no deliberante.
Ni reconocimiento  ni crítica.",2021-04-21T02:48:08.000Z,1384700450633666563,es,0,0,0,0,FALSE,"",Luliguor,2019-11-08T10:03:34.000Z,Luci,"Verdaderamente, trato de ser coherente. Aveces no me sale. Sigo aprendiendo. Me gusta pensar que pienso y tengo pensamiento crítico. Algún día tal vez..."
1195391521358565378,@defpueblochile @EPInforma @elisaberm @Cooperativa @elmostrador @Rojafilosofa @carmen_hertz @contodxs @Ombudsmanchile1 @EPInforma @defpueblochile @MegafonoPopular @MegafonoPopular @Rojafilosofa @MegafonoPopular @danieljadue https://t.co/AjT2n31cmE,2021-04-21T02:05:39.000Z,1384689757817647104,und,2,0,1,0,FALSE,"",elenaBulnes1,2019-11-15T17:22:22.000Z,elena Bulnes,"Artista y médico siempre por la izquierda,justicia social gatera"
1195394027853627392,"@PCdeChile @elfrente_amplio 
@carmen_hertz 
APRENDAN DE SU PADRE... https://t.co/OIsNsJGhdH",2021-04-21T05:15:41.000Z,1384737581729034241,es,0,0,0,0,FALSE,"",CHILE36033957,2019-11-15T17:32:13.000Z,Jhon 2020 🌲🌳,"Chileno,Colocolino, Piscis....."
1198774806604369922,@carmen_hertz  redistributiva de que ? De mis mismos ahorros? Y tú le pagaste las cotizaciones a tu nana? https://t.co/RmoI3jMlmW,2021-04-21T03:32:44.000Z,1384711676256309248,es,0,0,0,0,FALSE,"",RosariodeFerna1,2019-11-25T01:26:20.000Z,Rosario de Fernandez,Libertad antes que todo
1200845276799471617,"@osvaldoaravena @andrespalmai @carmen_hertz @luis_toro_t @baradit @mauricio_weibel @G_Ascencio @Orrego @aundurragav @lauralbornoz @MECAMUS Ok, eso reafirma lo.bien que está que el presidente recurra al TC por 3er retiro, por la constitución ....",2021-04-21T02:36:08.000Z,1384697430868955136,es,0,0,0,0,FALSE,"",AndresRuizTagl2,2019-11-30T18:33:33.000Z,Andres Ruiz Tagle,sincero
1232684932625043458,"@Valeska07995687 @mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile Toda la razón
Ya no se puede mas",2021-04-21T01:55:24.000Z,1384687178995965961,es,0,0,1,0,FALSE,"",YuriZapataMuoz2,2020-02-26T15:12:57.000Z,Yuri Zapata Muñoz,"La vida es bella
Colocolino x siempre"
1237896066282016768,"@camila_vallejo @KarolCariola 
@gonzalowinter @PamJiles @carmen_hertz @gabrielboric 
@Mariselasantiba @DiegoIbanezB 
@jorbritoh @DoctorJLCastro @Senador_Navarro 
@Senado_Chile 
@Camara_cl",2021-04-21T01:24:11.000Z,1384679324876476420,und,1,0,2,0,FALSE,"",Patrici64570776,2020-03-12T00:20:34.000Z,Patricia1984,"Ser chilena es un orgullo,iquiqueña un privilegio.Ya #aprobamos y ganamos,ahora a seguir luchando para que el protagonista del proceso sea la ciudadanía."
1259286225933996034,"Hay en Chile
Presidenta del Senado @ProvosteYasna  ex FPMR
Presidente de la comisión de defensa @carmen_hertz COMUNISTA
Fiscal Nacional Abbott ex-Mapu
Presidente de la comisión de ddhh a @senadornavarro Chavista
Director de la @PDI_CHILE marxista fans del GAP #ChileSinZurdos",2021-04-21T02:07:11.000Z,1384690143676751873,es,0,0,0,0,FALSE,"",Alex37334996,2020-05-10T00:57:22.000Z,AlexObserver14,"Dato mata relato, Liberal, Rechazo por siempre feliz de ser del 22% pensante💚 🌊🏄🏽‍♂️🚵🇨🇱⭐🤙🤘"
1277809172122349568,Eres gigante @carmen_hertz https://t.co/k7lWvTvNQf,2021-04-21T01:45:32.000Z,1384684696869691392,es,0,0,0,0,FALSE,"",jeaspace1,2020-06-30T03:40:32.000Z,Javier Space,"Por un mejor vivir para todos y todas, que jamás alguien quede rezagado por no tener dinero, que jamás alguien sea discriminado por su origen. #Vota"
1277809172122349568,"@Mister_Wolf_0 @carmen_hertz @tv_monica @LaRedTV Ahí quedó el imbecil, entre 2 grandes mujeres.",2021-04-21T01:47:26.000Z,1384685175028817923,es,0,0,2,0,FALSE,"",jeaspace1,2020-06-30T03:40:32.000Z,Javier Space,"Por un mejor vivir para todos y todas, que jamás alguien quede rezagado por no tener dinero, que jamás alguien sea discriminado por su origen. #Vota"
1285356475217477638,"@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile y la #AcusacionConstitucionalAPiñera cuando?, que mas quieren?, con cuantos muertos mas se debe poner el pueblo para que hagan algo decente",2021-04-21T01:40:49.000Z,1384683510460465152,es,1,1,2,0,FALSE,"",Valeska07995687,2020-07-20T23:30:50.000Z,Valeska,"con esperanza de un Chile mas justo🌈❤🍀, de izquierda, renaciendo ♥️🐞, pasen a ver el circo...de gobierno que tenemos"
128644327,@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile A usted la desactivo en votación de #CasoEnjoy,2021-04-21T01:37:52.000Z,1384682766713905154,es,0,0,0,0,FALSE,"",ALROARR,2010-04-01T19:12:53.000Z,El Capitán Beto por el espacio!!!,"Amante...., de la Música, la Poesia, la mar, la montaña, la naturaleza, los animales, de la Vida, la Libertad, la Justicia....La Femme!!"
1288517849900888064,"Si quieres conocer a @carmen_hertz , dale no mas https://t.co/5f0bGddnNV",2021-04-21T04:44:53.000Z,1384729830877540353,es,0,0,1,0,FALSE,"",V1cente_v2,2020-07-29T16:52:56.000Z,V1cente #SoyDel22%,"Era @V1cente, pero los niños que piensan distinto me bloquearon, #SoydeDerecha #AntiZurdos #AntiComunista"
1288618630033309697,"@Mister_Wolf_0 @carmen_hertz @tv_monica @LaRedTV Y ahí va el obstinado “bueno, yo no creo que es así”...a nadie le importa lo que creas! Lo que es, ES. Te lo leyó!!!",2021-04-21T01:33:37.000Z,1384681696835014657,es,0,0,1,0,FALSE,"",marianiten0902,2020-07-29T23:33:28.000Z,marianiten0902,Entrenador de gimnasia/ Lic. en EF/ Experto FIG argentina/ Bato-Licuo-Pico-Rayo
1288991074883641344,@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile Yo que no calificó   ni mi marido y eso que  tengo un hijo autista,2021-04-21T02:34:26.000Z,1384697003830022149,es,0,0,0,0,FALSE,"",Leontin01279247,2020-07-31T00:13:38.000Z,Leontina,Amigable
130163942,Recordar que esta diputada no pago por más de 15 años las cotizaciones a su asesora del hogar. Esta asesora tiene pensión CERO por culpa de @carmen_hertz ..... diputada comunista. https://t.co/2JugkpgEsU,2021-04-21T03:47:00.000Z,1384715263413825536,es,0,0,0,0,FALSE,"",szamhht,2010-04-06T14:13:46.000Z,vzs,""
1305932106204413952,@dicosmo_rodrigo @Piagutierrezs @carmen_hertz @danieljadue @rafa_cavada Viví en Puerto Varas muchos años. Creo que el único lugar más facho que Puerto Varas es Chillán 😁,2021-04-21T01:37:58.000Z,1384682790285893634,es,0,2,1,0,FALSE,"",huacha_roja,2020-09-15T18:11:05.000Z,Huacha Comunista,"Discutir con un facho es como jugar ajedrez con una paloma: por más buena que yo sea, ella se cagará en el tablero y se paseará victoriosa."
1305932106204413952,@Piagutierrezs @dicosmo_rodrigo @carmen_hertz @danieljadue @rafa_cavada Bahamonde!  Sí. El mismo que está ahora.,2021-04-21T03:24:22.000Z,1384709569679708160,es,0,0,1,0,FALSE,"",huacha_roja,2020-09-15T18:11:05.000Z,Huacha Comunista,"Discutir con un facho es como jugar ajedrez con una paloma: por más buena que yo sea, ella se cagará en el tablero y se paseará victoriosa."
1305932106204413952,@Piagutierrezs @dicosmo_rodrigo @carmen_hertz @danieljadue @rafa_cavada Cuando yo vivía allá estaba de alcalde un viejo que parecía pingüino. No me acuerdo si nombre. Facho a cagar.,2021-04-21T03:09:16.000Z,1384705769380188161,es,0,1,2,0,FALSE,"",huacha_roja,2020-09-15T18:11:05.000Z,Huacha Comunista,"Discutir con un facho es como jugar ajedrez con una paloma: por más buena que yo sea, ella se cagará en el tablero y se paseará victoriosa."
1305932106204413952,@dicosmo_rodrigo @Piagutierrezs @carmen_hertz @danieljadue @rafa_cavada Tienes razón!,2021-04-21T01:39:59.000Z,1384683301743497220,es,0,0,1,0,FALSE,"",huacha_roja,2020-09-15T18:11:05.000Z,Huacha Comunista,"Discutir con un facho es como jugar ajedrez con una paloma: por más buena que yo sea, ella se cagará en el tablero y se paseará victoriosa."
1318999515811127296,@LaRedTV @mentiraslared @CNTVChile @PCdeChile @PSChile @PPD_Chile @PDC_Chile @PRadicalcl @phumanista @RDemocratica @la_convergencia @alejandramatus @mirnaschindler @Senado_Chile @Camara_cl @carmen_hertz @_belenaza https://t.co/Nooyy7NSNw,2021-04-21T05:52:01.000Z,1384746725135503361,und,0,0,1,1,FALSE,"",kommander911,2020-10-21T19:36:20.000Z,#RECHACHAZO...,#Rechazo...A la derecha de la UDI...Hooyah.👍🦅🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱...#PajaroComunistaMeBotasteDeNuevo
1324096811854897153,@Piagutierrezs @carmen_hertz @danieljadue @rafa_cavada @huacha_roja y eso que ese pueblo es súper derechista,2021-04-21T01:37:05.000Z,1384682571020349440,es,0,2,1,0,FALSE,"",dicosmo_rodrigo,2020-11-04T21:11:12.000Z,Robbie Keane 🏄‍♂️,"27 - kine -\U|C/ sigo gente que escribe de fútbol.Música,piano. 50% chileno.
TRICAMPEÓN"
1324096811854897153,@huacha_roja @Piagutierrezs @carmen_hertz @danieljadue @rafa_cavada Chillán siempre históricamente ganó concertación...los angeles es la ciudad facha del bio bio..,2021-04-21T01:39:26.000Z,1384683160227692544,es,0,1,2,0,FALSE,"",dicosmo_rodrigo,2020-11-04T21:11:12.000Z,Robbie Keane 🏄‍♂️,"27 - kine -\U|C/ sigo gente que escribe de fútbol.Música,piano. 50% chileno.
TRICAMPEÓN"
1324096811854897153,@Piagutierrezs @huacha_roja @carmen_hertz @danieljadue @rafa_cavada Berger fué uno...,2021-04-21T03:05:29.000Z,1384704816895627265,es,0,1,0,0,FALSE,"",dicosmo_rodrigo,2020-11-04T21:11:12.000Z,Robbie Keane 🏄‍♂️,"27 - kine -\U|C/ sigo gente que escribe de fútbol.Música,piano. 50% chileno.
TRICAMPEÓN"
1351198852301385741,@Simon73675662 @CNNChile @carmen_hertz El dueño de Espacio Riesco,2021-04-21T04:08:54.000Z,1384720774058160130,es,0,0,0,0,FALSE,"",ElOtroCordova,2021-01-18T16:04:56.000Z,El Otro Córdova,""
1354083237052772354,Le quedó claro señor? Clase de @carmen_hertz y @tv_monica https://t.co/BoSJU40avD,2021-04-21T02:25:07.000Z,1384694656026480642,es,0,0,0,0,FALSE,"",Monalapekas,2021-01-26T15:06:30.000Z,Mona,"madre,tía ,hermana e hija ,tratando de construir sueños ."
1355574842930720772,@Mister_Wolf_0 @carmen_hertz @tv_monica @LaRedTV https://t.co/gPJDJ1wUB2,2021-04-21T02:46:09.000Z,1384699950697787394,und,0,0,0,0,FALSE,"",LOMOPLA01027724,2021-01-30T17:53:57.000Z,LOMO-PLATEADO🦍,"sincero...en contra del abuso politico-empresarial .en contra del maltrato a la mujer, mientras unos sentados diciendo no puedo yo me esfuerzo a diario"
1381306384126517248,@carmen_hertz . Gobierno del Socialista Comunista Totalitario. COBARDE suicida Allende.70-73 CHILE. https://t.co/jzfw6StICk,2021-04-21T02:25:35.000Z,1384694776138764289,es,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz. https://t.co/10NqIrAXPW,2021-04-21T02:26:49.000Z,1384695083761651714,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz . https://t.co/zdbBp4YM0h,2021-04-21T02:24:01.000Z,1384694379252695040,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz . https://t.co/VcJyZAtjri,2021-04-21T02:26:59.000Z,1384695126212108288,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz .#Cubalibre. https://t.co/ei2KWSGEbv,2021-04-21T02:24:46.000Z,1384694571804856322,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz . https://t.co/dc1puDEVvy,2021-04-21T02:28:49.000Z,1384695590546718721,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,"@carmen_hertz . Los super ricos . Son Socialistas Comunista de ultra izquierda.
Luchaaaaoooores del PUUUUELO. https://t.co/NTvsPpgN7S",2021-04-21T02:28:46.000Z,1384695575627583488,es,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,#MentirasVerdaderas. @carmen_hertz .Comunista de ultraizmierda. https://t.co/FCgv0vkz0V,2021-04-21T02:39:52.000Z,1384698369491324928,es,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz . https://t.co/BtnFa8l34U,2021-04-21T02:31:12.000Z,1384696187580727299,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz . https://t.co/ymxzahSYWO,2021-04-21T02:29:26.000Z,1384695742623850497,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz . https://t.co/fflpeHHyIk,2021-04-21T02:26:20.000Z,1384694962122633216,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz . https://t.co/rsOdCFtQpx,2021-04-21T02:24:13.000Z,1384694430784004097,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz . https://t.co/BeRIBCYELA,2021-04-21T02:30:13.000Z,1384695940154634243,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz . https://t.co/Zl5bo8Nu9U,2021-04-21T02:23:43.000Z,1384694305206460418,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz . https://t.co/et4b4yB1Nm,2021-04-21T02:30:31.000Z,1384696016520220672,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz . https://t.co/WWnwYV4PMC,2021-04-21T02:27:39.000Z,1384695297318825986,und,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1381306384126517248,@carmen_hertz .VIEJA COMUNISTA DE ULTRA IZQUIERDA. CARE RAJA. https://t.co/RYnSvg0OAY,2021-04-21T02:23:39.000Z,1384694289775595520,es,0,0,0,0,FALSE,"",60Claudio65,2021-04-11T18:02:09.000Z,José Fernando,No me interesan los doble estándar.Seba de bloqueo.Creo en:Dios.Etero.Amo la familia y mi patria.Detestos los:Socialista Comunista.frente amplió.Rdemocratico.
1382840784332980224,@IEchaiz @carmen_hertz La jodieron,2021-04-21T01:40:17.000Z,1384683373357064200,es,0,0,0,0,FALSE,"",DDopaminax,2021-04-15T23:38:44.000Z,🌼💐Dopamina🌺🌷,"Mujer libre de soya, conserva y facha 🧑‍⚕️ 👱‍♀️ 🐶 💕🇨🇱 Cuenta N•5                  “Si quieres paz, prepárate para la guerra”"
156869719,@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile #TercerRetiro10xCiento #fuerapiñeractm https://t.co/jrOwM62gQ0,2021-04-21T02:30:34.000Z,1384696030508158979,und,1,0,0,0,FALSE,"",azulita74,2010-06-18T04:45:29.000Z,patita!! instagram @kal_kelu tejidos,"vivo!!!
diseñadora de vestuario,artista,independiente madre de 3 bendiciones ,soltera,feliz !!"
1581843895,"@dicosmo_rodrigo @Piagutierrezs @carmen_hertz @danieljadue @rafa_cavada @huacha_roja Siii. Ni que me digas. Aquí al alcalde, se le considera patrón de fundo..(con respeto sosi)",2021-04-21T03:01:16.000Z,1384703754340085763,es,0,0,1,0,FALSE,"",KaremMunozDiaz,2013-07-10T00:44:39.000Z,Karem Muñoz Diaz,"Guia de turismo. N°Registro Sernatur 9437. Secretaria asociación grem. Guias. Reg de los lagos. Atención a 3a. edad"
182429847,"RETIRO DE RENTAS VITALICIAS NO SERÍA INCONSTITUCIONAL DICEN COMPAÑÍAS DE SEGUROS.
ATENCIÓN:
@ProvosteYasna
@Muletjaime
@_adrianamunoz
@camila_vallejo
@KarolCariola
@carmen_hertz
@raulsaldivarps
@aguillier12
@alejandramatus
@SenadoresPS
@PiensaPrensa
👇👇
https://t.co/pyb8YF6J1y",2021-04-21T04:22:20.000Z,1384724155094929408,es,0,0,0,0,FALSE,"",carpediem_dia,2010-08-24T15:42:17.000Z,Solitude🌞 #Apruebo,"carpe diem igualdad, libertad, fraternidad, un mundo justo y solidario, algún día se logrará!"
186929092,@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile https://t.co/xgPdkKpk4M,2021-04-21T03:56:53.000Z,1384717751516897286,und,0,0,0,0,FALSE,"",tomaxo2012,2010-09-04T19:57:16.000Z,tomas soto,""
215468534,@Piagutierrezs @CARLOURREA @carmen_hertz @danieljadue @rafa_cavada @huacha_roja Mas cordinaditos si,2021-04-21T01:39:23.000Z,1384683150052405248,es,0,0,0,0,FALSE,"",GATZJHON,2010-11-14T01:12:28.000Z,ANIBAL,"me gusta el deporte trekking, ciclismo, correr, bodybord, patinar."
2176816806,@osvaldoaravena @MECAMUS @G_Ascencio @andrespalmai @baradit @Orrego @bar_liguria @oaaguilo @carmen_hertz @carmenromeroque @cgajardop 👏🏼👏🏼👏🏼,2021-04-21T02:17:54.000Z,1384692841503461378,und,0,0,0,0,FALSE,"",Calderapresente,2013-11-05T21:10:42.000Z,María Inés Viera Gon,""
2891438032,"A PROPOSITO DE COTIZACIONES , DIPUTADA ¿ LE HA PAGADO LAS IMPOSICIONES A SUS EMPLEADAS ? ¿ O EL DISCURSO ES PARA LOS OTROS Y UD SE HACE LA DESENTENDIDA ? @carmen_hertz https://t.co/yfz0GRf3dv",2021-04-21T01:21:57.000Z,1384678760457322499,es,34,1,31,1,FALSE,"",TERE_LAprofe73,2014-11-24T22:43:42.000Z,PROFE TERE CHILE 2.0,"CHILENA . MAGISTER EN MATEMATICAS PUC. DOCENCIA UNIVERSITARIA .
CATOLICA . PATRIOTA . NATURALEZA . ANIMALES .
ANTICOMUNISTA  

 https://t.co/O6kEKyKILQ…"
305736949,"@PrimeraLineaTw @GiorgioJackson @carolinagoic @camila_vallejo @KarolCariola @carmen_hertz @floresdiputado @marcelodiazd @ximerincon ACUSACION CONSTITUCIONAL AHORA ¡¡ FUERA ESTE LADRON CORRUPTO CRIMINAL , QUE HA HECHO EMPOBRECER A LA GENTE , MIENTRAS EL GANO 300 MILLONES DE DOLARES .  HOY LE NIEGA LA SAL Y EL AGUA AL PAIS . ESTE NEO DICTADOR DEBE SER DESTITUIDO AHORA ¡¡¡",2021-04-21T01:43:07.000Z,1384684089832316931,es,0,0,0,0,FALSE,"",GermanGsp28,2011-05-26T18:28:29.000Z,GERMAN SANCHEZ P.,""
