author_id,text,id,lang,created_at.x,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,description,name,location,username,url,verified,created_at.y
129489363,@mxperez Hay algo raro en esos números. Donde están los datos de origen para analizarlos??,1383060981149003777,es,2021-04-16T14:13:28.000Z,0,0,0,0,"Ingeniero Civil Electricista & Computacion (UdeC/UChile). 
Asesor en Infraestructura TI. Sobreviviendo en el sector de Telecomunicaciones #Chile",Alvaro Fuentes,"Concepción , Chile",alvarofuentesc,"",FALSE,2010-04-04T13:12:02.000Z
1305566780,@LavinSebastian @Alejado33 @Xchong @GobiernodeChile @GalliJF @CIDH @PJudicialChile @fiscalesdechile @gabrielboric @mxperez @mirnaschindler No fue Nain. Fue de apellido Zamora. A Nain lo mataron en una emboscada en Metrenco,1382475185232736268,es,2021-04-14T23:25:43.000Z,0,0,0,0,Organización ciudadana que trabaja diferentes lineamientos para lograr La Paz en la Araucanía.,pazaraucaniaIX,"",porlapazIX,"",FALSE,2013-03-26T20:51:14.000Z
1314009385,@mxperez,1379613226409820166,und,2021-04-07T01:53:19.000Z,0,0,0,0,"",waldo herrera herrer,"",waldoherreraher,"",FALSE,2013-03-29T14:26:21.000Z
133125602,@mxperez De igual forma... no me vacunaré!,1383176727334166531,es,2021-04-16T21:53:24.000Z,0,0,0,0,"",ArTiLuGiA LuCeCiLLa 😎,Chile,lucita1009,"",FALSE,2010-04-15T02:36:51.000Z
1359202250,@KarimBianchi @AlejandroWeberP @adnradiochile @CNNChile @meganoticiascl @PublimetroChile @latercera @Cooperativa @CHVNoticias @elmostrador @tv_monica @mxperez @T13 @BuenosDiasTVN Pero a ese bono no califica nadie diputado y usted bien lo sabe. Mucha gente espera el tercer retiro. La letra chica se ha hecho costumbre y lo único que salvo al pueblo fue el primer y segundo retiro,1380177752637243394,es,2021-04-08T15:16:33.000Z,1,0,5,0,La radio es mi pasión.,Guillermo Le-Fort Ya,En Santiago de Chile.,GuillermoLeFort,"",FALSE,2013-04-17T11:31:01.000Z
1368210121692708868,"@T13 @mxperez NEGLIGENTES Y CORRUPTOS,, cada uno decida que ha sido y asuma. https://t.co/VGBCrlNmHM",1382357881530548226,es,2021-04-14T15:39:36.000Z,0,0,0,0,Como un chungungo.....,JavierZenTao,"",JavierZenTao1,"",FALSE,2021-03-06T14:41:35.000Z
1380889541213630466,"Realidad Universidad de Talca.
#dignidad #feminismo #lucha #Corrupcion #alertamorada #dictadura #28años @lafundacionsol @AnonymusChileno @mxperez @AlbertoMayol @RicardoLagos @desbordes @LaRedTV @guillier @PiensaPrensa @Reportero24 @HeraldoMunoz @ximerincon @PSChile @PPD_Chile 😢 https://t.co/nvUlByNHQT",1382854842331377665,es,2021-04-16T00:34:21.000Z,10,1,3,0,Luchando por la legalidad y la dignidad de las instituciones!,Dignidad Utalca,"",DignidadUtalca,"",FALSE,2021-04-10T14:31:00.000Z
138774446,@RebolledoAlcald @LavinJoaquin @AlessandriFelip @adnradiochile @Tele13_Radio @Armada_Chile @BuenosDiasTVN @mxperez @colmedchile @biobio @chilevision @meganoticiascl @HolaChileLaRed @mentiraslared @,1378707969039273985,und,2021-04-04T13:56:09.000Z,0,0,0,0,"",osvaldo villalobos,Santiago,magofire,"",FALSE,2010-04-30T15:05:58.000Z
139198717,"@mxperez Si aumentamos el uso de #tarjetasbip, inteligentes podríamos mejorar  la #trszabilidad en #transportepublico",1381780074303787012,es,2021-04-13T01:23:36.000Z,0,0,0,0,Solo quiero Un Mejor Servicio .Un beneficio a quienes pagan y cuidan el Transporte Público .Chile Contacto: amigobus@gmail.com,NosCuidamosNosotros,chile,amigobus,"",FALSE,2010-05-01T21:40:30.000Z
1468785036,"#alerta Colegios profesionales declaran frente a crisis por COVID19
@TVN @canal13 @LaRedTV @meganoticiascl @mentiraslared @CHVNoticias @24HorasTVN @CNNChile @CNNEE @La_Segunda @ElMercurio_cl @mercuriovalpo @latercera @danielstingo @tv_monica @mxperez 

 https://t.co/SJg5Z1cJvK",1380992764549160969,es,2021-04-10T21:15:07.000Z,12,0,11,2,Cuenta Oficial Federación de Colegios Profesionales. 22 Colegios afiliados. Nos mueve la ética y el bien común en la diversidad. Presidenta @mavargasa,FEDCOLPROF,"",fedcolprof,https://t.co/wf8nYyET7p,FALSE,2013-05-30T03:06:52.000Z
148038214,"@T13 @mxperez #T13Central
Muestren el #cacerolazos porfa",1384676547618086913,es,2021-04-21T01:13:09.000Z,0,0,0,0,"Historia: Sucesión sucesiva de sucesos sucedidos sucesivamente 🚀 🌕👨‍🚀🚀🌕🌕👨‍🚀🚀🌕
fue acusado, condenado y
bloqueado;
descendió a los infiernos Twiteros!",Rodrigo Salvo P COLO COLO,"Providencia, Chile",rsalvop,https://t.co/qA6GNKN4uO,FALSE,2010-05-25T17:37:38.000Z
148038214,"@mxperez @T13 Ok. Gracias Mónica.
Saludos.",1382153632204865540,es,2021-04-14T02:07:59.000Z,0,0,0,0,"Historia: Sucesión sucesiva de sucesos sucedidos sucesivamente 🚀 🌕👨‍🚀🚀🌕🌕👨‍🚀🚀🌕
fue acusado, condenado y
bloqueado;
descendió a los infiernos Twiteros!",Rodrigo Salvo P COLO COLO,"Providencia, Chile",rsalvop,https://t.co/qA6GNKN4uO,FALSE,2010-05-25T17:37:38.000Z
148038214,"@T13 #t13central
Pero quien debe llamar a los multados?
Y donde deben pagar?
No explicaron eso.
@mxperez
Y porque París o Daza no responden esto?

Saludos",1382151197004533764,es,2021-04-14T01:58:19.000Z,0,1,1,0,"Historia: Sucesión sucesiva de sucesos sucedidos sucesivamente 🚀 🌕👨‍🚀🚀🌕🌕👨‍🚀🚀🌕
fue acusado, condenado y
bloqueado;
descendió a los infiernos Twiteros!",Rodrigo Salvo P COLO COLO,"Providencia, Chile",rsalvop,https://t.co/qA6GNKN4uO,FALSE,2010-05-25T17:37:38.000Z
1522049928,@mxperez @T13 Enviar link para ver reportaje.,1382155644535517187,es,2021-04-14T02:15:59.000Z,0,0,0,0,"Profesor de Historia y Geografía🕓📚, soñador🌟 y positivo😊. Piensa en viajar🗺 y conocer el lado bueno de las cosas😎. Hincha de la UC⚪️🔵⚪️",José Miguel,"La Cisterna, Chile",jose_miguel_ar,"",FALSE,2013-06-16T12:28:21.000Z
1550914999,@mxperez https://t.co/teDt7FlNJx lo emcontres en Facebook,1381800403864551427,fr,2021-04-13T02:44:23.000Z,0,0,0,0,"",Viterbo Manuel,"Limache, Chile",viterboMCQ,"",FALSE,2013-06-27T15:36:43.000Z
155202530,"@nclagomarsino @mxperez ¿O De 100 personas vacunadas con CoronaVac que fueron expuestas al virus, 33 cursarían la enfermedad con sintomas y de esas 33 personas 20 morirían? Parece el video de @EstaDoblao explicando las cuarentenas jajajajaj",1383062100612943874,es,2021-04-16T14:17:55.000Z,0,1,1,0,Experto en bloquear bots de derecha y viboritas. 🐍 = bloqueo.,Andrés,Corea del Norte,elpulpoamargo,"",FALSE,2010-06-13T12:59:51.000Z
155202530,"@mxperez No me queda muy claro lo que publicó el gobierno.
A ver si entiendo bien:
De 100 personas vacunadas con CoronaVac que fueron expuestas al virus, 33 cursarían la enfermedad con sintomas ¿Las demás las cursarían sin sintomás o nunca la tendrían?. Y de esas 33 personas 20 morirían?",1383061502651863043,es,2021-04-16T14:15:32.000Z,0,0,0,0,Experto en bloquear bots de derecha y viboritas. 🐍 = bloqueo.,Andrés,Corea del Norte,elpulpoamargo,"",FALSE,2010-06-13T12:59:51.000Z
155202530,"@josekc81 @mxperez Ya ok, pero no se sabe si dentro del 67% tenían el virus asintomático. Y si es cómo dices entonces solo sirve para medir la efectividad de la vacuna como buena o mala no más que eso, ya que esos datos solo sirve para este momento y lugar, ya que dependen de la carga viral.",1383063110655877123,es,2021-04-16T14:21:56.000Z,0,0,0,0,Experto en bloquear bots de derecha y viboritas. 🐍 = bloqueo.,Andrés,Corea del Norte,elpulpoamargo,"",FALSE,2010-06-13T12:59:51.000Z
155202530,"@sesnaola @mxperez De 100 personas vacunadas con CoronaVac expuestas al virus, solo 33 cursarían la enfermedad con sintomas?, y de esas 33, 20 morirían? Algo así? está un poco rara la redacción.",1383056341644709901,es,2021-04-16T13:55:02.000Z,0,0,1,0,Experto en bloquear bots de derecha y viboritas. 🐍 = bloqueo.,Andrés,Corea del Norte,elpulpoamargo,"",FALSE,2010-06-13T12:59:51.000Z
157480716,"@mxperez Como lo entiendo es:
33% vacunados se infecta. 15% de ese 33% (5% total vacunados) va a hospitalizarse. De esos 20% muere, es decir 1% del total de vacunados.",1383050037031227397,es,2021-04-16T13:29:59.000Z,0,1,0,0,Creador y soñador,Nico C.,Chile,nclagomarsino,"",FALSE,2010-06-19T23:41:26.000Z
157480716,@elpulpoamargo @mxperez @EstaDoblao Se las arreglan para hacerlo dificil. Pero alguien me dijo que es incluso menos que esos 20. Estoy viendo si lo planilleo en un rato libre,1383062405698224134,es,2021-04-16T14:19:08.000Z,0,0,1,0,Creador y soñador,Nico C.,Chile,nclagomarsino,"",FALSE,2010-06-19T23:41:26.000Z
1581399788,Indolente es un calificativo ínfimo @ministeriosalud @GobiernodeChile @rod_herrera @mxperez @tv_monica @Pajarobere @KarendTV @DMatamala @doctor911_cl @rodrigosepu @AndreaAristegui #TercerRetiroAHORA @PamJiles @Senado_Chile @Camara_cl hoy chile duele 💔 sufre https://t.co/IGmPeSH2hI,1380584890454904840,es,2021-04-09T18:14:22.000Z,1,0,0,0,"Veo Humanos,.... PERO no Veo Humanidad.... 😔🥺.....El Mundo Cambia Con TU Ejemplo No Con TU Opinión.",NatyLy ⏳🕊️,"",NHuentenao,"",FALSE,2013-07-09T20:46:06.000Z
1581399788,Así es La Araucanía también #temblor #temuco información preliminar 5.y algo en lebu @meganoticiascl @rodrigosepu @tv_monica @mxperez @GobiernodeChile @reddeemergencia @onemichile https://t.co/qOiPvgAG5V,1380795316363010048,es,2021-04-10T08:10:32.000Z,0,0,1,0,"Veo Humanos,.... PERO no Veo Humanidad.... 😔🥺.....El Mundo Cambia Con TU Ejemplo No Con TU Opinión.",NatyLy ⏳🕊️,"",NHuentenao,"",FALSE,2013-07-09T20:46:06.000Z
1581399788,#temblor en la Araucanía 5. Y algo 🥺🤦🏻‍♀️ @rodrigosepu @DMatamala @meganoticiascl @tv_monica @mxperez @AndreaAristegui  bonita forma de despertar seria lo único q nos falta Aguanten todos cariños y fuerza esperanza y fe ♥️,1380794452315344897,es,2021-04-10T08:07:06.000Z,0,0,4,0,"Veo Humanos,.... PERO no Veo Humanidad.... 😔🥺.....El Mundo Cambia Con TU Ejemplo No Con TU Opinión.",NatyLy ⏳🕊️,"",NHuentenao,"",FALSE,2013-07-09T20:46:06.000Z
1581399788,@tv_monica @mxperez @AndreaAristegui @SoledadOnetto @bianchileiton @rod_herrera @MuchoGustoMEGA @gonzaloramirex @rodrigosepu @CHVNoticias @LaRedTV @mentiraslared @eljanovega @alejandramatus @CG_ARROYO @HolaChileLaRed @KarendTV @MatinaldeCHV https://t.co/MNqkHg1OTr,1382881792278007809,und,2021-04-16T02:21:26.000Z,0,0,0,0,"Veo Humanos,.... PERO no Veo Humanidad.... 😔🥺.....El Mundo Cambia Con TU Ejemplo No Con TU Opinión.",NatyLy ⏳🕊️,"",NHuentenao,"",FALSE,2013-07-09T20:46:06.000Z
164432716,@cla_cor @tv_Amaro @ramirez_polo @diana_bolocco @TonkaTP @IvanValenzuelaU @tv_monica @TVN @24HorasTVN @T13 @meganoticiascl @MegaPlusCL @tv_Amaro @IvanValenzuelaU @sergiolagos @TonkaTP @diana_bolocco @mxperez,1379821904421388289,und,2021-04-07T15:42:32.000Z,0,0,0,0,"💙FER'S MOM, XIMENA'S SISTER Physical Education Teacher CRUZADA FOREVER Fans of LIVERPOOL Widow of Bielsa, and fan of my DAUGHTER FERNANDA and Nadia Comaneci 💙",Mariella Soledad 💙💙💙,"Providencia, Chile",mariella_cool73,"",FALSE,2010-07-08T21:41:01.000Z
1663456334,"@Eduar1962 @mxperez @tv_monica @DMatamala @Mister_Wolf_0 @alejandramatus @doctor911_cl @pelaorodrigorc @danieljadue Si aweonao, se va a sacar un ojo para hacer un tongo... Fachos qlos weones.",1378720846374711301,es,2021-04-04T14:47:19.000Z,0,0,10,0,nunca hagas lo que a ti no te gusta que te hagan,Francisco... Anti-piñera,Valparaíso,gaete_franci,"",FALSE,2013-08-11T21:03:02.000Z
1663456334,"Por favor , hazte el tiempo y comparte!!!
 No dejemos solos a nuestro amigos!!!

#chile #VamosColoColo @mxperez @tv_monica @DMatamala @Mister_Wolf_0 @alejandramatus @doctor911_cl @pelaorodrigorc @danieljadue 

Ayudaaaaaaa!!!! https://t.co/V4XmUP7HT2",1378505846456467457,es,2021-04-04T00:32:59.000Z,366,5,231,10,nunca hagas lo que a ti no te gusta que te hagan,Francisco... Anti-piñera,Valparaíso,gaete_franci,"",FALSE,2013-08-11T21:03:02.000Z
212315880,"#elValorDeLaEducacion Si un/a profesor gana al mes $588.000.- bruto, x trabajar frente a curso 40 horas a la semana (on line o presencial) Por cada hora efectiva frente a curso recibe: $3.675 y $0 pesos por preparar clases o evaluaciones. @mxperez @DMatamala @IvanValenzuelaU",1381289157377601538,es,2021-04-11T16:52:52.000Z,0,0,0,0,"Profesora, Magister en Psicología, Cuentacuentos. Diplomada en literatura infantil. Fanática lectora. Madre enamorada.",María José Tapia,Santiago de Chile,MariaJoseTapia_,"",FALSE,2010-11-05T18:54:53.000Z
212315880,"En medio de las crisis sanitaria, ha surgido la crisis familiar, donde la educación cobra un valor altísimo ¿sabe cuánto gana el profesor/a de sus hijos por su trabajo? Aprox $5.250 la hora efectiva frente a curso, $0 por preparación, $0 por evaluar #estoDEBEcambiar @mxperez",1381272384271962119,es,2021-04-11T15:46:13.000Z,0,0,0,0,"Profesora, Magister en Psicología, Cuentacuentos. Diplomada en literatura infantil. Fanática lectora. Madre enamorada.",María José Tapia,Santiago de Chile,MariaJoseTapia_,"",FALSE,2010-11-05T18:54:53.000Z
217224660,⁦@PamJiles⁩ ⁦@DrEnriqueParis⁩ ⁦@pdazan⁩ ⁦@desbordes⁩ ⁦@CHVNoticias⁩ ⁦@AlessandriFelip⁩ ⁦@camila_vallejo⁩ ⁦@DoctorJLCastro⁩ ⁦@ximerincon⁩ ⁦@FLagos_Neumann⁩ ⁦@aluksicc⁩ ⁦@GiorgioJackson⁩ ⁦@mxperez⁩ @ https://t.co/RzQT81kcLS,1379863357663109129,und,2021-04-07T18:27:15.000Z,0,0,1,0,"",VIVO EL PRESENTE,SANTIAGO-CHILE,jorgemiranda50,"",FALSE,2010-11-18T22:47:13.000Z
217224660,"@ProvosteYasna @mxperez @desbordes  @JorgeSharp @PamJiles Patético es el gobierno cuando se habla con los bolsillo lleno de plata   ,les pregunto sí todosb los diputados y senadores  quedarán sin trabajo todo un año  haber si no quisieran su 10%  para sobrevivir,caras de raja.",1380584388572893184,es,2021-04-09T18:12:22.000Z,0,0,0,0,"",VIVO EL PRESENTE,SANTIAGO-CHILE,jorgemiranda50,"",FALSE,2010-11-18T22:47:13.000Z
217224660,⁦@DrEnriqueParis⁩ ⁦@mxperez⁩ ⁦@PamJiles⁩ ⁦@pdazan⁩ https://t.co/PmBJXVGsRb,1379225242590195717,und,2021-04-06T00:11:37.000Z,0,0,0,0,"",VIVO EL PRESENTE,SANTIAGO-CHILE,jorgemiranda50,"",FALSE,2010-11-18T22:47:13.000Z
217224660,@ProvosteYasna @PamJiles @pdazan @DoctorJLCastro @ContigoCHV @FmmCarolina @desbordes @JorgeMi38329917 @mxperez @alvarez_monse @camila_vallejo https://t.co/if25Gk0kJF,1380140192808460297,und,2021-04-08T12:47:18.000Z,0,0,0,0,"",VIVO EL PRESENTE,SANTIAGO-CHILE,jorgemiranda50,"",FALSE,2010-11-18T22:47:13.000Z
2184605566,Ella la tiene clara @PamJiles @camila_vallejo @HolaChileLaRed @AdrianoActor @gabrielboric @ximerincon @TheRealLarryMoe @tv_monica @mxperez @T13 @Bienvenidos13 @TonkaTP @sergiolagos https://t.co/JmmeqOp4Kg,1382449556160401409,es,2021-04-14T21:43:53.000Z,0,0,0,0,"",Alexander Cabrera,"",Acabrera160576,"",FALSE,2013-11-17T14:05:01.000Z
218965681,"@mxperez Y considerar que seguramente el estudio está con personas de mayores riesgos que han sido los primeros en vacunarse, por lo que podría esperarse mejores resultados para los grupos que actualmente se vacunan .",1383065821581344773,es,2021-04-16T14:32:42.000Z,0,0,0,0,El agua vale más que el Oro !! #patagoniasinmineras,Arturo Yáñez Cofré,"",Art_u_ro,"",FALSE,2010-11-23T15:52:41.000Z
221521064,@chinesepipol Ojalá alguien investigue la suspensión de créditos hipotecarios fue un Arreglo para atrapar con más créditos a la gente @cazanoticiasCHV @Emol @elmostrador @El_Ciudadano @mxperez @meganoticiascl @CHVNoticias,1379134293784592385,es,2021-04-05T18:10:13.000Z,1,0,0,0,"Soy cantor, soy embustero, me gusta el juego y el vino, Tengo alma de marinero les escribo desde Berlin, Alemania",Andrelo,Alemania,romandrelo,"",FALSE,2010-11-30T22:04:15.000Z
2366574780,@Jen__Alv necesita ayuda urgente @GobiernodeChile @SernamEGChile @EveFitCL @ValdebenitoNata @TVN @canal13 @CG_ARROYO @JairoValdes1 @Carabdechile @PDI_CHILE @tv_monica @mxperez @rodrigosepu @alejandramatus @Conejito_1975 @Mister_Wolf_0 @coxismo #NiUnaMenos #Chile #Valdiviacl https://t.co/nN6uKXKRr5,1384010294800703488,es,2021-04-19T05:05:42.000Z,2,0,6,0,"Nacido y criado en
Talcahuano, Valdiviano de corazón. Quizás no puedas cambiar el mundo, pero cambia el mundo de un animal...#Adopta",RoRigo,Valdivia,directoperez,"",FALSE,2014-03-01T05:29:33.000Z
24035723,@rubionatural @TonkaTP @canal13 @CarlosZarateV @ramirez_polo @mxperez @alfombraroja_13 @T13 @K3LCALDERON,1379897681913516033,und,2021-04-07T20:43:39.000Z,0,0,0,0,"Chileno 🇨🇱 de nacimiento;Iquiqueño 🐲 de corazón 💙
#EstoNoHaTerminado #NoEstamosenGuerra",Marcelo Gálvez,"Iquique, Chile",titomarcelo,http://t.co/hKfDLiB5hO,FALSE,2009-03-12T21:00:00.000Z
243693500,@KarimBianchi @adnradiochile @CNNChile @PublimetroChile @meganoticiascl @latercera @mxperez @tv_monica @canal13 @RedAustral_tvn @tv_Amaro @24HorasTVN 👏👏👏👏 Basta de #cuchufletas...,1382724195520544768,es,2021-04-15T15:55:12.000Z,0,0,1,0,Chilena 🇨🇱,Ale García,COQUIMBO CHILE,JanyGarciaC,"",FALSE,2011-01-27T16:20:13.000Z
248528995,"@mxperez @T13 La gente común 
Con suerte tiene trabajo 
Como va a pagar una multa",1382317640744644610,es,2021-04-14T12:59:42.000Z,0,0,0,0,jazz música libros cine películas,mauricio garcia,"",eofhain,"",FALSE,2011-02-07T05:42:49.000Z
249173136,"@cla_cor @T13 @KarlaEnAccion @mxperez @24HorasTVN @TVN @meganoticiascl @MegaPlusCL @LaRedTV @CNNChile @chilevision @CHVNoticias Ahora falta que en las campañas politicas se usen mascarillas y se mantenga distancia física. Además extraño que los posibles presidenciables hagan llamados al autocuidado y respetar medidas, y no solo pensar en cálculos eleccionarios.",1379245970773442561,es,2021-04-06T01:33:59.000Z,0,0,0,0,Médico Veterinario UdeC #Salubrista #Unasalud #Zoonosis.,Rolando Rojas Garcia,"San Pedro de La Paz, Chile",RoRojasG,"",FALSE,2011-02-08T14:42:18.000Z
24952459,"Sube tensión por tercer 10%: Gobierno recurre al TC para frenar iniciativa. Comienza 📺  #T13Central con la conducción de @mxperez y Ramón Ulloa. 

EN VIVO » https://t.co/E1tvIn6RLs https://t.co/MXjiMcGeUH",1384673855134961664,es,2021-04-21T01:02:27.000Z,6,32,24,1,"Somos la cuenta oficial del Departamento de Prensa de Canal 13. 
Tus denuncias al 📱 +56939200797
Señal EN VIVO y + 📹 https://t.co/dCoYlzkotH
📷https://t.co/6MRcIGwB0I",T13,"Santiago, Chile",T13,https://t.co/4saJ0daju3,TRUE,2009-03-17T20:54:09.000Z
250327668,@canal13 @mxperez ESTO ES FALSO O VERDADERO? @DrEnriqueParis https://t.co/Mj28YDdM0u,1379920418128211969,pt,2021-04-07T22:14:00.000Z,1,0,0,0,Mujer ♥ y madre feliz con detalles simples! QUIERO VIVIR tranquila 🇨🇱y feliz con mi familia,Virgin,Puchuncavi,virginpreciosa,"",FALSE,2011-02-10T21:48:23.000Z
253743628,"@mxperez Conductor se abstuvo de cuestionamiento e interpelación (...)Tampoco se aclaró q H Norambuena No es preso político.CNTV formula cargos a La Red x entrevista a M H Norambuena ""ttps://www.emol.com/noticias/Espectaculos/2021/04/16/1018179/CNTV-formulacion-cargos-La-Red.html",1383186587366916096,es,2021-04-16T22:32:35.000Z,0,0,0,0,"INGENIERO COMERCIAL U. DE CHILE, EMPRENDEDOR, CATOLICO, LIBRE PENSADOR",Gabriel V,CHILE,GXXXV,"",FALSE,2011-02-17T21:49:56.000Z
264947379,"@ministeriosalud  una vez vacunados, cuánto tiempo protege la vacuna? de por vida?, un año? és como la vacuna de la influenza? habrá que vacunarse todos los años? #COVIDー19 @meganoticiascl @24HorasTVN @AndreaAristegui @mxperez @T13 @CHVNoticias @meganoticiascl @GobiernodeChile",1379125454171475968,es,2021-04-05T17:35:05.000Z,0,0,0,0,"",💞Un Besito Al Cielo 🤗,"",gina_vanesa,"",FALSE,2011-03-12T18:43:08.000Z
264947379,"UNA PERSONA QUE SE HAYA VACUNADO Y SE LLEGA A CONTAGIAR CON COVID, DEBE HACER CUARENTENA? PUEDE CONTAGIAR A OTROS? @AndreaAristegui @mxperez @24HorasTVN @gonzaloramirex @NotiCHV @meganoticiascl @T13 @alvarez_monse @JuliaVialTV",1381769533506121734,es,2021-04-13T00:41:43.000Z,0,0,0,0,"",💞Un Besito Al Cielo 🤗,"",gina_vanesa,"",FALSE,2011-03-12T18:43:08.000Z
270539380,@mxperez Se me parte el alma 💔💔 que desgarradora esta realidad 😭😭 No podemos permitirlo !!!,1380341540313268231,es,2021-04-09T02:07:23.000Z,0,0,1,0,;),Begoña,"Stgo, Chile",BegoGuell,"",FALSE,2011-03-22T20:16:24.000Z
278221590,@mxperez Los chinos la tenian lista,1383202084481335298,es,2021-04-16T23:34:10.000Z,0,0,0,0,"Profesional; Postgrados; Empresario; Regionalista, Independiente. Gremio, Naturaleza",Higinio Morales,Región de Atacama y L. Condes,Higinio_Morales,"",FALSE,2011-04-06T21:15:52.000Z
278221590,@mxperez @T13 Era obvio. El dia que alguien pague los 50 millones con que tanto amenazaban será el día del níspero en la tarde,1382155839268646913,es,2021-04-14T02:16:45.000Z,0,0,0,0,"Profesional; Postgrados; Empresario; Regionalista, Independiente. Gremio, Naturaleza",Higinio Morales,Región de Atacama y L. Condes,Higinio_Morales,"",FALSE,2011-04-06T21:15:52.000Z
280258821,"Supongo que estos 15 días en que pretenden no trabajemos los descontarán de nuestro pago de patente comercial no??? #pymesencrisis 

Medida nefasta en tiempos previos al día de la madre en que las ventas son altas, ayuda! @mxperez @alvarez_monse @jananeme @DMatamala @rodrigosepu https://t.co/nKdU0zt7nI",1378858958635597833,es,2021-04-04T23:56:08.000Z,0,0,1,0,"Amo, río, quiero, cuido, vivo, soy!",Ely...,Santiago,Ely_Zarate,"",FALSE,2011-04-11T00:07:33.000Z
2804682481,@mxperez Nadie me creyó...dijieron que estaba loca!!,1380797125219528706,es,2021-04-10T08:17:43.000Z,0,0,0,0,Mujer,Carla Beltrán,"",pecoyzerra,"",FALSE,2014-09-12T01:05:45.000Z
