author_id,lang,created_at.x,id,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,username,verified,created_at.y,name,description,url
1271288365057363968,es,2021-04-21T04:41:51.000Z,1384729069468758016,@Claudia_Mix ...ahí...hay que entrar a picar...tendría la cámara muy cerca???....pero bueno...de perfil quizás...pero te cuento...el Presidente está haciendo uso el poder que le obliga la Constitución Política de Chile del 2005....firmada por el ex Presidente Lagos...,0,0,0,0,JuanC95087229,FALSE,2020-06-12T03:49:45.000Z,Juan Carlos,"Católico, creo en la libertad, la familia, el libre mercado como eje de crecimiento,  desarrollo y con un Chile libre de las ideas totalitarias",""
1300825636207034370,es,2021-04-21T04:46:13.000Z,1384730165872414722,@NegritoQMP @cbusca1970 @biobio @Claudia_Mix sigue soñando 😂😂pq aunque la presenten no tienen los votos en el senado...,0,0,0,0,Chilen0reclamo1,FALSE,2020-09-01T15:59:47.000Z,Chilen0reclamon87,"Deportista amateur🏄‍♂️⚽️🏓.
Colo Colo ⚽️.
Egresado derecho📕
Reclamon por naturaleza.
Derechos y deberes📃.",""
1301381286989369344,es,2021-04-21T04:43:31.000Z,1384729488731344904,@biobio @Claudia_Mix Y estos zurdos son los mismos hipócritas q se burlan de quienes votaron por el Rechazo y desean ahora ir a la CC mientras ellos acusan a otros por supuestamente violar la constitución que ellos desean eliminar. Para variar quieren acusar a alguien por defenderla. Qué indecencia.,0,0,0,0,schlottheim,FALSE,2020-09-03T04:47:44.000Z,Ludwig von Schlotheim,"Der Mann hat einen großen Geist, und ist so klein von Taten!  Desde la Patagonia con amor.",""
1308909101175508994,es,2021-04-21T04:17:37.000Z,1384722968903815168,@aloa20 @Claudia_Mix Lee denuevo viejo.,0,0,0,0,RodrigoCEsteban,FALSE,2020-09-23T23:20:52.000Z,Rodrigo C,"Fútbol Colocolino/ Politica/ Centro Derecha. Ex CVD, Ciencias Politicas.",""
131696212,und,2021-04-21T04:46:33.000Z,1384730250475606017,@biobio @Claudia_Mix 🤡,0,0,0,0,cvolkerr,FALSE,2010-04-11T02:11:13.000Z,Cristián Völker R.,"Contribuyente desde hace 19 años, 8 meses y 23 días.",""
1327440281822777346,es,2021-04-21T05:58:51.000Z,1384748447199281152,"@biobio @emischneiderv @Claudia_Mix 🎼""Mentira vendida
Moralidad que me intoxica
Mentiras hundidas""🎤

Así con el FA, de mentiras y moralina progre... llegan más de un año tarde.

+ Izquierda - Progresismo",0,0,0,0,periodicoaurora,FALSE,2020-11-14T02:37:18.000Z,Aurora del Nuevo Chile,"🗞 Periódico feminista y libertario de una futura Federación Plurinacional de los Pueblos de Chile #AuroraDelNuevoChile

TODO EL PODER A LAS ASAMBLEAS",https://t.co/zbshNoTVrs
1336002558398255108,und,2021-04-21T05:05:27.000Z,1384735007751630851,@biobio @Claudia_Mix https://t.co/43Fzl9axj1,0,0,0,0,LorenaF13650199,FALSE,2020-12-07T17:40:25.000Z,Lor Fdez,Lo directa,""
135253904,es,2021-04-21T04:22:45.000Z,1384724259357003777,@biobio @Claudia_Mix Q mas le pueden pedir a esta tontona !!,0,0,0,0,ChileFreeeee,FALSE,2010-04-20T19:43:52.000Z,C.M. I.,"Una de las maravillas de un mercado libre es que el camino para crear más riqueza no viene de esclavizar ,sino de servir y complacer al próximo. REPUBLICANO .",""
1352690728347041797,es,2021-04-21T03:48:37.000Z,1384715672870178816,@biobio @Claudia_Mix Va a salir corriendo esta rata de La Moneda @sebastianpinera https://t.co/HmUX7QHmMi,0,0,0,0,Alexis53996386,FALSE,2021-01-22T18:53:10.000Z,Alexis,conversamos de lo que quieras y cuando quieras,""
1359291080680833028,es,2021-04-21T04:35:50.000Z,1384727553143939073,@Claudia_Mix Weona FEA te BAJASTE el SUELDO????? CARA de RAJA!!!! USTEDES SON EL PELIGRO PARA CHILE #ElPeorCongresodelaHistoria😡😡😡😡😡,0,0,0,0,GATO46592719,FALSE,2021-02-10T00:00:36.000Z,GATO,.,""
1360393636211474437,es,2021-04-21T05:09:40.000Z,1384736069602660353,@SaveSilence @biobio @Claudia_Mix Ese no es el punto...lo que digo es que no se puede acusar constitucionalmente a alguien por cumplir con lo que dice la Constitución...se entiende...si sirve o no sirve..da lo mismo...entiendes...o te lo dibujo,0,0,2,0,RobertoTrivinos,FALSE,2021-02-13T01:01:49.000Z,Roberto Triviños,"",""
1364820129293418497,en,2021-04-21T04:43:15.000Z,1384729419714080768,@PublimetroChile Callate @Claudia_Mix,0,0,0,0,AnitaVF4,FALSE,2021-02-25T06:11:21.000Z,Anita_VF,"Madre de 4 hermosos hijos, muy orgullosa de mis niños",""
1377273272790843398,es,2021-04-21T03:52:22.000Z,1384716613363118084,@biobio @Claudia_Mix Vamossss,0,0,0,0,AlexMar69813780,FALSE,2021-03-31T14:55:25.000Z,solitario,Fuerza patriotica.,""
1378164814128812033,fr,2021-04-21T03:55:38.000Z,1384717439078965248,@biobio @Claudia_Mix La chancha !!! #Mix,0,0,2,0,kingDaReloaded,FALSE,2021-04-03T01:58:16.000Z,king_Da_Reloaded,I’m back and reloaded. Always PATRIOT !,""
1378170538405806082,es,2021-04-21T04:06:43.000Z,1384720226479136782,"@biobio @Claudia_Mix Arriendo $160,000
Luz$17,000
Agua$12,000
Internet$20,000 + gas $ 17,000
Alimentación mensual$150,000 (supermercado y eligiendo solo ofertas)
Y enserio sales en televisión para decir que en mayo me llegarán $100,000 y para eso salen ,es una burla..saca la cuenta . #BonoClaseMedia https://t.co/b2qoIBF5yn",0,0,0,0,LeandroBus1,FALSE,2021-04-03T02:20:44.000Z,Leandro B,"",""
1379599448125411333,es,2021-04-21T04:10:21.000Z,1384721142624268293,@vladomirosevic @Claudia_Mix @Camara_cl @Senado_Chile Bien Vlado era un tema clave país.,0,0,0,0,ChilenianoArq,FALSE,2021-04-07T00:58:48.000Z,Chileniano,a por ello.,""
139470823,es,2021-04-21T04:25:44.000Z,1384725011731075074,@Claudia_Mix y esta vueja guatona quien es???  Sera del equipo de los guatones con hambre,0,0,0,0,JoseBriones10,FALSE,2010-05-02T18:30:04.000Z,cachorro,"",""
1435651428,hu,2021-04-21T05:28:30.000Z,1384740809967288320,"@Claudia_Mix 😝😄Habba,,,,,, https://t.co/xYPr9prUcu",0,0,0,0,jabecerrar,FALSE,2013-05-17T13:27:41.000Z,Jorge GAHAN!! targetdoscero,"Ingeniero Comercial / Libre Emprendedor / Padre de 2 Hijos, AMANTE de Colo Colo y el Club Hípico, Creo en la libertad Individual y el Libre Emprendimiento",""
1466209602,es,2021-04-21T04:05:24.000Z,1384719893430480897,@RafaelTorrebla2 @angelicavillg @Claudia_Mix Parece lobo marino 🤣🤣🤣 https://t.co/KQfSegxH04,1,1,3,0,gloria_patriota,FALSE,2013-05-29T02:48:07.000Z,Gloria_Patriota/ 22% #Rechazo / Republicana,🇨🇱#RecuperemosChile #ConMisHijosNoTeMetas. #RechazoDeSalida Soy del 22% #DeLaVerdaraDerecha #Partido Republicano. #JAK2021 @PLRChile  🇨🇱🇨🇱,""
147051414,es,2021-04-21T04:19:12.000Z,1384723368411373569,@ferreterobat @mfarias1955 @RafaelTorrebla2 @Claudia_Mix 🤦‍♀️ que horror tanta estupidez humana 🤭,0,0,0,0,jocitapaz,FALSE,2010-05-23T02:49:20.000Z,josefina paz cabrera,"Relacionadora Pública, 2 hijas que me hacen ser luchadora, perseverante y fuerte por eso y más #yorechazo",https://t.co/wBG2xy5Y1E
14989742,es,2021-04-21T04:04:57.000Z,1384719782445035525,@Claudia_Mix @Camara_cl @Senado_Chile Gracias a ti Claudia por tu compromiso desde un principio con este proyecto 💪💪💪,0,1,8,0,vladomirosevic,FALSE,2008-06-03T05:42:01.000Z,Vlado Mirosevic Verdugo,"Diputado x Arica y Parinacota. Nieto de migrantes. Miembro @Liberales_Chile. Librepensador. Intereses: historia, antipoesía y democracia. vmirosevic@gmail.com",https://t.co/1MtdnJE1Jr
1604269766,es,2021-04-21T04:46:10.000Z,1384730155768336386,@biobio @Claudia_Mix La solución para que vuelva la paz para los justos es fumigar el país para desparasitarlo de los zurdos....,0,0,0,0,correacavieresv,FALSE,2013-07-18T20:24:14.000Z,Vitoko_el_Patriota,"Deportista, amante del Derecho y la lectura (Kelsen, Cesare Beccaria, Eduardo García de Enterría). Pero sobre todo amante de mi Patria, el orden y la disciplina",""
1644289584,it,2021-04-21T03:56:14.000Z,1384717586911404035,@Claudia_Mix Tranqui jabba... https://t.co/dLT8LnISuo,0,0,0,0,curiche_fco,FALSE,2013-08-04T04:17:50.000Z,anticomunist,"",""
164451966,und,2021-04-21T04:43:05.000Z,1384729378869895169,@biobio @Claudia_Mix 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,0,0,0,0,Mabelyn_A,FALSE,2010-07-08T22:42:24.000Z,Mabel,"Ingeniero Industrial, especializado en tecnologías alimentarias, Químico de corazón, amante de los animales y del romántico viajero...💙",""
190057544,es,2021-04-21T05:23:08.000Z,1384739457501474817,@m_unda @RafaelTorrebla2 @Claudia_Mix Gracias.,0,0,1,0,Coraline0512,FALSE,2010-09-12T23:52:52.000Z,.,Premeditatio malorum ❣️Tengo 9 gatos 🐱 . ✨ NO DM thanks. 🙃🙃🙃 Et lux in tenebris lucet et tenebrae eam non comprehenderunt ,https://t.co/wvv9e3oYKS
190057544,es,2021-04-21T05:08:28.000Z,1384735765192712194,@RafaelTorrebla2 @m_unda @Claudia_Mix Me importa un reverendo pepino la política de ella o de los demás de acá lo que si me parece indignante es de cómo se mofan por el cuerpo y aspecto de una persona que quizás tenga un problema de salud y si no lo tuviera... quienes son uds para juzgar a alguien por su apariencia?,0,1,1,0,Coraline0512,FALSE,2010-09-12T23:52:52.000Z,.,Premeditatio malorum ❣️Tengo 9 gatos 🐱 . ✨ NO DM thanks. 🙃🙃🙃 Et lux in tenebris lucet et tenebrae eam non comprehenderunt ,https://t.co/wvv9e3oYKS
213031206,es,2021-04-21T04:28:56.000Z,1384725818992205828,@h_beax @biobio @Claudia_Mix El Frente Amplio siempre a sido comunistas se dividieron en 17 partidos para recibir financiamiento para las elecciones ES MUCHO DINERO el Dios del PC partido mas rico de Chile.,0,0,2,0,ChileWindows,FALSE,2010-11-07T19:31:21.000Z,JULIO OJEDA,"ChileWindows Magallanico Siempre por la derecha, hombre de trabajo destruido y arruinado por Pandemia-18O por la revolucion delictual de izquierda.",""
2216067076,es,2021-04-21T03:47:07.000Z,1384715293767868418,"@biobio @Claudia_Mix Eso si que es populismo,barato, penca y sin ni una base. Yo tampoco estoy de acuerdo con la decisión, pero guste o no está apegada a la ley. Otra cosa es lo que decida el TC",0,0,0,0,iosoriob,FALSE,2013-12-09T17:16:59.000Z,ivan osorio,"Chuncho,escéptico.enamorado..La muerte está segura de que ganara,por eso te da de ventaja una vida....vívela !!!",""
2225804162,es,2021-04-21T05:05:37.000Z,1384735047937298439,@biobio @Claudia_Mix Se biene un nuevo estallido social este será aún más extenso que el anterior y acabará por completo con el modelo político chileno😏,0,0,0,0,serranopvictor,FALSE,2013-12-02T00:46:44.000Z,victor manue serrano,padre,""
225677680,es,2021-04-21T05:38:11.000Z,1384743245599678465,"@biobio @Claudia_Mix Algunos diputados llaman a quemar el país y NADIE del congreso dice NADA; el presidente cumple con el juramento d respetar la constitución y lo acusan constitucionalmente...
Esto no es por el 3er retiro del 10%, es por sacar ventaja política...",0,0,0,0,Marco_Rumatz,FALSE,2010-12-12T05:07:07.000Z,Marco A. Rumatz®,"Economista, Ecologista e Idealista. Sólo apoyo causas justas. Amat Victoria Curam. Soy de Ser que tener. A romper el Status Quo",""
229488891,es,2021-04-21T04:11:43.000Z,1384721485592416256,@biobio @Claudia_Mix #Sobran100Parlamentarios incluida la gordita chavista,0,0,1,0,Zmrno,FALSE,2010-12-22T14:47:43.000Z,José Luis,"Soberbio, intolerante, sarcástico, crítico e irónico.",""
240968379,es,2021-04-21T03:57:57.000Z,1384718018295521280,"@teanval0207 @CristyWeed87 @MacarenandreaLB @Pklesse @Nanditamc @AnaMariaGazmuri @carito69696969 @CATA_a_secas @solangeabogada @mirasanjuan @SoaCarolinaWM @connieachurra @imoa1971 @faltaderespeto @Alejand99194087 @MaitePG2 @carodream1 @Licomita @Rojafilosofa @Vyky65982964 @AgripinaDulce @kparedesl @Tati_Reloaded @AnitaBohemia @neva_carrillo @andyzukita @Nanku85415259 @DiablitaCL @totolucha777 @vial_marta @angiesaavedrag @C0N5UEL0 @KattKuyen @SaryOasis @CristiCMoris @Claudia_Mix @withmenot2 @RockcioMercury @pablinaramirezp @Trutru52472633 Amplifica la voz de más mujeres y sigue la lista 
@CristinaMachuca 
@marcelamomberg 
@FranSolar 
@Hormiiiguita 
@sue_aguayo 
@BelloCruces 
@C0N5UEL0 
@gabriela_dosg 
@S_Valdi_ 
@mirasanjuan",1,2,6,0,pavivina,FALSE,2011-01-21T04:16:10.000Z,paula vigueras Navarrete,mami de 2....de viajera por la vida,""
2635994837,es,2021-04-21T04:03:14.000Z,1384719350242873344,"@biobio @Claudia_Mix Estoy pasando hambre, indicó la honorable",0,0,7,0,robotcopchile,FALSE,2014-06-23T23:50:33.000Z,RoBOTcop,"Soy un bot que funciona y se alimenta con lágrimas de zurdo.

Nunca discutas con un estúpido, te hará descender a su nivel y ahí te vencerá por experiencia.",""
280809766,es,2021-04-21T04:48:56.000Z,1384730850512736257,@biobio @Claudia_Mix Esa chancha no puede impulsar ni una dieta saludable 🤣🤣,0,0,0,0,perrijutsu,FALSE,2011-04-12T02:15:25.000Z,SupaGoten 🐭🐧,en distanciamiento social desde hace muchos años,""
3022392815,es,2021-04-21T04:00:57.000Z,1384718773400260608,@ZurdoCritico @Claudia_Mix Es mucho soñar. Hay muchas manos en la oposición y con lo cabrones q son todos quieren su tajada.,0,0,0,0,Rodrigosoff,FALSE,2015-02-06T23:37:40.000Z,Rodrigosoff,"French fries were created in Belgium not France!
¿y si dejamos la democracia de lado y optamos por otro sistema?",""
3022392815,es,2021-04-21T03:58:48.000Z,1384718234469949442,"@chacon_vida @Claudia_Mix @elfrente_amplio Es verdá. No se la pueden con un nefasto q metió coches blindados donde había gente manifestándose y pretenden buscarle la 5ta pata al gato con el presidente, q además, es uno de los weones más ricos de chile. Nicagando",1,0,1,0,Rodrigosoff,FALSE,2015-02-06T23:37:40.000Z,Rodrigosoff,"French fries were created in Belgium not France!
¿y si dejamos la democracia de lado y optamos por otro sistema?",""
3039216725,es,2021-04-21T06:01:24.000Z,1384749087996715015,"@biobio @Claudia_Mix Usar las facultades constitucionales del Ejecutivo,no es base para una acusación.
Tan básico, que da pena Sra, Honorable Mix",0,0,0,0,Gutierrez14P,FALSE,2015-02-15T15:37:20.000Z,Pedro Gutiérrez,"Amante del campo,sus árboles,ríos y montañas.
Adoro a mis hijos e hija.
Patriota y anticomunista.
La belleza en todas sus expresiones.",""
3039216725,es,2021-04-21T05:30:23.000Z,1384741282346639362,"@JFCuevasVila @Claudia_Mix Oiga,como trata así a la honorable https://t.co/jE0VDWPByn encontró muy gordita, que le habla de la dieta.....",0,0,0,0,Gutierrez14P,FALSE,2015-02-15T15:37:20.000Z,Pedro Gutiérrez,"Amante del campo,sus árboles,ríos y montañas.
Adoro a mis hijos e hija.
Patriota y anticomunista.
La belleza en todas sus expresiones.",""
3082138462,es,2021-04-21T04:24:29.000Z,1384724697284333569,@biobio @Claudia_Mix Pero datos son tontos de verdad,0,0,1,0,solomonarca,FALSE,2015-03-09T18:09:01.000Z,Augusto Solo Monarca,"Empresario,republicano,desprecio a los entes reguladores y organismos internacionales,a estas alturas voy por el capitalismo salvaje",""
33085374,es,2021-04-21T03:59:55.000Z,1384718516755083264,@biobio @Claudia_Mix Jajajajjajajajajajjaja cuéntense una nueva,0,0,0,0,josemarce,FALSE,2009-04-19T01:38:56.000Z,josse,SOY DONANTE ☺️,""
336021172,es,2021-04-21T05:55:28.000Z,1384747595973763079,@RafaelTorrebla2 @SirenaSolcito @Claudia_Mix Esta yo creo que come KK,0,0,0,0,CristianSilvaC,FALSE,2011-07-15T16:32:33.000Z,Cristian Silva C,"",""
3384753304,es,2021-04-21T04:13:40.000Z,1384721975059390464,"@biobio @Claudia_Mix Vuelve bachelet? O quien? No soy de chile, y me gustaria saber quien podria ser el proximo presidente. Gracias",0,0,0,0,ScarlettJDN,FALSE,2015-07-20T17:01:20.000Z,Scarlett,"Welcome to this unofficial fun page, dedicated to the beautiful and talented actress, model and singer, Scarlett Johansson.",""
3420492941,es,2021-04-21T04:58:12.000Z,1384733183883845645,@RafaelTorrebla2 @josolvoi @Claudia_Mix Otra PIOJENTA,1,0,1,0,cosaco86veliz,FALSE,2015-08-13T17:08:29.000Z,Rodrigo Veliz,"Patriota, Republicano de DERECHA y digo lo que pienso. La Patria está por sobre nuestras vidas.",""
344839653,es,2021-04-21T05:42:41.000Z,1384744378112126976,"@Claudia_Mix Guatona mentirosa, chanta, bájate el sueldo y te creo.",0,0,0,0,cpatom58,FALSE,2011-07-29T17:28:41.000Z,carlos merino,"",""
34545826,es,2021-04-21T04:40:45.000Z,1384728791084376066,"@Claudia_Mix Vaya a acotarse señora, se cagaron enteros cuando pudieron hacerlo pero no llegaron a nada. Siempre ustedes, la clase política, han sido parte del problema",0,0,0,0,dodecafono,FALSE,2009-04-23T05:42:20.000Z,Gabriel Rios,Synthing,""
