author_id,text,id,lang,created_at.x,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,description,name,location,username,url,verified,created_at.y
38356393,Salgan hablar mañana temprano cagones @KarlaEnAccion @sebastianpinera,1384713172104499201,es,2021-04-21T03:38:41.000Z,1,0,1,0,"fui la Mascota Bullanguera, desde 1999, hasta el 2015. ahora es una totalmente cuenta personal puedo dar mi opinión.",ex mcbullanguera Mascota,"Santiago, CHILE",mcbullanguera,"",FALSE,2009-05-07T03:21:56.000Z
4105498559,Vamos !!! @sebastianpinera @desbordes @KarlaEnAccion @PamJiles @DuranDiputado 💪🏼💪🏼💪🏼💪🏼 https://t.co/4SOSrOBe3p,1384700612454096896,es,2021-04-21T02:48:47.000Z,0,0,0,0,Hincha de la Gloriosa U de Chile. 🤘🏻⚽️ Casado con Carolina y padre de Dos Milagros de Dios.👭👩‍❤️‍👩👨‍👩‍👧‍👧,Leonel Sanchez,"",leoazul1980,"",FALSE,2015-11-03T15:45:01.000Z
431167657,"@MaaryFca @yopoelmesmo @PamJiles @Pablo_Maltes @MinDesarrollo @KarlaEnAccion Estimada, llama al 101 y expone tu situación, no puede ser que la cartola del RSH haya cambiado a un mayor decil, si no es así. No corresponde.",1384712501460410369,es,2021-04-21T03:36:01.000Z,0,0,1,0,"Escorpion, Trabajadora Social, Magíster en Gestión Educacional.
Creo en cambios estructurales y la Justicia Divina!",@Jaky_oyanedel,Chile,joyanedel2011,"",FALSE,2011-12-08T00:26:59.000Z
47320610,"La @KarlaEnAccion ya presentó su renuncia?

No es tan conectada con “la gente”?

#AcusacionConstitucionalAPiñera",1384726575653036034,es,2021-04-21T04:31:57.000Z,4,0,18,0,"Si nosotros inventamos este sistema, NO podemos esperar que una ""divinidad"" lo cambie por nosotros 🙄 // Janet Jackson me dijo Hola, cómo está en IG Live 😍",Rado #CárcelParaPiñera ✊🔥,Chile,RADOLEFO,https://t.co/k4wTji4Uca,FALSE,2009-06-15T12:16:45.000Z
480037844,#estallido2021 que rabia este gobierno que no pueda entregar un bono a las familias o personas que trabajan y/o cesantes. Y tienen que velar por su dinero para la vejez (10%) para subsistir 😪 @KarlaEnAccion Hagan algo bien por favor! @sebastianpinera conozcan otras realidades!,1384717566787080194,es,2021-04-21T03:56:09.000Z,0,0,0,0,"Its hard to wait around for something you know might never happen; but its harder to give up when you know its everything you want.
 
23 years old",Carolaine Jamett,Chile,Carolaine_gisee,https://t.co/xU3WFIgGEI,FALSE,2012-02-01T02:01:39.000Z
51797500,"@camilaemiliasv @KarlaEnAccion @ConectaMayor Eso!!  no hay que dejarlo ... igual la llevaré el viernes .

Muchas gracias por todo, Emilia, te pasaste!!",1384705792281034753,es,2021-04-21T03:09:22.000Z,0,1,1,0,🇨🇱 LIBRE de patanes y vagos.,BLUE BLAZER ➡️🚔🅱️ℹ🅾️ 🅱️ℹ🅾️ ☠🚔🇨🇱➡️,"",blueblazer41,"",FALSE,2009-06-28T18:18:06.000Z
51797500,"@camilaemiliasv @KarlaEnAccion @ConectaMayor ahh, entonces mi vecina de 68 no califica",1384705145913679876,es,2021-04-21T03:06:48.000Z,0,1,0,0,🇨🇱 LIBRE de patanes y vagos.,BLUE BLAZER ➡️🚔🅱️ℹ🅾️ 🅱️ℹ🅾️ ☠🚔🇨🇱➡️,"",blueblazer41,"",FALSE,2009-06-28T18:18:06.000Z
51797500,"@camilaemiliasv @KarlaEnAccion Muchas gracias Emilia, no le diré nada aún, hasta que le llegue su pago del 22 de mayo. Siempre le imprimo su colilla cuando le llega. 
Has sido muy, muy amable",1384697580949475328,es,2021-04-21T02:36:44.000Z,1,1,1,0,🇨🇱 LIBRE de patanes y vagos.,BLUE BLAZER ➡️🚔🅱️ℹ🅾️ 🅱️ℹ🅾️ ☠🚔🇨🇱➡️,"",blueblazer41,"",FALSE,2009-06-28T18:18:06.000Z
51797500,"@camilaemiliasv @KarlaEnAccion Emilia, la última consulta ... las cajas y el kit tenía entendido que eran para mayores de 80 años, ¿ se modificó eso?",1384703743929765888,es,2021-04-21T03:01:13.000Z,0,0,1,0,🇨🇱 LIBRE de patanes y vagos.,BLUE BLAZER ➡️🚔🅱️ℹ🅾️ 🅱️ℹ🅾️ ☠🚔🇨🇱➡️,"",blueblazer41,"",FALSE,2009-06-28T18:18:06.000Z
51797500,"@camilaemiliasv @KarlaEnAccion @ConectaMayor Como te consultaba recién, ¿ no es sólo para mayores de 80 años'",1384703976344543233,es,2021-04-21T03:02:09.000Z,0,1,0,0,🇨🇱 LIBRE de patanes y vagos.,BLUE BLAZER ➡️🚔🅱️ℹ🅾️ 🅱️ℹ🅾️ ☠🚔🇨🇱➡️,"",blueblazer41,"",FALSE,2009-06-28T18:18:06.000Z
51797500,"@camilaemiliasv @KarlaEnAccion Si, estaba  viendo la pagina r100 .. Y ese es otro IFE diferente al que cerró el dgo. pasado, verdad?",1384699768606232577,es,2021-04-21T02:45:25.000Z,0,1,1,0,🇨🇱 LIBRE de patanes y vagos.,BLUE BLAZER ➡️🚔🅱️ℹ🅾️ 🅱️ℹ🅾️ ☠🚔🇨🇱➡️,"",blueblazer41,"",FALSE,2009-06-28T18:18:06.000Z
51797500,"@camilaemiliasv @KarlaEnAccion asi es. Acá la ayudamos varios, porque aparte de los medicamentos que le dan cuando hay stock en el consultorio, gasta cerca de 75 mil en otros remedios",1384696939036516352,es,2021-04-21T02:34:11.000Z,0,0,0,0,🇨🇱 LIBRE de patanes y vagos.,BLUE BLAZER ➡️🚔🅱️ℹ🅾️ 🅱️ℹ🅾️ ☠🚔🇨🇱➡️,"",blueblazer41,"",FALSE,2009-06-28T18:18:06.000Z
51797500,"@camilaemiliasv @KarlaEnAccion Había revisado , y en ese si califica. Entonces ese se lo confirmaré mañana para que se alegre un poco, el de invierno también y el ampliado, aunque por lo que me ratificas, debe llegarle, no se le confirmaré aún, porsiaca.",1384701852110016512,es,2021-04-21T02:53:42.000Z,0,1,1,0,🇨🇱 LIBRE de patanes y vagos.,BLUE BLAZER ➡️🚔🅱️ℹ🅾️ 🅱️ℹ🅾️ ☠🚔🇨🇱➡️,"",blueblazer41,"",FALSE,2009-06-28T18:18:06.000Z
51797500,"@camilaemiliasv @KarlaEnAccion En resumen sería :
Posible IFE cerrado el dgo 18 abril
IFE ampliado
Bono Clase media pensionado 
Bono Ivierno
Cajas y Kit ?   ( la llevaré a DIDECO el viernes)",1384702501228847105,es,2021-04-21T02:56:17.000Z,2,1,1,0,🇨🇱 LIBRE de patanes y vagos.,BLUE BLAZER ➡️🚔🅱️ℹ🅾️ 🅱️ℹ🅾️ ☠🚔🇨🇱➡️,"",blueblazer41,"",FALSE,2009-06-28T18:18:06.000Z
51797500,"@camilaemiliasv @KarlaEnAccion Te pasaste, muchas gracias de nuevo",1384697662428041216,es,2021-04-21T02:37:03.000Z,0,0,1,0,🇨🇱 LIBRE de patanes y vagos.,BLUE BLAZER ➡️🚔🅱️ℹ🅾️ 🅱️ℹ🅾️ ☠🚔🇨🇱➡️,"",blueblazer41,"",FALSE,2009-06-28T18:18:06.000Z
52484425,"@sebastianpinera @KarlaEnAccion @GobiernodeChile es así como les gusta ver a su pueblo, así de humillado, así de roto? https://t.co/M3KNBLtubK",1384712544498208770,es,2021-04-21T03:36:11.000Z,0,0,0,0,"Alma, corazón y paz 😉♥️",fernando bustos,"santiago, chile",3ck_one,"",FALSE,2009-06-30T19:01:03.000Z
55001743,@NOmasAFP @Negrotrotamundo @KarlaEnAccion Siempre y cuando tengan un primo que viva en territorio antártico y un hermano con un lunar en la uña del meñique del pie derecho,1384730856221290497,es,2021-04-21T04:48:57.000Z,0,0,0,0,"Resentida, zurda y proletaria. Me gusta tocar guitarra aunque lo haga mal. 
#WallmapuLibre #SoyDonante #AdopciónHomoparental #AbortoLibreYa #EutanasiaEnChile",Pame,"Santiago, Chile",panterita_pame,"",FALSE,2009-07-08T19:33:42.000Z
556490093,"@raurios @pepe_auth @KarlaEnAccion @sebastianpinera @rodrigosepu @RodrigoDelgadoM La felicito...como es capaz de intentar mostrar grandeza en una medida miserable de todo punto de vista...espero que su gobierno y ud. (respetuosamente), no verlos nunca más en televisión, de verdad produce rechazo tanta miseria e indolencia humana....",1384707723778998273,es,2021-04-21T03:17:02.000Z,0,0,0,0,"",alberto cerda,"",albertocerda2,"",FALSE,2012-04-18T02:46:36.000Z
56460005,@juanjoseossasc @sebastianpinera @GobiernodeChile @MinDesarrollo @Min_Hacienda @rcerdan @KarlaEnAccion @jaimebellolio @voceriagobierno @Segpres Vives con $100 mil al mes.....PELOTUDO!!!!,1384727887752962048,pt,2021-04-21T04:37:10.000Z,0,0,0,0,"#Patriota. Amante de mi Familia y defensor de su derecho a la Libertad!

Defensor de la tolerancia, CASI con todos. La izquierda extrema, la excepción",LocLoc,"",LOC_RCC,"",FALSE,2009-07-13T19:00:39.000Z
56460005,"@juanjoseossasc @sebastianpinera @GobiernodeChile @MinDesarrollo @Min_Hacienda @rcerdan @KarlaEnAccion @jaimebellolio @voceriagobierno @Segpres Una mierda vuestra ayuda.  .. cuánto ganas?? 
Ineptos y Canallas!!!!",1384727706013679616,es,2021-04-21T04:36:26.000Z,0,0,0,0,"#Patriota. Amante de mi Familia y defensor de su derecho a la Libertad!

Defensor de la tolerancia, CASI con todos. La izquierda extrema, la excepción",LocLoc,"",LOC_RCC,"",FALSE,2009-07-13T19:00:39.000Z
592422020,@MinDesarrollo @KarlaEnAccion @BuenosDiasTVN Dice estar en el 80% o menos del https://t.co/RU9cV24dSP ASI ?,1384739653140500480,es,2021-04-21T05:23:55.000Z,0,0,0,0,"TECNICO  ADM DE EMPRESAS, BACHILLER EN LENGUA Y LITERATURA UCV , LOCUTOR IMPORTACIONES DE PRODUCTOS DEPORTIVOS  .SI ME SIGUES APORTARE A TUS   DIAS CLARIDAD",Tirso Villegas,CHILE,tirso40965425,"",FALSE,2012-05-28T05:02:43.000Z
607525818,Nadie nos responde de @Segpres @GobiernodeChile @Min_Hacienda @rcerdan @SII_Chile. Mayores plazos también es una ayuda social @MinDesarrollo @KarlaEnAccion https://t.co/ClEQIubmfL,1384714049938771970,es,2021-04-21T03:42:10.000Z,0,0,1,0,Auditor,Ringo Soldan Vivar,Puerto Varas - Chile,ringosoldan,https://t.co/AM7yLOgCmt,FALSE,2012-06-13T18:36:19.000Z
61120772,"@sebastianpinera @KarlaEnAccion @RodrigoDelgadoM que triste, por su tosudez los q andamosmen la calle trabajando en transporte sufriremos la furia de la gente por no aceptar el 10%.
Dia que pasa, me lamento yaner votado por Ud.
Quien nos protegerá??",1384718766114738176,es,2021-04-21T04:00:55.000Z,0,0,1,0,"Van Turismo y Viajes, 7 pax, eventos,matrimonios, TV, Delegaciones,VIP, Portuñol",Gaston Alvarado,"Las Condes, Santiago, Chile",gastonalvarado,https://t.co/qKF3bksDxJ,FALSE,2009-07-29T05:16:46.000Z
63902037,"Un pulpo para celebrar ..""10% querían los rotos"" #PineraCuliaoYMiserable @KarlaEnAccion https://t.co/MhVqOPv520",1384698432179298304,es,2021-04-21T02:40:07.000Z,0,0,0,0,"Pocos me siguen y sigo a pocos, acá la calidad va sobre la cantidad. (DEJE DE TOMAR LECHE Y DE CREER EN CURAS Y FUI FELIZ) 
  https://t.co/pZhOHvyoB8",Rigo Pinochet delosbuenos,Valparaiso,rigodevalpo,"",FALSE,2009-08-08T04:07:28.000Z
70042494,"@juanjoseossasc @sebastianpinera @GobiernodeChile @MinDesarrollo @Min_Hacienda @rcerdan @KarlaEnAccion @jaimebellolio @voceriagobierno @Segpres GOBIERNO FRACASADO CTM!

CON LA PLATA DE LA GENTE TE ALIMENTAI GOBIERNO DE MIERDA

LADRONES DE MIERDA...!! SE VIENE EL ESTALLIDO",1384725660594212864,es,2021-04-21T04:28:19.000Z,0,0,0,0,"Muy humano, directo, jugado, con altos y bajos como muchos, lo demás en ti queda...",Waldo Saavedra,Santiago; Chile,waldosh80,"",FALSE,2009-08-30T03:55:38.000Z
742052628717244416,"@juanjoseossasc @sebastianpinera @GobiernodeChile @MinDesarrollo @Min_Hacienda @rcerdan @KarlaEnAccion @jaimebellolio @voceriagobierno @Segpres ¿ las lucas te pesan mas que tus compatriotas?#estallido2021

 @juanjoseossasc    te queria preguntar 
¿cuan infame te sentiste hoy frente al microfono? 
haciendole la pega a @sebastianpinera 

#ParoNacional

#cacerolazoya",1384744930896195584,es,2021-04-21T05:44:53.000Z,0,0,0,0,"Protagonistas de la #verdad Niños  niñas adolescentes  en Chile. 
Movimiento nacional por la infancia  con #Madreslatinoamerica",#TuiteraXlainfancia 🦜, Chile,chileinfancia,"",FALSE,2016-06-12T17:55:08.000Z
76211743,"Chile y San Miguel la tiene clara...el único que no se da por enterado es @sebastianpinera

#RenunciaPiñera

Cc: @KarlaEnAccion @bprokurica @DrEnriqueParis @jaimebellolio @RodrigoDelgadoM @FelipeGuevaraSt @AlessandriFelip @desbordes @ignaciobriones_ @LavinJoaquin @evelynmatthei https://t.co/hC1uECxIn8",1384714378801467392,es,2021-04-21T03:43:29.000Z,1,0,2,0,"Parsimonioso Trabajador Social.
Aportando desde la Wak.
- No creo en las sociedades de lo desechable -",Miguel Oyarzún Glez,Chile.,Miguel__Oyarzun,"",FALSE,2009-09-22T01:26:03.000Z
80172796,No puedo creer que alguien trate así a @CarabPrCentral y quede libre esto merece  un año de cárcel como los van a Respetar primero debería de estar esposado   @katymartorell @GobiernodeChile @KarlaEnAccion @meganoticiascl @BuenosDiasTVN @MuchoGustoMEGA @ContigoCHV #ContigoCHV https://t.co/MjtHnsciH8,1384702942297608192,es,2021-04-21T02:58:02.000Z,0,1,0,1,"vivir en el paraiso de tu ❤
no soportó la injusticia 
y el maltrato animal
Mi Felicidad consiste en ayudar a los animales que sufren",Carolina DiAz,Playa y Palmeras city,CarolinaDiAz_,"",FALSE,2009-10-06T00:49:01.000Z
816857820452765696,"@soychilecl @KarlaEnAccion humo, humo y más humo, a la hora del ""que hubo"": UD no califica por que es menos de 140 años.",1384699329093451777,es,2021-04-21T02:43:41.000Z,0,0,0,0,"",Miguel Espinosa C.,"",mespinosa03,"",FALSE,2017-01-05T04:04:15.000Z
839080587604422656,"@KarlaEnAccion  yo pedi el bono clase media 2020 porque quedarìa cesante , y fue lo que paso. El SII me.pide restituir pero a la fecha sigo cesante. No califico para este bono por deber el anterior y porque ingresos pero continuo cesante , puedo apelar ?",1384703760820285441,es,2021-04-21T03:01:17.000Z,0,0,0,0,"Finanzas y Economía 
Mi Familia Los Amo!",cristinamolina,"",cristinaemolina,"",FALSE,2017-03-07T11:49:36.000Z
857040184747204608,@sebastianpinera @jaimebellolio @KarlaEnAccion https://t.co/NfrySQkcfj,1384716486309253121,und,2021-04-21T03:51:51.000Z,0,0,0,0,"",Roxana,Reñaca,Angelagajardo5,"",FALSE,2017-04-26T01:14:37.000Z
857040184747204608,@sebastianpinera @jaimebellolio @KarlaEnAccion @GobiernodeChile https://t.co/KPU4Tb6jq9,1384717720407748608,und,2021-04-21T03:56:46.000Z,0,0,0,0,"",Roxana,Reñaca,Angelagajardo5,"",FALSE,2017-04-26T01:14:37.000Z
90764283,#TercerRetiroDel10MV Cómo pueden dormir tranquilos?  @sebastianpinera @GobiernodeChile @KarlaEnAccion,1384699832636428288,es,2021-04-21T02:45:41.000Z,0,0,1,0,"",Cristina,Viña del Mar,Marcevaldesz,"",FALSE,2009-11-18T00:56:18.000Z
