author_id,text,id,lang,created_at.x,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,url,created_at.y,description,verified,username
1177511762473603072,"@evelynmatthei @Muni_provi https://t.co/GAnGZUcI0w PAREN OIDOS! HAY QUE DESPERTAR A LOS CHILENOS NO + ESTRES! MEJOR COMIDA , NATURALEZA, MENOS INFLAMACIONES EN EL CUERPO! MAS AMOR, MAS  INTUICION FARMACEUTICA, MAS ALOE VERA + LIMON  + MENTA + AJO + HOJAS DE 420! #CHILE DESPIERTA CON #RAPCHILENO",1384559411017011202,es,2021-04-20T17:27:42.000Z,1,0,1,0,DIOS+MIEDO🙏🕊️🌏⏭️🇨🇱⏳🌱,https://t.co/eqdaI37rz8,2019-09-27T09:14:27.000Z,"DIOS EXISTE, EL AMOR  TAMBIÉN,NOSOTROS EN HUMANIDAD  VES+56987793925 Help PAZ, VIOLADO POR DDHH SALUD Y ECONOMÍA Y EMOCIONES 😢🌎🙏🌱❤💛
🙏  ASPERGER+? SENTÍR",FALSE,Adhrstudio1
118862123,"Hoy en mi segunda dosis de la vacuna..
excelente atención de atención y todo muy rápido  muchas gracias @Muni_provi @evelynmatthei ...",1384546507844632577,es,2021-04-20T16:36:25.000Z,0,1,4,0,Berni 🌸🕉🧚‍♀️,"",2010-03-01T23:35:22.000Z,"instagram: @bernipinto
Productora  de Eventos",FALSE,bernipinto
1189867406149206017,@evelynmatthei @TeopsicoM Vota JAK! Con todo,1384661116777902084,es,2021-04-21T00:11:50.000Z,0,0,0,0,Lord Jim 🇨🇱,"",2019-10-31T11:31:24.000Z,Hablo poco escribo un poco menos. voto #JAKPRESIDENTE2021 Cruzado desde que abrí los ojos. Algarrobo capital náutica de 🇨🇱,FALSE,LordJim39916378
1194334518943113216,@desbordes @LavinJoaquin @sebastiansichel @ignaciobriones_ @evelynmatthei  🤐🤐🤐🤐🤐🤐,1384694570139652097,und,2021-04-21T02:24:46.000Z,0,0,0,0,Rossishelton #VotarSinMiedo,"",2019-11-12T19:22:14.000Z,Amo a los animales💕. tengo a 2 amores en la vida mía! hasta que la Dignidad se haga costumbre..con todo si no pa que!!💪,FALSE,rossishelton
120359346,@evelynmatthei Tómese la pastilla señora... Eso significa q los pacos incendiaron el hotel.. Puede pensar o no??,1384631550105595905,es,2021-04-20T22:14:21.000Z,0,0,1,0,Gerardo Godoy M,"",2010-03-06T06:07:32.000Z,"",FALSE,GerardoGodoyM
1206672522055495680,@evelynmatthei La valanza se cargo al lado contrario ase 20 años. Que no hay justicia en este país,1384728463936921600,es,2021-04-21T04:39:27.000Z,0,0,0,0,Miguel,"",2019-12-16T20:28:58.000Z,Vivir para pagar,FALSE,Miguel87550040
1213602292525436928,"La Marta Isasi es la misma pituquita que se agarró a chuchá limpia con la soa @evelynmatthei ☺ no lo olviden
#JusticiaDesigualMV",1384721163889397762,es,2021-04-21T04:10:27.000Z,8,0,14,0,María Elena #ChileDespertó @DanielJadue Presidente,"",2020-01-04T23:25:35.000Z,"♀️ Insurrecta, Con mi ❤ bien a la Izquierda. Inviernista Ingeniera de Profesión 💜💚 Agnóstica Gozadora Profesional 🚫 DM",FALSE,SolamenteElena
1221395694076014592,@pablovidalrojas @gabrielboric @vidalvocero @HeraldoMunoz @alvaroelizalde @danieljadue @IavinJoaquin @sebastiansichel @Bienvenidos13 @evelynmatthei https://t.co/iv7BTAiDRQ,1384553419990605824,und,2021-04-20T17:03:53.000Z,0,0,0,0,Anarco Acab,"",2020-01-26T11:33:40.000Z,"yo soy de un pensamiento mas bien anarquista,de la linea de proudom y bakunin,vegano,antiDerechistas ANTISIONISTA,ANTIJUDIO,ME DECLARO PRO PALESTINA LIBRE.",FALSE,AcabAnarco
122353586,"@Muni_provi @evelynmatthei @EvelynAlcaldesa @ProviMejor 
Alcaldesa! Hoy acudi con mi hijo menor de edad crónico con asma bronquial al cesfam con la idea de vacunarlo x covid, y no lo atendieron, Ya que x calendario no correspondia ¿a pesar de q el srM paris dijo que si se puede?@pdazan",1384659901583183873,es,2021-04-21T00:07:00.000Z,0,1,0,0,Patricia Riquelme,"",2010-03-12T12:17:29.000Z,"Mamá, esposa, hermana, hija, Asistente Social, Diplomada en interv. social con Adolescentes infractores de ley, Perito Corte Stgo  A.S Mun. de Huechuraba",FALSE,priquelmesnm
122353586,@pdazan Lleve a vacunar a mi hijo hoy..asma bronquial  cronico...porque antes no pude llevarlo y no lo quisieron vacunar en @Muni_provi @evelynmatthei  que criterio utiliza el minsal??? Si ayer  el ministro dijo q crónicos  se podian vacunar? 😡,1384551426035179522,es,2021-04-20T16:55:58.000Z,0,0,0,0,Patricia Riquelme,"",2010-03-12T12:17:29.000Z,"Mamá, esposa, hermana, hija, Asistente Social, Diplomada en interv. social con Adolescentes infractores de ley, Perito Corte Stgo  A.S Mun. de Huechuraba",FALSE,priquelmesnm
1233097598401175553,@priquelmesnm @Muni_provi @evelynmatthei @EvelynAlcaldesa @ProviMejor @pdazan ...entiendo que no está aprobado el uso de vacunas COVID19 en menores de edad. Pese a sus patologías de base...,1384684155921997832,es,2021-04-21T01:43:23.000Z,0,0,0,0,Gabriela,"",2020-02-27T18:32:38.000Z,➡️🟣👁‍🗨🇨🇱,FALSE,lectoragudo
1237434054615748609,"@joseantoniokast @ManuelR34482878 De ahí, sólo me gusta @evelynmatthei y @joseantoniokast. 
Falta @tere_marinovic

No obstante y en mi opinión, no comparto cuando atacan a otros... ustedes son Yam capaces, que no necesitan opacar a otro para brillar.
Chile necesita unidad, no división
Y todos debemos contribuir",1384707203505041408,es,2021-04-21T03:14:58.000Z,0,1,1,0,JuanPa Rosales,"",2020-03-10T17:45:14.000Z,"",FALSE,JPRosalesA
1256611620039667712,"@JPRosalesA @joseantoniokast @evelynmatthei @tere_marinovic Creo que el diálogo es fundamental, pero con el estatismo corporativista solo se puede hacer eso como con Sichel o Briones o Francisco vidal o el peor aut, pero de ahí a dialogar con el colectivismo radical no saludos",1384718392691724289,es,2021-04-21T03:59:26.000Z,0,0,0,0,Manuel Rojas,"",2020-05-02T15:49:23.000Z,"Libertario minarquista, militante del partido Republicano, dentro del estado de derecho la primera prioridad es el orden público #Rechazo",FALSE,ManuelR34482878
1265426702756347908,@evelynmatthei @TeopsicoM No cuesta tanto entender la determinación del juez evelyn.,1384700404416618503,es,2021-04-21T02:47:57.000Z,0,0,0,0,Chileno,"",2020-05-26T23:37:06.000Z,"Hombre Chileno, gracias al esfuerzo propio..profesional ,de muchos y buenos amigos, aportando siempre para el bien de mi país...me siguen y los sigo",FALSE,Chileno17039890
1271547228973338624,@evelynmatthei @Muni_provi https://t.co/DQTLhyn6WS,1384559338270900224,und,2021-04-20T17:27:24.000Z,1,0,1,0,Camilo Alonso Portales,"",2020-06-12T20:57:49.000Z,#Patriota,FALSE,portales_camilo
1282703482210975744,@ContraloritoCGR @Muni_provi @evelynmatthei Señores necesito exponer una situación que me parece poco criteriosa hoy en día. El miércoles 14 concurrí desde paine a Providencia a una consulta médica en la calle gral del canto con av. Providencia.,1384651133990416384,es,2021-04-20T23:32:10.000Z,0,1,1,1,Tiare Gallardo,"",2020-07-13T15:48:46.000Z,"Mujer resciliente en la vida, sigo mis sueños, lucho por conseguir lo que me propongo y doy todo aun cuando no reciba nada, he aprendido a amar los más simple.",FALSE,TiareGallardo4
1284889583537266689,"@ActorYerko @Muni_provi @evelynmatthei Me dijeron que ya no dependía de la municipalidad, si no de una... Se me Olvidó el nombre jajajajaja pero un ente entre la muni y la aseguradora 🤷🏻‍♀️",1384594656588140552,es,2021-04-20T19:47:45.000Z,0,0,1,1,Monstruofefo,"",2020-07-19T16:35:33.000Z,"If we burn, you burn with us 🔥",FALSE,monstruofefo
1284889583537266689,"@ActorYerko @Muni_provi @evelynmatthei Hola, hoy me llamaron de la muni para decirme que se podrían demorar 90 días.",1384589521099108353,es,2021-04-20T19:27:20.000Z,0,1,0,1,Monstruofefo,"",2020-07-19T16:35:33.000Z,"If we burn, you burn with us 🔥",FALSE,monstruofefo
128725731,@evelynmatthei Sra Evelyn con todo respeto le pido que me ayude a difundir nuestro servicio de cobro de facturas a través de una plataforma ALTSOLUTION Pymes 👍gracias https://t.co/4Tj1dgcrPK,1384639110208442371,es,2021-04-20T22:44:23.000Z,0,0,1,0,Patricia Alvarez,https://t.co/QkaWjsk7Hn,2010-04-02T01:11:43.000Z,"Jefa De RRHH en AltSolutions además practico Running!me gusta mucho la música y bailar, compartir con mis hijos familia y amigas!",FALSE,PatitaAlvarez
1289425377367142400,@evelynmatthei Excelente muy bien dicho 👏👏👏👏,1384639221382668289,es,2021-04-20T22:44:50.000Z,0,0,0,0,Graciela Cortz1,"",2020-08-01T04:59:16.000Z,"El Limite No Esta en el Género si no en Tú Mente.
Por Chile siempre Libre y Democratico.
Voy por el Rechazo🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱 Juntos Nos Seguimos🇨🇱",FALSE,GCortz1
129859243,@andres20ad Adiós @evelynmatthei ... adiós @ignaciobriones_ ... adiós @sebastiansichel ... adiós @LavinJoaquin ... adiós @desbordes,1384724018071326722,hu,2021-04-21T04:21:47.000Z,0,0,1,0,Andrés Zúñiga,"",2010-04-05T16:42:21.000Z,"Lic Educación, Mg",FALSE,bzunigar
1317450552331087873,@evelynmatthei Dile a tu caga de amigo que quiero mi plata de los mafiosos de las AFP ladrones ctm ... vay a caer piñera ctm @sebastianpinera https://t.co/escYvyi50Z,1384666615300698116,es,2021-04-21T00:33:41.000Z,0,0,0,0,Damián,"",2020-10-17T13:01:20.000Z,dmain,FALSE,Damin57603365
1323818782662471680,@evelynmatthei Los jueces inoperantes y jueces ganando sueldo sin merecerlo por no hacer bien su pega a lo. Malo le llaman bueno y a lo bueno malo .,1384632319294726152,es,2021-04-20T22:17:24.000Z,0,0,0,0,Esmeralda,"",2020-11-04T02:46:32.000Z,Estudiante A. Social,FALSE,Esmeral69443470
1328802677015318528,"@evelynmatthei @Muni_provi Necesitamos más ciclovías, seguridad/patrullajes y recuperar barrios perdidos o en alto riesgo como parque Bustamante por ejemplo.",1384581010873012224,es,2021-04-20T18:53:31.000Z,0,0,1,0,Gabriel,"",2020-11-17T20:50:30.000Z,"",FALSE,Gabriel19727048
1339685389611786246,@germancodina @rodolfocarter @IavinJoaquin @danieljadue @Muni_provi @evelynmatthei @Mpirque @Muni_LaGranja @MuniLaPintana @CerroNaviaCL https://t.co/r88MwTzMcW,1384702805731053570,und,2021-04-21T02:57:30.000Z,0,0,0,0,Paola Tuteleers,"",2020-12-17T21:36:14.000Z,"Periodista, D Mkt Directo, Community Mánager.
ecofeminista, Social FC Demócrata @Frente_amplio

Hay tiempo para nacer, tiempo para vivir, tiempo para morir",FALSE,PolyTuteleers
1342749917538869255,@Muni_provi @priquelmesnm @ministeriosalud @evelynmatthei Ahí dice que el hijo es CRÓNICO 🙄,1384572038887747664,es,2021-04-20T18:17:52.000Z,0,0,0,0,Ciudadano Opinante,"",2020-12-26T08:31:55.000Z,"",FALSE,CiudadanoOpina3
1351911082978373633,@monstruofefo @Muni_provi @evelynmatthei Hartos días pues... Demasiado.,1384593326305841152,es,2021-04-20T19:42:28.000Z,0,1,1,0,Actor Yerko Farias,"",2021-01-20T15:15:11.000Z,"Actor, profesor de teatro, Clown de oficio, profesor de Clown, soltero y entero 🤦🏻‍♂️// Zurdo hasta la médula !",FALSE,ActorYerko
1352711076564054016,"@TeClassicProjec @evelynmatthei Que buenas fotos amigo. Aciertos fotográficos. Aunque Evelyn me gusta y la conozco, pero respeto tu opinión",1384619718921768960,es,2021-04-20T21:27:20.000Z,1,1,7,0,Dra. Maria Luisa Cordero OFICIAL,https://t.co/fp3kjxUk7D,2021-01-22T20:14:12.000Z,"Médico Psiquiatra U.Catolica. Personaje público. Candidata Constituyente Distrito 12 La Florida, Pte Alto, La Pintana, Pirque y San Jose de Maipo. VOTA XP20",FALSE,DraMLCordero
1375978858919387139,"QUE TENDRÁN QUE DECIR LOS PRECIDENCIALES, @LavinJoaquin Y @evelynmatthei,
PULCRO SILENCIO 🤫🤫🤫🤫🤫

YO ME IMAGINO QUE ESTÁN FELICES‼️

@ignaciobriones_, FELIZ
@sebastiansichel, FELIZ

PERO MÁS FELIZ YO
PORQUE NO SALDRAN
🍸🍾

EL ÚNICO QUE ME DA    PENA ES
@desbordes

☎️🇨🇱🌹‼️",1384668155738562563,es,2021-04-21T00:39:48.000Z,0,0,0,0,Rosa Miranda,"",2021-03-28T01:11:50.000Z,Mi disciplina y perseverancia,FALSE,RosaMir10058409
1375978858919387139,"@sebastiansichel 🖕
@ignaciobriones_ 🖕
@LavinJoaquin 🖕
@evelynmatthei 🖕
🐄🐄🐄🐄
🐸🐸🐸🐸
🕷️🕷️🕷️🕷️",1384695716187152385,und,2021-04-21T02:29:19.000Z,1,0,0,0,Rosa Miranda,"",2021-03-28T01:11:50.000Z,Mi disciplina y perseverancia,FALSE,RosaMir10058409
1377007558406311937,@Loladlcarmen @BienTwitero @RappiChile @UberEats_Chile @Muni_provi @evelynmatthei @IavinJoaquin Las apps de arriendo de scooters deberían tener una velocidad limite que no fuera peligrosa para peatones !!! https://t.co/m9eCYFSqoE,1384668887778795520,es,2021-04-21T00:42:43.000Z,0,0,0,0,Kriztianzito3021,"",2021-03-30T21:19:41.000Z,En constante crecimiento... ♉️ 100%,FALSE,Kriztianzito301
1377007558406311937,@Loladlcarmen @BienTwitero @RappiChile @UberEats_Chile @Muni_provi @evelynmatthei En las condes los hueones en scooter con verde de arriendo andan a toda velocidad y el capitan planeta no aparece @IavinJoaquin . Tranquilamente a 50 kms por hora sobre haceras. La gente que camina deberá aprender a volar parece.,1384666740882386945,es,2021-04-21T00:34:11.000Z,0,1,2,0,Kriztianzito3021,"",2021-03-30T21:19:41.000Z,En constante crecimiento... ♉️ 100%,FALSE,Kriztianzito301
1380785277703237633,@evelynmatthei Chapala meando,1384569992637730817,pt,2021-04-20T18:09:44.000Z,0,0,0,0,AntonioAcevedo,"",2021-04-10T07:30:50.000Z,"",FALSE,Antonio34315289
1380785277703237633,@evelynmatthei @Muni_provi Chupala meando,1384569100408692739,pt,2021-04-20T18:06:12.000Z,0,0,2,0,AntonioAcevedo,"",2021-04-10T07:30:50.000Z,"",FALSE,Antonio34315289
1381413331420995588,@evelynmatthei Dentro del poder judicial debe haber algunos que están capturados por los narcos y delincuentes/terroristas. No se ve otra explicación.,1384633421381738500,es,2021-04-20T22:21:47.000Z,0,0,0,0,"libertad, vida, propiedad","",2021-04-12T01:06:34.000Z,Liberal y patriota,FALSE,filatelia1967
1384602608237694979,@romzamor @evelynmatthei Patética Evelyn Matthei dándoselas ahora de amante de los huertos,1384607957057515526,es,2021-04-20T20:40:36.000Z,0,0,0,0,Gabylaz,"",2021-04-20T20:19:45.000Z,Visualista y profesora de artes.,FALSE,Gabylaz6
1495927453,@CILIGARAY @evelynmatthei No creo que llegue Matthei amigo:(,1384699565757059072,es,2021-04-21T02:44:37.000Z,0,1,0,0,Gonzalo M Serey,https://t.co/ED7YU1xriP,2013-06-09T15:39:42.000Z,"Aunque no comparta tu opinión, defenderé tu derecho a expresarte. Estudiante de Derecho.",FALSE,GonzaloWMS
1495927453,"@CILIGARAY @evelynmatthei Que va a hacer ese weón 
Ah no mentira jaja, pero creo que el saldrá aunque no se nadaaa",1384699877419102209,es,2021-04-21T02:45:51.000Z,0,1,1,0,Gonzalo M Serey,https://t.co/ED7YU1xriP,2013-06-09T15:39:42.000Z,"Aunque no comparta tu opinión, defenderé tu derecho a expresarte. Estudiante de Derecho.",FALSE,GonzaloWMS
1526584219,"@evelynmatthei Jueces protegiendo a delincuentes, terrororistas callejeros quemaron con bombas molotov, saquearon etc. entregando beneficios carcelarios y económicos y las víctimas abandonadas sin protección del estado ! @PJudicialChile",1384679139739934723,es,2021-04-21T01:23:27.000Z,1,0,2,0,Bea,"",2013-06-18T03:12:07.000Z,Por un Chile más desarrollado.,FALSE,h_beax
153019113,"#SUSPENSIONLABORAL
Sabian que AFC No paga el último mes cuando uno es despedido ... hay un vacío legal donde tampoco el empleador se hace cargo del último pago alguien sabe al respecto @EmiliaRiosS
@ncastilo 
@ximerincon 
@PamJiles 
@alvarez_monse 
@evelynmatthei 
@Cami_FloresO",1384656877016002560,es,2021-04-20T23:54:59.000Z,0,0,0,0,Benjamin Iñiguez,https://t.co/vyfZHvTNXK,2010-06-07T13:37:40.000Z,"Atleta, Head Coach atletismo Cineantropometrista #ISAK3",FALSE,IniguezRun
156740093,Y que hará la alcaldesa @evelynmatthei y @Muni_provi ?  La muni les da permiso ? https://t.co/E7uFtVFXwS,1384713749593051144,es,2021-04-21T03:40:59.000Z,0,0,1,0,CuidemosAtacama,"",2010-06-17T19:42:45.000Z,"Interesada en temas ambientales,urbanos,políticos,deportivos y de un cuanto hay. Arquitecta",FALSE,salvemosatacama
157178251,"#Cacerolazo #TerceRetiroDel10MV @desbordes @sebastiansichel @IavinJoaquin @ignaciobriones_ @evelynmatthei 
#tercerRetiroyPiñerapalaCasa 
No habrá ningún voto ni para presidenciable, diputados, senadores y constituyente 
Serán extirpados estos caballeristicos. La peor derrota. https://t.co/830CidelY1",1384740472724336645,es,2021-04-21T05:27:10.000Z,1,0,0,0,Ed.,"",2010-06-19T02:29:31.000Z,"",FALSE,_ed1245
1657965606,"🇨🇱 Pensar en Chile es sin colores políticos. Desde el núcleo familiar hasta quién será Presidente, pasando por quién será el Alcalde de tu comuna. Y los ""más calificados"" para el puesto en encuestas twitteras, fueron: @evelynmatthei @carreragonzalo @ClaudiaPizarro 
FELICIDADES!!! https://t.co/2KooKjIxpz",1384737109391589389,es,2021-04-21T05:13:48.000Z,0,0,0,0,@YankoNereo,"",2013-08-09T15:28:38.000Z,"Admiro el corazón REPUBLICANO de: @lucyanaah @DraMLCordero @tjholt @tere_marinovic @JorgeTarud @melnicksergio @carreragonzalo y @albertoplaza.
ANTI-COMUNISTA",FALSE,YankoNereo
166574138,@CUANTITATIVA_CL @CriteriaChile @ActivaResearch @Cadem_cl @PamJiles @LavinJoaquin @evelynmatthei @joseantoniokast @sebastiansichel @desbordes @marcoporchile No cachan nada de lo que hay detras de eso...es ajedrez puro...se la doy al segundo piso...averiguen la jugada...yo no se las dire...el que juega ajedrez la ve rápida...suerte jiles,1384730713124188161,es,2021-04-21T04:48:23.000Z,0,0,0,0,Francescoli,"",2010-07-14T14:05:22.000Z,"",FALSE,danielvp20
171758005,"@evelynmatthei Estoy seguro que si Ud. fuera presidenta, de alguna manera iría terminando con la manga de corrupción que claramente hay en gran parte del poder judicial y el sistema fiscal chileno ....",1384636493621256195,es,2021-04-20T22:34:00.000Z,0,1,1,0,Andrés Vásquez Ll.,"",2010-07-28T02:53:56.000Z,"",FALSE,CompuVasquez
1857836688,@alexismalll @evelynmatthei Lo malo es que hay idiotas que eligen a la misma challa de siempre!!,1384627107486224386,es,2021-04-20T21:56:42.000Z,1,1,1,0,Matías S.,"",2013-09-12T16:30:13.000Z,"",FALSE,matibici
1857836688,"@alexismalll UN DESASTRE!! De verdad como en su minuto dijo @evelynmatthei, este es el peor congreso que ha tenido nuestro país.",1384625155847213068,es,2021-04-20T21:48:56.000Z,0,1,0,0,Matías S.,"",2013-09-12T16:30:13.000Z,"",FALSE,matibici
189011207,@evelynmatthei @TeopsicoM Juez corrupto así de simple,1384675898830508032,es,2021-04-21T01:10:34.000Z,0,0,2,0,King in the Barrio,"",2010-09-10T03:56:15.000Z,HINCHA DEL GLORIOSO TRICOLOR PALESTINO nacido y criado en San Gregorio 5norte con Coronel a mucha honra del pueblo patriota,FALSE,parac187
195524771,"@evelynmatthei @Muni_provi Señora Evelyn son vecina de la comuna y pretendo darle el voto nuevamente. Pero por favor 🙏🏻 cada día la comuna está más desaseada, basura por todos lados, me da tristeza verla así.",1384658373560438792,es,2021-04-21T00:00:56.000Z,0,0,0,0,DANIELA,"",2010-09-26T22:59:18.000Z,"ENFERMERA, PISCIANA, INTENSA Y APASIONADA. SINCERA, LEAL Y DIRECTA. SOY DONANTE. BULLDOG LOVERS",FALSE,danny_ferrada
238540582,"@evelynmatthei No hay justicia en Chile, es justicia al mejor postor !!🤬🤬🤬🤬🤬",1384667657836941314,es,2021-04-21T00:37:50.000Z,0,0,0,0,Coca  Cellino,"",2011-01-15T12:10:23.000Z,Me gusta ayudar al prójimo y dar lo mejor de mi. Leal a mis principios aunque las cosas no salgan como quiero. Escribo con la derecha y digo lo que siento,FALSE,Koka_Cellino
241286267,"@josefaerrazuriz @provicompartida @sebastian_gray @veropardo_provi @24HorasTVN @evelynmatthei Bien informada estoy, se perdieron de la corporación de @Muni_provi 7 mil millones de pesos (21.439 sueldos) mínimos) flaco favor le hace a la candidata al apoyarla. No le he faltado el respeto, no venda algo que no es. Suerte en su candidatura.",1384600644384874504,es,2021-04-20T20:11:32.000Z,0,1,1,0,Juanita 🇨🇱🇨🇱,"",2011-01-21T22:20:20.000Z,"",FALSE,Juanitalamamiyu
2454717214,@evelynmatthei @Muni_provi Con esfuerzo y dedicación ha sacado la comuna adelante.,1384573298827309058,es,2021-04-20T18:22:53.000Z,0,0,0,0,Rebe,https://t.co/p8wyCrZaXm,2014-04-02T10:53:59.000Z,"Auditor de Profesión, con vocación social y si usted me ve discutiendo o reclamando, es porque hay un derecho que se está vulnerando..",FALSE,RebecaFavero
2488846321,@evelynmatthei Dan a entender que los jueces también son parte de la primera línea,1384631075255865349,es,2021-04-20T22:12:28.000Z,0,0,0,0,RGIL54,"",2014-05-10T21:38:53.000Z,El Trabajo me glorifica!,FALSE,rgil54
2528624160,@CompuVasquez @evelynmatthei jajaja tiene a Rieloff y Ventura en la Municipalidad... unas blancas palomas.,1384655360238264320,es,2021-04-20T23:48:58.000Z,0,0,3,0,Mauricio Hernández D.,"",2014-05-28T00:14:14.000Z,Tengo un diente en el paladar.,FALSE,Maurorhead
2528624160,"@evelynmatthei @Muni_provi Al menos tapa el logo de la municipalidad si vas a hacer publicidad personal.

@ContraloritoCGR
@pablojaeger 
@PeterLochT",1384615219561910276,es,2021-04-20T21:09:27.000Z,2,0,3,0,Mauricio Hernández D.,"",2014-05-28T00:14:14.000Z,Tengo un diente en el paladar.,FALSE,Maurorhead
26774432,@matibici @evelynmatthei Siempre los habrán lamentablemente convencidos por los mismos!...,1384635537068380167,es,2021-04-20T22:30:11.000Z,0,0,1,0,Viñamarino,http://t.co/as7JJzT61f,2009-03-26T15:32:58.000Z,"Montaña, mountanbike, playa, trekking, viajar, fotografía amateur, conversación amena, si algo no gusta se viste y se va calladito(a).  http://t.co/oQSJ79lpQg",FALSE,alexismalll
26774432,@matibici @evelynmatthei Miles dicen lo mismo!... Lo malo siguen ahí!...,1384626611853664257,es,2021-04-20T21:54:44.000Z,0,1,0,0,Viñamarino,http://t.co/as7JJzT61f,2009-03-26T15:32:58.000Z,"Montaña, mountanbike, playa, trekking, viajar, fotografía amateur, conversación amena, si algo no gusta se viste y se va calladito(a).  http://t.co/oQSJ79lpQg",FALSE,alexismalll
