author_id,lang,text,id,created_at.x,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,description,created_at.y,username,verified,url
1198727815434309635,es,"@doctor911_cl @camila_vallejo Es obvio que no da lo mismo, por el @PCdeChile y @elfrente_amplio , ni muerto!!!",1384717734072799236,2021-04-21T03:56:49.000Z,0,0,0,0,fernando,"",2019-11-24T22:19:34.000Z,fernand74419438,FALSE,""
1200542970048655361,es,"@Rodrigo15897206 @PanteraDeChile @DptoExtranjeria Lamentablemente han llegado más delincuentes motochorros sicarios etc. Amparados por @inddhh @Diputados_PC @PCdeChile para beneficio propio🤬 y siguen llegando.
Hoy una venezolana le paró el carro al profe de mi hijo por wasap del curso exigiendo wevadas🤷así de puntudas😤",1384720838906327042,2021-04-21T04:09:09.000Z,0,0,0,0,ASSESSIN 🇨🇱⚓,"Republicano 
Dios patria y Familia.
Agradecido de Dios por cada día de vida.",2019-11-29T22:32:25.000Z,Assassi85264359,FALSE,""
1200845276799471617,es,"@PCdeChile A cientos a matado.el.comunismo en su historia 100 millones.
.más...... no tienen.moral.para..hablar.de.matar de hambre....Cuba, Venezuela.... no tienen credibilidad..",1384728019877629952,2021-04-21T04:37:41.000Z,0,0,0,0,Andres Ruiz Tagle,sincero,2019-11-30T18:33:33.000Z,AndresRuizTagl2,FALSE,""
1200845276799471617,es,@PCdeChile Muy que fuerte....,1384727236738265089,2021-04-21T04:34:34.000Z,0,0,0,0,Andres Ruiz Tagle,sincero,2019-11-30T18:33:33.000Z,AndresRuizTagl2,FALSE,""
1207969928462131200,es,"@PepaHoffmann  que paso?? Conflictos de interés??
@ContigoCHV 
#JulioCesarrodriguez 
@PCdeChile 
@PPD_Chile 
@Frente_Amplio https://t.co/scXKI6Ue6U",1384713989649838080,2021-04-21T03:41:56.000Z,0,0,0,0,Tayu joshi Copas,Soy un agradecido de la vida. Orgulloso de ser quien soy Gracias Que tengas un buen dia a todos los que me respaldan,2019-12-20T10:25:10.000Z,CopasTayu,FALSE,""
1212895669708419074,es,"@PCdeChile @PCdeChile mentirosos de mier... la plata de las AFP es de cada cotizante, no les quedó claro cómo la recibieron con los 2 desgraciados retiros que dejaron a muchos chilenos sin plata para jubilarse.",1384742528247812097,2021-04-21T05:35:20.000Z,0,0,0,0,Ana,"",2020-01-03T00:37:33.000Z,solorechazo26,FALSE,""
1221395694076014592,es,@elfrente_amplio @RDemocratica @la_convergencia @Liberales_Chile @PCdeChile @PartidoVerdeCoL @phumanista @PSChile @PRadicalcl @PPD_Chile @PDC_Chile asi ejerzamos entre la mayoria de los trabajadores y chilenos en gral una presion a este gob. Indolente e ineficaz https://t.co/Kn6zRNw0Tz,1384729677055594497,2021-04-21T04:44:16.000Z,0,0,0,0,Anarco Acab,"yo soy de un pensamiento mas bien anarquista,de la linea de proudom y bakunin,vegano,antiDerechistas ANTISIONISTA,ANTIJUDIO,ME DECLARO PRO PALESTINA LIBRE.",2020-01-26T11:33:40.000Z,AcabAnarco,FALSE,""
1233176204758388737,und,@hertzvillegas @ChumaKramer @guillermoalarco @PilarOpazoL @AndresF38610397 @PCdeChile @elfrente_amplio @Carabdechile https://t.co/BE7p643MfB,1384717709837996037,2021-04-21T03:56:43.000Z,0,0,0,0,Francisco Javier,💚PORQUE NO HAY VIDA INTELIGENTE EN MARTE ? PORQUE ES UN PLANETA ROJO!!,2020-02-27T23:45:07.000Z,Francis74953801,FALSE,""
123658962,und,@PCdeChile https://t.co/TYqNRwLHuP,1384735595608543239,2021-04-21T05:07:47.000Z,0,0,0,0,AND noticias,"AND Noticia, Somos un Medio que esta donde otros no están, no tenemos compromiso de ningún tipo estamos en todas las plataformas, Instagram, YouTube, Linkedin,",2010-03-16T20:37:00.000Z,ANDnoticias,FALSE,https://t.co/h5pOueYDMN
1254673803478695937,es,@PCdeChile De cuando el partido MÁS RICO DE CHILE usando la bandera Chilena y no cualquier otro trapo feo y sucio.,1384737578386083840,2021-04-21T05:15:40.000Z,0,0,0,0,Chileno,"El espiritu, nace en el mineral, duerme en el vegetal, se agita en el animal y despierta en el hombre. He ahí el ejemplo de una hermosa...MENTIRA. Como muchas.",2020-04-27T07:28:59.000Z,Singachilismo,FALSE,""
1259683533313978368,es,@PCdeChile deberían de acusar constitucionalmente al Presidente Piñera,1384735919744425985,2021-04-21T05:09:05.000Z,0,0,0,0,Pablo Muñoz,"",2020-05-11T03:15:39.000Z,pamunozmo02,FALSE,""
1286825920205074432,und,@PCdeChile @FLagos_Neumann 🤣🤣🤣🤣🤣,1384715274608386051,2021-04-21T03:47:02.000Z,0,0,0,0,Rodrigo😃,😁👌,2020-07-25T00:49:54.000Z,rodrigopalma3g1,FALSE,""
1313678351744335874,es,"@bacigalupe https://t.co/VLoE1hvX9i  Anda a decirle eso mismo a la sra JUANITA y a don LUCHO. el @PCdeChile los dejó sin bancos, supermercados, escuelas  metro etc.",1384735690718646272,2021-04-21T05:08:10.000Z,0,0,0,0,juan hernandez,"",2020-10-07T03:11:54.000Z,juanher37841433,FALSE,""
1315654046506721281,es,"@PCdeChile No se metan ustedes sacos de wea en esto, que son de los mismos weones que vamos a sacar 😡😡",1384739989582499841,2021-04-21T05:25:15.000Z,0,0,0,0,Cfgh_x,"",2020-10-12T14:02:34.000Z,cfgh_x,FALSE,""
1318999515811127296,und,@GobiernodeChile @sebastianpinera @joseantoniokast @PCdeChile @PSChile @PPD_Chile @PDC_Chile @PRadicalcl @phumanista @elfrente_amplio @RDemocratica @la_convergencia @ComunesCL @alejandramatus @mirnaschindler @camila_vallejo @KarolCariola https://t.co/6hWTW3YNOw,1384750797314002944,2021-04-21T06:08:12.000Z,0,0,1,0,#RECHACHAZO...,#Rechazo...A la derecha de la UDI...Hooyah.👍🦅🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱...#PajaroComunistaMeBotasteDeNuevo,2020-10-21T19:36:20.000Z,kommander911,FALSE,""
1318999515811127296,und,@LaRedTV @mentiraslared @CNTVChile @PCdeChile @PSChile @PPD_Chile @PDC_Chile @PRadicalcl @phumanista @RDemocratica @la_convergencia @alejandramatus @mirnaschindler @Senado_Chile @Camara_cl @carmen_hertz @_belenaza https://t.co/Nooyy7NSNw,1384746725135503361,2021-04-21T05:52:01.000Z,0,0,1,1,#RECHACHAZO...,#Rechazo...A la derecha de la UDI...Hooyah.👍🦅🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱...#PajaroComunistaMeBotasteDeNuevo,2020-10-21T19:36:20.000Z,kommander911,FALSE,""
132543290,es,@PCdeChile Cuáles?,1384733093450366980,2021-04-21T04:57:51.000Z,0,0,0,0,Sergio,"Commercial Engineer.Biker, Taekwondo Black Belt. All about Sports, Travels, Mining and Polymers",2010-04-13T14:40:16.000Z,zaratek09,FALSE,""
132543290,es,"@PCdeChile PASANDO EL CAMIÓN 🚛 OFRECIENDO GAS, quiere de 5 o 15 kilos???",1384730942531686400,2021-04-21T04:49:18.000Z,0,0,0,0,Sergio,"Commercial Engineer.Biker, Taekwondo Black Belt. All about Sports, Travels, Mining and Polymers",2010-04-13T14:40:16.000Z,zaratek09,FALSE,""
1326357655447871489,und,@tatty1977 @PCdeChile https://t.co/IlKiN7g7uM,1384714248710881282,2021-04-21T03:42:58.000Z,0,0,0,0,M.C.,"",2020-11-11T02:55:05.000Z,Maurici23097211,FALSE,""
1326992660788342790,es,@PCdeChile Acá en Puente Alto está silencioso y tranquilo.,1384730238677143552,2021-04-21T04:46:30.000Z,0,0,0,0,Tony Mannza,"",2020-11-12T20:58:15.000Z,MannzaTony,FALSE,""
1326992660788342790,es,@PCdeChile Así está en Puente Alto. https://t.co/OaBZ69eARX,1384730585348907008,2021-04-21T04:47:53.000Z,0,0,0,0,Tony Mannza,"",2020-11-12T20:58:15.000Z,MannzaTony,FALSE,""
1332327989162487811,es,@PCdeChile Changos aprovechadores,1384730960214863872,2021-04-21T04:49:22.000Z,0,0,1,0,vicente oliva,"",2020-11-27T14:18:50.000Z,Exodo23music,FALSE,""
1340760438,es,"@PCdeChile Y el hambre que nos hizo pasar el bastardo borracho de Allende, basuras csm",1384718135652192258,2021-04-21T03:58:25.000Z,0,0,0,0,José p. m.,"",2013-04-10T02:08:57.000Z,jjooppllaa,FALSE,""
1345494749726318593,es,"@PCdeChile Basta ya de gestión criminal por parte de Piñera y su gobierno!
Exigimos su destitución YA vía acusación constitucional 
👉🏽 https://t.co/xHbM441zwj #ElPeorPresidenteDeLaHistoria #Estallido2021",1384730099241586688,2021-04-21T04:45:57.000Z,1,0,2,0,Matias Araya,QUE LO INJUSTO NO ME SEA INDIFERENTE🎶,2021-01-02T22:18:52.000Z,MatiasA57569045,FALSE,""
1359566502119280643,es,"@Gauxitonotangil @corzario22 @NelsonRios_563 @PCdeChile @yosabre_01 Son tan tontos y chupa pico los qls que dan vergüenza ajena 🤦🏻‍♂️, felicidades eres uno de ellos. https://t.co/aEvvydOra0",1384738695773818880,2021-04-21T05:20:06.000Z,0,0,0,0,Centinela,"",2021-02-10T18:15:28.000Z,UsuarioRaiz,FALSE,""
1359566502119280643,es,"@Gauxitonotangil @corzario22 @NelsonRios_563 @PCdeChile @yosabre_01 Aún no dices nada ql, no me has humillado en nada y claro que no usaras datos,  si no te sabes ni uno.",1384737302803533826,2021-04-21T05:14:34.000Z,0,0,0,0,Centinela,"",2021-02-10T18:15:28.000Z,UsuarioRaiz,FALSE,""
1359566502119280643,es,@Gauxitonotangil @corzario22 @NelsonRios_563 @PCdeChile @yosabre_01 Con el comunista no se dialoga y por si no sabías pusieron a un comunista como presidente del Senado. https://t.co/iGRel1K3pB,1384738046025814018,2021-04-21T05:17:32.000Z,0,1,0,0,Centinela,"",2021-02-10T18:15:28.000Z,UsuarioRaiz,FALSE,""
1359566502119280643,es,"@Gauxitonotangil @corzario22 @NelsonRios_563 @PCdeChile @yosabre_01 🙄 wn chupa tula, sigue idolatrado weones, me da igual .",1384736566141149184,2021-04-21T05:11:39.000Z,0,0,0,0,Centinela,"",2021-02-10T18:15:28.000Z,UsuarioRaiz,FALSE,""
1367116934026780674,es,@JaimeRamirezM12 @PCdeChile Y los muertos los puso Pinochet,1384736894815244290,2021-04-21T05:12:57.000Z,0,0,0,0,4ranguizta 🦉,🤘🏻,2021-03-03T14:17:42.000Z,charlesmip4stor,FALSE,""
1367931096990691329,es,@barriobenavente @DyP82646518 @melnicksergio @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile La pura y Santa verdad.,1384740422631804938,2021-04-21T05:26:58.000Z,0,0,0,0,Jacob,"",2021-03-05T20:12:54.000Z,Jacob70225078,FALSE,""
1384202882111574016,es,@PCdeChile Y que pasa con los presos del estallido 2019. Todo por dar el apoyo son 30 años de robo y los chiques presos  que no se olviden de todos ellos.,1384714002585038855,2021-04-21T03:41:59.000Z,0,0,0,0,pamela tapia,Aburrida de la falta de criterio,2021-04-19T17:51:16.000Z,pamelat39459859,FALSE,""
1500293430,es,"@PCdeChile @KarolCariola @sebastianpinera el problema es que el presidente de Venezuela y de Cuba han demostrado que están fuera de sus casillas, al permitir que jóvenes se prostituyan para poder comer y piensan ustedes que mantener un país así seguramente es bueno, o los venezolanos que esperan las basura para comer",1384716348094390273,2021-04-21T03:51:18.000Z,0,0,0,0,Fathe,"Christian, Fotografhy, moto, guitarra, flauta traversa, leer, Quantum, Neuroscience, disfruto de la vida como viene en cada presente... Worship",2013-06-11T04:41:41.000Z,leondelavictori,FALSE,""
1566073352,es,@PCdeChile Ustedes movilizan cuando no les hacen caso jajaaj les ardio que el Gobierno no acepte que la gente quede miserable en la etapa de vejez. Que indolente es el PC con los adultos mayores.,1384712920442064896,2021-04-21T03:37:41.000Z,0,0,0,0,Isidora Edwards,Me entretienen las copuchas de Twitter.,2013-07-03T15:42:14.000Z,Isidora_Edwards,FALSE,""
1575625663,es,"@PCdeChile @sebastianpinera El único gobierno del hambre fue el de Allende, hoy claramente no se pasa hambre es cosa de ver los militantes de su partido 🤣",1384731522587054081,2021-04-21T04:51:36.000Z,0,0,0,0,FAG,"Contador de mis sueños, Soy deportista, socio de colo colo, viajero, no te olvides Nazi= socialistas, no necesito el apruebo de nadie",2013-07-07T17:04:33.000Z,Alejandro_Gust,FALSE,""
164923473,es,"@guidogirardi @gabrielboric @DiputadosDC @PCdeChile @PPD_Chile  y +
Es bonito Twitear hoy, pero en la acción se dan la mano!!!
#BonoClaseMedia
#EstallidoChile2021
#TC #ElPeorGobiernoDeLaHistoria
#JusticiaDesigualMV https://t.co/twuPtBFA5f",1384726782675456003,2021-04-21T04:32:46.000Z,0,0,0,0,Jessy🌞,#Chile🤍💙❤️,2010-07-10T03:14:16.000Z,Jessy_vlza,FALSE,""
186929092,und,@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile https://t.co/xgPdkKpk4M,1384717751516897286,2021-04-21T03:56:53.000Z,0,0,0,0,tomas soto,"",2010-09-04T19:57:16.000Z,tomaxo2012,FALSE,""
193084823,es,"@PCdeChile 
Justicia por.las.muertes que han causado # justicia y muerte",1384720839044739073,2021-04-21T04:09:09.000Z,0,0,0,0,Roxana,"",2010-09-20T22:57:21.000Z,romanet19,FALSE,""
193084823,es,"@PCdeChile 
Perros klios los.maldigo hdp mal parios muerte a su partido que vale callampa chica porque no les alcanza para una grande zánganos klios!!!",1384720689580625923,2021-04-21T04:08:33.000Z,0,0,0,0,Roxana,"",2010-09-20T22:57:21.000Z,romanet19,FALSE,""
193084823,es,@PCdeChile Mueranse feos klios asesinos terroristas!!!,1384721024097439745,2021-04-21T04:09:53.000Z,0,0,0,0,Roxana,"",2010-09-20T22:57:21.000Z,romanet19,FALSE,""
1936313545,es,"@PCdeChile deja de nombrart3 como parte o iniciador del movimiento, tu no lo eres @PCdeChile es la gente!",1384724773498990594,2021-04-21T04:24:47.000Z,0,0,0,0,Camila fuentealba,"#Apruebo #Somosdignos 
CELR✍🏻🖤 | 17'",2013-10-05T03:31:53.000Z,Camila79Camila,FALSE,""
193985109,es,"Y acá podemos ver a las ratas del @PCdeChile aprovechando lo que sea para tener pantalla, no, este #tercerretiro no es para los pobres, es para el populista de policos pencas de izq y derecha.. para ganar votos y nada más https://t.co/AC14YZVNgr",1384715568884985857,2021-04-21T03:48:13.000Z,0,0,0,0,CarlosJavier Farias,"1992, ingeniero en alguna tontera, distraído, cruel y arrogante, dueño de locura y sarcasmo. feliz la mayoría del tiempo. fotógrafo en construcción y LIBERAL#UE",2010-09-23T04:02:59.000Z,CarlosJavier_fp,FALSE,https://t.co/UtGnxUmgkJ
2381270521,es,@PCdeChile Estan cagaos estos comunistas CDR,1384734497611075584,2021-04-21T05:03:26.000Z,0,0,0,0,Leo Nidas,"adicto al café, cervezas, vino, ciclismo y música electrónica",2014-03-10T00:49:15.000Z,clamova,FALSE,""
2479747325,es,"@PCdeChile @sebastianpinera Piñera y los comunistas son una plaga, una escoria en Chile, fueraaaaaaa",1384716283732762629,2021-04-21T03:51:03.000Z,0,0,0,0,hugo payahuala,"",2014-04-12T20:34:17.000Z,retropaya,FALSE,""
272913324,es,@PCdeChile Hambre? No he visto ningún estudio que muestre que Chile haya bajado su índice de peso por persona de manera forzada.,1384721311398780931,2021-04-21T04:11:02.000Z,0,0,0,0,Gustavo Muñoz,"Abogado y fanático del litigio, padre de 2  y enamorado de mi cónyuge. Feliz.",2011-03-27T12:40:21.000Z,Gustavo_Munoz_B,FALSE,""
290802909,es,@PCdeChile Aguante el pueblo pero el grillo suena mas fuerte qjsjajjdjajdjajda,1384735947179405313,2021-04-21T05:09:11.000Z,0,0,0,0,Litto Fuentes,"",2011-04-30T23:30:47.000Z,LittoFuentes,FALSE,""
2935491537,es,"@informacionechi @Mauro24394375 Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384727426312380416,2021-04-21T04:35:20.000Z,0,0,0,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@quevedovicky @Mauro24394375 Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384727257109966851,2021-04-21T04:34:39.000Z,0,0,0,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@KarinaNohales @Mauro24394375 Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384727689592983552,2021-04-21T04:36:22.000Z,0,0,0,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@GloRiaSeDyk @Mauro24394375 Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384726970014085121,2021-04-21T04:33:31.000Z,1,0,1,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@Pato_Desierto @Mauro24394375 Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384726936040136705,2021-04-21T04:33:23.000Z,1,0,1,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@LaQuintaValpo @JuanitaChaconS Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384723375495524353,2021-04-21T04:19:14.000Z,0,0,0,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@MegafonoPopular @capucha_informa Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384723676214538242,2021-04-21T04:20:25.000Z,1,0,1,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@biobio @Mauro24394375 Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384725062201315328,2021-04-21T04:25:56.000Z,0,0,1,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@joalmo14 @valpoinformado Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384722917154492416,2021-04-21T04:17:25.000Z,1,1,1,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@karina_ol @RepFederalChile Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384724806306762752,2021-04-21T04:24:55.000Z,0,0,0,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@DrSuazo915 @RepFederalChile @Xeras_BD @TPU19J @Mister_Wolf_0 @chileconvoca @Venusiana__ Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384722829736910848,2021-04-21T04:17:04.000Z,1,0,1,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@DebiaPedro @Mauro24394375 Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384724738006781953,2021-04-21T04:24:39.000Z,0,0,0,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@UnionPortcentro @Mauro24394375 Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384724486533042183,2021-04-21T04:23:39.000Z,0,0,0,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@adnradiochile @pablochillanejo Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384723756489314307,2021-04-21T04:20:45.000Z,0,0,0,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@Nellatronic @Mauro24394375 Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384727127187197952,2021-04-21T04:34:08.000Z,0,0,0,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@mar_andrea87 @RepFederalChile Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384723490478170112,2021-04-21T04:19:41.000Z,0,0,1,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
