author_id,text,id,lang,created_at.x,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,description,name,username,url,verified,created_at.y
1309900485785157637,Lo que censura la TV chilena @TVN @24HorasTVN @Mega @meganoticiascl @chilevision @CHVNoticias @CNNChile @T13 @canal13 @aluksicc @cbofillr @mxperez @ramirez_polo @tv_Amaro @TonkaTP @IvanValenzuelaU @alvarez_monse @AndreaAristegui @SoledadOnetto @matiasdelrio @carlazunin @gonzalo https://t.co/eybykglMhE,1382820581280649219,es,2021-04-15T22:18:12.000Z,0,0,0,0,el sueño se hace a mano sin permiso!,@racusen19,racusen19,"",FALSE,2020-09-26T17:00:39.000Z
1309900485785157637,Cuando no eres un simple lector de noticias @cbofillr @mxperez @ramirez_polo @tv_Amaro @TonkaTP @IvanValenzuelaU @alvarez_monse @AndreaAristegui @SoledadOnetto @matiasdelrio @carlazunin @gonzaloramirex @paulinadeallend   @mirnaschindler aprendan!! https://t.co/ITYYOxe6DA,1383513490048970752,es,2021-04-17T20:11:35.000Z,1,0,2,0,el sueño se hace a mano sin permiso!,@racusen19,racusen19,"",FALSE,2020-09-26T17:00:39.000Z
1309912213893906438,"@cano_silva @AndreaAristegui Se aprobó la reforma transitoria, piñera la puede mandar al tc y la permanente se rechazo con votos de la derecha, queda a criterio de piñera si lo bloquea o no 🙄",1382764629168885760,es,2021-04-15T18:35:52.000Z,0,1,0,0,:3,Richard,rickandr96,"",FALSE,2020-09-26T17:46:33.000Z
131860359,"@PamJiles @elmostrador @kikemujica @ErikaHennings @Emol @JaimeCuyanao @QuirogaCalama @Mal_arreao @Alo__arellano @AlbertoMayol @freddy_stock @desbordes @danieljadue @deliaconectada @KevinFelgueras @fcacorrea @kennethbunker @KenaLorenziniL @AndreaAristegui @GiorgioJackson @CristianValdivi En la casa debes tener un loko q te haga feliz, eres joven! 😍😍",1382822202316247050,es,2021-04-15T22:24:39.000Z,0,0,0,0,El tiempo vale más que el dinero!😉😉,Rudy Vergara Bertin,verberr,"",FALSE,2010-04-11T15:19:37.000Z
1377649207595704321,@PamJiles @elmostrador @kikemujica @ErikaHennings @Emol @JaimeCuyanao @QuirogaCalama @Mal_arreao @Alo__arellano @AlbertoMayol @freddy_stock @desbordes @danieljadue @deliaconectada @KevinFelgueras @fcacorrea @kennethbunker @KenaLorenziniL @AndreaAristegui @GiorgioJackson @CristianValdivi PROXIMA PRESIDENTA DE CHILE PAMELA JILES,1382820241365995522,es,2021-04-15T22:16:51.000Z,0,0,0,0,EL  VERDE,PATO_GONZAMIX,PGonzamix,"",FALSE,2021-04-01T15:49:32.000Z
1380162876523024398,"@MuchoGustoMEGA @rodrigosepu @diana_bolocco @meganoticiascl @chilevision @LaRedTV @TVN @24HorasTVN @AndreaAristegui @sebastianpinera. Realmente no se que piensa este señor Piñera, fuera de sus cabales o cree que meando contra el viento no se va a mojar. Debe ir a un psiquiatra. https://t.co/M9xUVfRn88",1384611317156356100,es,2021-04-20T20:53:57.000Z,0,0,0,0,"",Patricio,Patrici91147910,"",FALSE,2021-04-08T14:17:39.000Z
1381789998,@EPInforma @InterferenciaCL @freddy_stock @Informa_Primero @jumastorga @jananeme @mpazepelman @InfinitaFM @adnradiochile @biobio @tomasmosciatti @pautalibrelared @CHVNoticias @thecliniccl @KeikoFujimori @prenirreverente @PiensaPrensa @prensaopal @prenirreverente @AndreaAristegui https://t.co/s2pEkplYsA,1383786555605618693,und,2021-04-18T14:16:39.000Z,11,1,10,1,"Diputada electa x mis sinmonea, mis abuelas sexys, mi fleto-power para terminarles la fiesta y el robo a los poderosos, y revelar todo lo que oculta la élite.",#PamelaJilesDiputada,PamJiles,https://t.co/0zNU9FxLRD,TRUE,2013-04-26T12:31:39.000Z
1381789998,@elmostrador @kikemujica @ErikaHennings @Emol @JaimeCuyanao @QuirogaCalama @Mal_arreao @Alo__arellano @AlbertoMayol @freddy_stock @desbordes @danieljadue @deliaconectada @KevinFelgueras @fcacorrea @kennethbunker @KenaLorenziniL @AndreaAristegui @GiorgioJackson @CristianValdivi https://t.co/JtrN8vA4eG,1382819754726023182,und,2021-04-15T22:14:55.000Z,10,4,31,1,"Diputada electa x mis sinmonea, mis abuelas sexys, mi fleto-power para terminarles la fiesta y el robo a los poderosos, y revelar todo lo que oculta la élite.",#PamelaJilesDiputada,PamJiles,https://t.co/0zNU9FxLRD,TRUE,2013-04-26T12:31:39.000Z
1406872340,@PamJiles @elmostrador @kikemujica @ErikaHennings @Emol @JaimeCuyanao @QuirogaCalama @Mal_arreao @Alo__arellano @AlbertoMayol @freddy_stock @desbordes @danieljadue @deliaconectada @KevinFelgueras @fcacorrea @kennethbunker @KenaLorenziniL @AndreaAristegui @GiorgioJackson @CristianValdivi Pero lo llevarán al TC?,1382820744573386754,es,2021-04-15T22:18:51.000Z,0,1,0,0,No tengo absolutamente ningún deseo de encajar,Marcelino Rojas ,rojas_mma,"",FALSE,2013-05-06T05:32:18.000Z
1406872340,@PamJiles @elmostrador @kikemujica @ErikaHennings @Emol @JaimeCuyanao @QuirogaCalama @Mal_arreao @Alo__arellano @AlbertoMayol @freddy_stock @desbordes @danieljadue @deliaconectada @KevinFelgueras @fcacorrea @kennethbunker @KenaLorenziniL @AndreaAristegui @GiorgioJackson @CristianValdivi Contesta la wea poh!!!,1382823625968001027,es,2021-04-15T22:30:18.000Z,0,0,0,0,No tengo absolutamente ningún deseo de encajar,Marcelino Rojas ,rojas_mma,"",FALSE,2013-05-06T05:32:18.000Z
1472764638,@meganoticiascl @AndreaAristegui La única solucion para recibir bono clase media 2021 y poder postular a los prestamos ahora es solo pagar 500 mil del bono clase media 2020.!! 🥺 https://t.co/hUB47esd3Y,1384555613913501696,es,2021-04-20T17:12:36.000Z,0,1,0,0,"",julio cesar,pelaojc3333,"",FALSE,2013-05-31T18:26:26.000Z
1481088852,"@AndreaAristegui Esos diputados y diputadas que votaron por una abstención deberían ser castigados por los votantes , como pueden hacer eso!! Tiene una sola palabra!!! M.......",1382764257733980173,es,2021-04-15T18:34:24.000Z,0,0,2,0,"me encanta la naturaleza, la lluvia,el campo..,",ROCCO MOLINA,RROCCO70,"",FALSE,2013-06-04T02:04:13.000Z
152057684,"@Rorogoku @Gendarmeria_CL @AndreaAristegui @meganoticiascl En todos lados hay corrupcion, pero créeme que los gendarmes que son limpios son los que tiene cara para ingresar a un patio sin que un interno le grite la vida o “le tire la pelá”",1383978609015070726,es,2021-04-19T02:59:48.000Z,0,0,1,0,"💅🏻 🍎 Profe 📚 odio la delincuencia y sus consecuencias, quiero ver un Chile distinto, sin gobernantes mediocres y llenos de odio.",La Sole,Jo_joadir,"",FALSE,2010-06-04T23:57:47.000Z
155748456,"@pelaojc3333 @meganoticiascl @AndreaAristegui Por último te podrían descontar del bono y de los préstamos las 500 lucas,  pero no te dan ni una miserable oportunidad",1384600846449659904,es,2021-04-20T20:12:21.000Z,0,0,0,0,Capacitador,Patricio Gomez,Pathran,"",FALSE,2010-06-15T00:24:05.000Z
156688723,"Grande @rodrigosepu esta “salida de pauta” debe ser escuchada por todos , eres un crack 
@dw_espanol @bbcmundo @thetimesCL @TheEconomist @alvarez_monse  @alejandramatus @AndreaAristegui @ceciliamorel @rafa_cavada @fuentesilva !!!!  @jmfredes @guillier @aaristegui @pulentito https://t.co/wEjt6tc17z",1383503560315260933,es,2021-04-17T19:32:07.000Z,0,0,2,0,"Casado,ateo,de izquierda,del Colo,me encantan los animales,D.Purple, comida hindu, picante,D. House,DJ, bits&bytes, #Aprobé,#MeVacuné, #Vacúnate, RH (-) A2",Carlos O... #Vacúnate✌️,KarlosOlivarez,"",FALSE,2010-06-17T16:35:11.000Z
1581399788,@tv_monica @mxperez @AndreaAristegui @SoledadOnetto @bianchileiton @rod_herrera @MuchoGustoMEGA @gonzaloramirex @rodrigosepu @CHVNoticias @LaRedTV @mentiraslared @eljanovega @alejandramatus @CG_ARROYO @HolaChileLaRed @KarendTV @MatinaldeCHV https://t.co/MNqkHg1OTr,1382881792278007809,und,2021-04-16T02:21:26.000Z,0,0,0,0,"Veo Humanos,.... PERO no Veo Humanidad.... 😔🥺.....El Mundo Cambia Con TU Ejemplo No Con TU Opinión.",NatyLy ⏳🕊️,NHuentenao,"",FALSE,2013-07-09T20:46:06.000Z
159605883,@InfinitaFM @AndreaAristegui Recordemos la historia del senador,1384641273039032326,es,2021-04-20T22:52:59.000Z,0,0,0,0,"",1984,LaReinaIsabelCR,"",FALSE,2010-06-25T21:19:42.000Z
159826243,@lesliona @AndreaAristegui @latercera se le acabo el financiamiento al partido sociali$ta,1382776824120369156,es,2021-04-15T19:24:20.000Z,0,0,1,0,"",segun la constitucion no soy dueño de mi dinero,ChilenoUn,"",FALSE,2010-06-26T12:40:26.000Z
1944043717,"@AndreaAristegui ...Políticos de MIERDA, para la tele todos van a votar a favor de las medidas para evitar el TC ...Pero cuando están votando se dan vuelta y se cagan al pueblo... En MAYO  quieren los votos...???    Tengan presente que están en una LISTA NEGRA...🔥🔥🔥",1382791597398560775,es,2021-04-15T20:23:02.000Z,0,0,0,0,...Solo mírame con los ojos de tu alma...,Osvaldo,fenixsemental,"",FALSE,2013-10-07T12:51:54.000Z
1944043717,@AndreaAristegui ...🔥🔥🔥🔥🔥🔥  Preparense....👨‍🚒👨‍🚒👨‍🚒,1382788014900936704,pt,2021-04-15T20:08:48.000Z,0,0,0,0,...Solo mírame con los ojos de tu alma...,Osvaldo,fenixsemental,"",FALSE,2013-10-07T12:51:54.000Z
202889229,"@sandra_ml37 @AndreaAristegui Significa en concreto que cada vez que se presente el proyecto de retiro tiene que pasar , si el ejecutivo recurre, al TC",1382782737707319309,es,2021-04-15T19:47:50.000Z,0,0,0,0,"Publicista, actor, productor teatral y politiquero !!",Lautaro Agustín Lobo,LautaLobo,"",FALSE,2010-10-15T01:39:27.000Z
202889229,@Chechi_OrtegaP @AndreaAristegui Todo depende de Piñera y eventualmente del TC,1382781561251192840,es,2021-04-15T19:43:09.000Z,0,0,0,0,"Publicista, actor, productor teatral y politiquero !!",Lautaro Agustín Lobo,LautaLobo,"",FALSE,2010-10-15T01:39:27.000Z
204149543,@InfinitaFM @AndreaAristegui Estan pegando manotazos de ahogados saben estos corruptos que les queda poco,1384642526670475265,es,2021-04-20T22:57:58.000Z,0,0,0,0,"hincha de la uc hasta la medula ,cruzado de corazon",tyto jofre,tytojofre,"",FALSE,2010-10-18T01:27:59.000Z
2196311798,"Alguien puede saludar a mi hija Rafaellita que cumple 7 añitos. Segundo año que lo celebramos encerrados.
@NataliaJimenez @mariapaz_lopezc @maacaramirez @monTorrent @Gomez_Nia @rodrigosepu @sebasugarte @SoledadOnetto @g_pelusa @pinigol51 @AndreaAristegui @julietav @lafourcade",1383886284960108550,es,2021-04-18T20:52:56.000Z,1,1,0,0,"Padre de 2 hermosos hijos, Amante de la vida familiar.",Juan E.,jotaemeparra,"",FALSE,2013-11-15T17:10:01.000Z
2386937291,"@KarolCariola Ojalá salga en las noticias, para saber que implica.
@24HorasTVN 
@meganoticiascl 
@AndreaAristegui 
@CHVNoticias 
@CNNChile 
@T13",1384218746965749767,es,2021-04-19T18:54:01.000Z,0,0,0,0,"aprendiendo a vivir con lo importante, ahora.",Pablo Pinto,perrito_grande,"",FALSE,2014-03-06T00:54:14.000Z
2404228423,@AndreaAristegui @meganoticiascl en Viña ya hay mucho viento y nubes muy oscuras,1384577506242662405,es,2021-04-20T18:39:36.000Z,0,1,0,0,"",Tio Jam,TioJamTioPan,"",FALSE,2014-03-22T15:29:40.000Z
252144172,@InfinitaFM @AndreaAristegui Entrevista a un sinvergüenza,1384640152895561731,es,2021-04-20T22:48:32.000Z,0,0,0,0,Soy Ing Quimico me gusta el deporte y hacer amistades y soy de U de Chile,Boris Zurita,BorisZurita,https://t.co/QhyDRIrCdg,FALSE,2011-02-14T15:48:58.000Z
252824079,@AndreaAristegui  que orgulloso estoy de tu pograma amiguita soy marcelocoquimbo escucho tu radio te sigo en las noticias y cuando estabas en cadena nacional.,1383978366420717572,es,2021-04-19T02:58:50.000Z,0,0,0,0,Alhueso pirata,Marcelo_alhueso piratas,Marcelo_chelin1,"",FALSE,2011-02-16T00:18:46.000Z
253604109,@MaribelRetamal @AndreaAristegui @meganoticiascl Apuesto 5000 a que se saca la mascarilla para hablar https://t.co/K8uDEDoSkc,1384203364938895364,es,2021-04-19T17:52:54.000Z,0,0,0,0,mecanico asist. en ruta @subus_,cristopher roca,rocamedel1987,"",FALSE,2011-02-17T15:53:08.000Z
2595837263,"@meganoticiascl y la estupidez de la falacia de la generalización apresurada. Fomentan la ignorancia de los que los ven. Pregunta a los genios deslumbrantes @AndreaAristegui y colegas, sin dejar atrás a @carolinagoic @DoctorJLCastro ¿gasto de bolsillo o automedicación? Los leo",1382772594731012100,es,2021-04-15T19:07:31.000Z,0,0,0,0,"Nacionalista, azul hasta la médula. Lucho contra la deconstrucción.
Políticamente incorrecto. Boticario comunitario de verdad y no puro blablá 🎸🎸🎸🎸",Rodrigo Calderón Cárdenas,alabeo88,"",FALSE,2014-06-09T19:47:11.000Z
277472697,Ahora si que si . Mi@hijo martino iquiqueño. Oficialmente en spotify . 🥰 compartan amigos  @ https://t.co/Ls7kEZgDLy    @NANO__VIDEOS @nanostern @NissRosenthal @NahuelPennisi @LosJaivas_Chile @AndreaAristegui @fernandoubiergo @manugarpez @renenaranjo @MusicaChilena @dgmedios,1383903586371837953,es,2021-04-18T22:01:41.000Z,2,0,2,0,ni muy muy... ni tan tan .,René Nava Biagetti,navabiagetti,"",FALSE,2011-04-05T12:59:29.000Z
28187260,OJO @AndreaAristegui @meganoticiascl @24HorasTVN @T13: Vehículo en fuga colisionó a bus https://t.co/95THoKOUnv,1383109270594580485,es,2021-04-16T17:25:21.000Z,0,0,0,0,"Editor Gral UOCT / Transporteinforma. Ex Director Digital Extend, Ex Editor CNN y TVN. Master Comunicación Estratégica Digital. #Institutano 🇨🇱",Marcelino Martínez,marcelinotv,https://t.co/GxYmeaZReh,FALSE,2009-04-01T20:28:10.000Z
2948324141,@meganoticiascl @AndreaAristegui Se le acabó la fiesta a Piñera.....a la calle!!!!!!!!!#RenunciaPiñeraCTM,1384631134391259143,es,2021-04-20T22:12:42.000Z,1,1,19,1,"Cuando me apuntes con el dedo, recuerda que hay tres que te están apuntando a ti",Ariel Quinteros,ArielHipotester,"",FALSE,2014-12-29T03:40:38.000Z
3010986129,"@AndreaAristegui Hola
Favor indicar a Roberto Saa, que es excelente periodista que cometió un error a explicar el IFE ampliado anunciado hoy tendría eliminación de requisitos de zona, pero al ver el discurso de Piñera dice que será sin requisitos de zona ni de tope de ingresos.",1384328664871997440,es,2021-04-20T02:10:47.000Z,0,0,0,0,"vive en Los Pinos Quilpué 
fanatico del everton
y del futbol",Ivan Bestard Stier,ibestards,"",FALSE,2015-02-01T21:31:25.000Z
326918432,@AndreaAristegui andreita te pasaste. Hoy con el programa MODUS OPERANDI muy bueno así se desmascara ala delincuencia saludos desde Caldera bahía inglesa chile 🤘🤘👍👍💪💪🤔🤔😷😷😁😁🇨🇱🇨🇱 https://t.co/N772EXqFL2,1384000174112985089,es,2021-04-19T04:25:29.000Z,0,0,0,0,Minero,avago11@,avagoavago11,"",FALSE,2011-06-30T18:08:09.000Z
326918432,@PamJiles @Pablo_Maltes @Camara_cl @ximerincon @AndreaAristegui @ContigoCHV @BuenosDiasTVN @Bienvenidos13 FUERZA CHILE MIERDA  3ER RETIRO AHORA 🇨🇱🇨🇱🇨🇱🤷‍♀️🤷‍♀️🤘🤘👍👍💪💪🤔🤔😷😷😠😠🙏🙏🙏👏👏😈😈😈😠😠 https://t.co/WoFBtQMx2A,1384146212949958662,es,2021-04-19T14:05:48.000Z,0,0,0,0,Minero,avago11@,avagoavago11,"",FALSE,2011-06-30T18:08:09.000Z
3754802781,@Aravena89P @AndreaAristegui Muy amable😉,1382785339362836485,es,2021-04-15T19:58:10.000Z,0,0,0,0,"",Ema Ortega,Chechi_OrtegaP,"",FALSE,2015-09-24T00:56:27.000Z
38876967,"@meganoticiascl @AndreaAristegui Hdp, no tienen perdón...",1384631429116608515,es,2021-04-20T22:13:52.000Z,0,0,0,0,"BS, FMS, EXOS mentorship 1-3 AZ. Owner @ CD La Liga & Legacy Fitness Studio. Oli's dad, Meli's husband.",Javier Villavicencio Marchant,JayVille13,"",FALSE,2009-05-09T16:05:35.000Z
392682564,La tremenda periodista @AndreaAristegui te invita a colaborar como #DonanteDeSangre en la @CasaDonante_HSJ https://t.co/dGmde4Ee6Z,1383961646746390528,es,2021-04-19T01:52:24.000Z,5,0,3,0,"¿Es usted Rh(-)?
Si eres Rh(-) formemos un circulo de donantes de sangre de este factor.
Hoy damos cabida a todos que los que necesiten #DonanteDeSangre",Rh Negativos Chile,Rh_Negativos,https://t.co/RKU4Vdkac7,FALSE,2011-10-17T12:23:15.000Z
398443868,"@AndreaAristegui Podrían usar los impuestos del segundo retiro, para el pilar solidario",1383115988133105667,es,2021-04-16T17:52:03.000Z,0,0,0,0,"",Oscar Díaz Icaza,odiazic,"",FALSE,2011-10-26T02:15:17.000Z
45586133,"Que gran, gran escena. La comentamos con la @AndreaAristegui mucho rato en su momento. 

Tengo tanta anécdota con conversaciones sobre esta serie 🤩. https://t.co/RIhqcXCmWW",1383494770895450122,es,2021-04-17T18:57:12.000Z,1,1,2,0,"Periodista, idealista, viajera, cinéfila, dibujante-fotógrafa, magallánica, tuve el mejor perro del mundo, dirigí docu #TodosSomos, sé de TV, soydonante",Ida Miranda,ida_miranda,https://t.co/PpwfBs39Si,FALSE,2009-06-08T15:15:41.000Z
467126544,@AgriculturaFM @pepe_auth @meganoticiascl @adnradiochile @tv_Amaro @fuentesilva @KARENBEJARANOTV @labeasanchez @biobio @KarlaEnAccion @TVN @24HorasTVN @latercera @T13 @CHVNoticias @gonzaloramirex @jananeme @Cata_Edwards @AndreaAristegui @CesarAntonioC @TonkaTP @PamJiles m,1383995686128025613,und,2021-04-19T04:07:39.000Z,0,1,0,0,"joven, disfrutar la #naturaleza #flora #fauna nativa",jose,jfranmovi,"",FALSE,2012-01-18T04:25:58.000Z
