author_id,created_at.x,text,id,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,verified,name,username,created_at.y,url,description
122353586,2021-04-20T16:55:58.000Z,@pdazan Lleve a vacunar a mi hijo hoy..asma bronquial  cronico...porque antes no pude llevarlo y no lo quisieron vacunar en @Muni_provi @evelynmatthei  que criterio utiliza el minsal??? Si ayer  el ministro dijo q crónicos  se podian vacunar? 😡,1384551426035179522,es,0,0,0,0,FALSE,Patricia Riquelme,priquelmesnm,2010-03-12T12:17:29.000Z,"","Mamá, esposa, hermana, hija, Asistente Social, Diplomada en interv. social con Adolescentes infractores de ley, Perito Corte Stgo  A.S Mun. de Huechuraba"
122353586,2021-04-21T00:07:00.000Z,"@Muni_provi @evelynmatthei @EvelynAlcaldesa @ProviMejor 
Alcaldesa! Hoy acudi con mi hijo menor de edad crónico con asma bronquial al cesfam con la idea de vacunarlo x covid, y no lo atendieron, Ya que x calendario no correspondia ¿a pesar de q el srM paris dijo que si se puede?@pdazan",1384659901583183873,es,0,1,0,0,FALSE,Patricia Riquelme,priquelmesnm,2010-03-12T12:17:29.000Z,"","Mamá, esposa, hermana, hija, Asistente Social, Diplomada en interv. social con Adolescentes infractores de ley, Perito Corte Stgo  A.S Mun. de Huechuraba"
1226997792385720320,2021-04-20T21:29:29.000Z,@serv_saludmc @MaipuRenace @ministeriosalud @Muni_Stgo @muniecentral @MuniCerrillos @pdazan @AlbertoDougnac @huap_posta @Samumetropolita @HECMaipu Muy bien!,1384620260372930563,es,0,0,0,0,FALSE,Sabag,Sabag__,2020-02-10T22:34:20.000Z,"",Twitter nuevo/Periodista/Ex Panelista de matinal/Ex Dirigente juvenil Zona Austral. Creo fielmente en el periodismo y no en el para-periodismo de internet.
1232032976084652032,2021-04-21T00:47:55.000Z,@pdazan Una pena que se compren y vendan...,1384670195030106113,es,0,0,0,0,FALSE,Krlos XIII,krlos13arra,2020-02-24T20:03:10.000Z,"","Hi, Im a negative guy trying to be himself and do what he wants
Pls dont follow me.This account is one way to free my mind and i post, follow and like weirdstuf"
1232090542688870400,2021-04-20T17:13:30.000Z,aceleren la vacunación po weon oh @DrEnriqueParis  @pdazan @ministeriosalud https://t.co/xnpPWutg1Z,1384555838833053704,es,0,0,0,0,FALSE,#PAREDESACOLOCOLO 🇨🇱,fueragobiernoo,2020-02-24T23:51:00.000Z,"",#ColoColo #TheDoors #StarWars #D10S #Monlaferte #Sicmunduscreatusest 🇨🇱🇨🇱🇨🇱
1240803766200414211,2021-04-20T18:56:31.000Z,"Excelente y extensa entrevista con Sandra Reyes para Antofagasta TV, quien sabe quizás por ahí la minería se interesa en apoyarnos @acouvecorrea @DrEnriqueParis @pdazan @presidencia_cl @sebastianpinera @olgabarbosa @min_ciencia @ministeriosalud @fame_uach  https://t.co/RC44Dc81Jr",1384581765407428608,es,4,1,13,2,FALSE,Alejandro Rojas-Fernandez,lab_arf,2020-03-20T00:54:18.000Z,"","Solidarista, biotecnólogo, esposo de Anne, Papá x3, Alpaca Friends x19 y porfiado!"
124629769,2021-04-20T19:10:45.000Z,"@pdazan Tratamos de cuidarnos, pero otros celebran cumpleaños, con más de 15 personas que no viven ahí, hasta funcionarios de salud, asado, alcohol, frente a cámara de Carabineros, se reclamo y nadie fiscalizó. Uno decía tener neumonía, ojalá no sea covid",1384585347410145287,es,0,0,0,0,FALSE,RA,Roberto156,2010-03-20T01:51:09.000Z,"",""
125652917,2021-04-21T02:48:26.000Z,"Por qué @colmedchile @pdazan @DrEnriqueParis @izkia @jaimebellolio @ministeriosalud @SeremiSaludRM no han prorrogado la Revisión Técnica hasta septiembre, como el año pasado? Han visitado alguna? Son un caldo de cultivo para el contagio de covid. Evitemos movilidad innecesaria.",1384700524344221698,es,0,0,0,0,FALSE,José Miguel Jara,jarasmithjm,2010-03-23T13:06:46.000Z,"",""
1262866446104907776,2021-04-20T18:45:57.000Z,@pdazan Su retórica solo funciona en personas que no aplican la logica.,1384579104448647168,es,0,0,0,0,FALSE,El Hijo Del Sultan 🇨🇱,HijoSultan,2020-05-19T22:04:35.000Z,"","Nuestras virtudes y nuestros defectos son inseparables, como la fuerza y la materia. Cuando se separan el hombre no existe.   Nikola Tesla"
1263865904229646337,2021-04-21T00:38:26.000Z,@pdazan @aldocardinali https://t.co/8dwjPypAhj,1384667808605294598,und,0,0,0,0,FALSE,Marcelo 192,Marcelo99836418,2020-05-22T16:14:57.000Z,"",Amante de los animales y el deporte!!!
1275537096,2021-04-20T16:37:00.000Z,@doc_sing @PolarBearby @bacigalupe @DrEnriqueParis @pdazan Así parece,1384546652468486160,es,0,0,1,0,FALSE,Ana Maria Rojas Chac,ChJagger,2013-03-17T17:34:44.000Z,"","Fisiólogo e Investigador, Facultad de Medicina, Universidad de Chile. Oxford University"
1283179029349228546,2021-04-21T00:04:34.000Z,"#ElPeorPresidenteDeLaHistoria
Señora @pdazan usted que todo lo sabe: la octuple canina también requiere de 2 dosis ??
#COVID19",1384659285888622595,es,0,0,0,0,FALSE,VariantePiñera,Milen64395615,2020-07-14T23:18:29.000Z,"",para que triunfe el mal BASTA QUE LOS BUENOS NO VAYAN A VOTAR..
1294714820927905792,2021-04-21T01:33:15.000Z,"@_alecandia @ministeriosalud @pdazan @DrEnriqueParis @GobiernodeChile GRAVE ERROR PRESIDENTE PIÑERA, POR IRSE EN CONTRA DE LA VIDA DE LOS CHILENOS🇨🇱‼️ QUÉ  PERVERSA ES SU ACTITUD CON LA GENTE QUE SUFRE‼️¿NO LE DA VERGÜENZA SU CREMATOMANÍA❓
ES UN CRÍMEN NEGARSE AL TERCER RETIRO DEL 10% Y DEJAR MORIR A SUS COMPATRIOTAS🇨🇱🕊️‼️ https://t.co/JgRhxrnqDQ",1384681604543614977,es,0,0,0,0,FALSE,Marlene,Marlene77284260,2020-08-15T19:17:37.000Z,"","DESEO UN PRESIDENTE QUE CUMPLA CON SU PLAN DE TRABAJO, ENTREGÁNDOLES PENSIONES DIGNAS A LOS JUBILADOS POR LAS AFP Y RENTAS VITALICIAS‼️
CHILE DIGNO🇨🇱🌿🕊️🌟‼️"
1312830882,2021-04-20T16:02:34.000Z,@perrofeo1976 @Felipeyesme @pdazan https://t.co/gMP6euaYH8,1384537989074853892,und,1,1,2,0,FALSE,Camila Lorca M.,Talitha_Kum_,2013-03-29T06:42:58.000Z,https://t.co/6oRteI8XZC,"Daughter of God / 
Image Consultant /
Environmental Engineer"
1318999515811127296,2021-04-20T18:26:39.000Z,@GobiernodeChile @sebastianpinera @joseantoniokast @ministeriosalud @DrEnriqueParis @pdazan @jmanalich @colmedchile @sebasugarte @DraMLCordero https://t.co/SBGC4KTRo7,1384574248472256517,und,0,0,0,0,FALSE,#RECHACHAZO...,kommander911,2020-10-21T19:36:20.000Z,"",#Rechazo...A la derecha de la UDI...Hooyah.👍🦅🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱...#PajaroComunistaMeBotasteDeNuevo
1351906669983313923,2021-04-20T16:26:16.000Z,"@pdazan https://t.co/ELaqbC9vnd
Ejemplo Israel",1384543951001096196,es,0,0,0,0,FALSE,Andrés Miraval,AndrsMiraval1,2021-01-20T14:58:57.000Z,"",""
1352938664,2021-04-20T23:17:37.000Z,"@pdazan Ahora que se creyó el cuento de la mejor evaluación, anda haciendo show....hasta que al enano le baje la pataleta porque le quita protagonismo, porque las felicitaciones que le dio en cámara, no se las creyó ni él.",1384647471868043264,es,0,1,0,0,FALSE,Ana Rosa Romo R.,aromo_r,2013-04-14T22:37:55.000Z,"",Periodista free lance. También me gusta el fútbol... y soy azul de corazón.
1364992128552742919,2021-04-20T19:01:57.000Z,@ministeriosalud #Feliz420 @DrEnriqueParis @pdazan !! Relajense un rato. 🙌🏻,1384583132708487170,es,0,0,1,0,FALSE,M.A.V,MAVRL_CL,2021-02-25T17:34:36.000Z,"","🇨🇱🇨🇱 I like to see the resentment and failure of the leftists in a humorous world.
Speak or criticize with obviously valid foundations
PATRIOTA"
1369371662500651013,2021-04-21T00:21:00.000Z,"@sebastianpinera @DrEnriqueParis
@pdazan
@juanjoseossasc @raulfiguersa
#GobiernoIndolente #GobiernoAusente https://t.co/OKH7j7xnaj",1384663422126772226,und,0,0,0,0,FALSE,MaternidadDignaChile,MaterDignaChile,2021-03-09T19:37:22.000Z,https://t.co/gXq6VvVIbo,"Movimiento Social creado por Madres trabajadoras en defensa de la Maternidad y Paternidad de Chile 
La Familia y la Responsabilidad Compartida 👨‍👩‍👦‍👦"
1378153896259022849,2021-04-20T17:13:32.000Z,"Buenas soa Paula, consulta que tan probable es extender el rango etario para la vacuna??? O ya por ultimo a las qu3 somos ma-padres y tenemos que volver al trabajo? @pdazan",1384555848932933639,es,0,0,0,0,FALSE,Gabriela González,gbgonzalez06,2021-04-03T01:14:44.000Z,"",Necesariamente debe ir el curriculum aquí?
1475141384,2021-04-20T19:03:40.000Z,"@DrEnriqueParis
@pdazan
Antonio Varas, Diagonal Oriente, Manuel Montt!!!!....... ni parece cuarentena, todos paseando, como es posible??? Que falta de empatia, ojala fiscalicen y los multen a todos.
No es gente q este trabajando por si acaso, están paseando....",1384583561383137285,es,0,0,1,0,FALSE,goizargui 🇪🇸🇨🇱🇪🇺,GoizarguiSaez,2013-06-01T16:35:46.000Z,"","Jesucristo, oración diaria a ti, para que intercedas ante Dios Padre para que este virus y sus mutaciones desaparezcan para siempre y podamos vivir tranquilos."
147667000,2021-04-20T23:32:55.000Z,@pdazan @SeremiSalud_Coq #TerceRetiro10ciento QUE DE LA CARA TU PRESIDENTE! MANDO AL MOCITO A CONTAR QUE VAN AL TC!,1384651322687987712,es,1,0,0,0,FALSE,Monchini78,Monchini78,2010-05-24T18:49:15.000Z,"",""
1526584219,2021-04-20T20:45:59.000Z,@Cactuman @pdazan Si no respetan el horario de 06 a 09 am usted piensa que respetarán el horario hasta las 10am? El problema es que cada día hay más aglomeraciones y no todos respetan . Felicitaciones por la nueva cultura de hacer deportes y ojalá todos respetaran medidas preventivas !,1384609313289871362,es,0,0,0,0,FALSE,Bea,h_beax,2013-06-18T03:12:07.000Z,"",Por un Chile más desarrollado.
156688723,2021-04-20T17:12:45.000Z,@DrEnriqueParis  @pdazan https://t.co/kqM2SHrTqi,1384555649632280579,und,0,0,0,0,FALSE,Carlos O... #Vacúnate✌️,KarlosOlivarez,2010-06-17T16:35:11.000Z,"","Casado,ateo,de izquierda,del Colo,me encantan los animales,D.Purple, comida hindu, picante,D. House,DJ, bits&bytes, #Aprobé,#MeVacuné, #Vacúnate, RH (-) A2"
157459405,2021-04-21T00:12:44.000Z,"@biobio @pdazan Seguimos con más residencia sanitarias para mejorar  que? Los arreglos de bigotes!!!
Renuncie Subsecretaria usted no tiene ética y criterio
Las Residencias Sanitarias han tenido irregularidades.",1384661341588398085,es,0,0,1,0,FALSE,Rodrigo González,r_atododeportes,2010-06-19T22:04:01.000Z,"",para ser un buen rey se necesitan leales que te critiquen si lo estás haciendo mal. y que también estén dispuestos a arriesgar sus vidas antes que la derrota
157459405,2021-04-20T22:49:11.000Z,@pdazan Después de cuanto tiempo!!!,1384640315999592453,es,0,0,0,0,FALSE,Rodrigo González,r_atododeportes,2010-06-19T22:04:01.000Z,"",para ser un buen rey se necesitan leales que te critiquen si lo estás haciendo mal. y que también estén dispuestos a arriesgar sus vidas antes que la derrota
1581399788,2021-04-20T16:43:34.000Z,@Amaterasusita @pdazan @SeremiSaludRM @ministeriosalud No te preocupes en responderme a mi o contarme a mi ya cómo país y todas las personas tenemos suficiente no crees tú descripción está bien escrita “ácida” pero para estos tiempos tal vez no es necesario todos estamos a la deriva y si no es tu caso Disfrútalo,1384548304512602116,es,0,1,0,0,FALSE,NatyLy ⏳🕊️,NHuentenao,2013-07-09T20:46:06.000Z,"","Veo Humanos,.... PERO no Veo Humanidad.... 😔🥺.....El Mundo Cambia Con TU Ejemplo No Con TU Opinión."
1581399788,2021-04-20T16:28:18.000Z,No puedo creer tanta inoperancia tanta irresponsabilidad como tanto cada día algo peor 🥺🤦🏻‍♀️🙏 cómo puede ser posible??? No voy a nombrar ya saben a kien pues mi pregunta de segura la responderá @pdazan @SeremiSaludRM @ministeriosalud https://t.co/HuGRJ0Ll9Q,1384544464744628224,es,0,2,1,0,FALSE,NatyLy ⏳🕊️,NHuentenao,2013-07-09T20:46:06.000Z,"","Veo Humanos,.... PERO no Veo Humanidad.... 😔🥺.....El Mundo Cambia Con TU Ejemplo No Con TU Opinión."
1581399788,2021-04-20T16:39:08.000Z,@Amaterasusita @pdazan @SeremiSaludRM @ministeriosalud Y aki ellos primero lo niegan entonces la responsabilidad es de las personas ????,1384547191956574210,es,0,1,0,0,FALSE,NatyLy ⏳🕊️,NHuentenao,2013-07-09T20:46:06.000Z,"","Veo Humanos,.... PERO no Veo Humanidad.... 😔🥺.....El Mundo Cambia Con TU Ejemplo No Con TU Opinión."
1581399788,2021-04-20T16:38:20.000Z,@Amaterasusita @pdazan @SeremiSaludRM @ministeriosalud Si pero independiente de eso así como todos los estudios clínicos q hacen los médicos necesitan aprobación de un comité ético en salud después de eso se le ofrece a las personas voluntario pero con CONSENTIMIENTO firmado,1384546990718074884,es,0,0,0,0,FALSE,NatyLy ⏳🕊️,NHuentenao,2013-07-09T20:46:06.000Z,"","Veo Humanos,.... PERO no Veo Humanidad.... 😔🥺.....El Mundo Cambia Con TU Ejemplo No Con TU Opinión."
1592270564,2021-04-21T03:40:46.000Z,@SeremiSalud_IX @pdazan @ministeriosalud Que ventilen bien o se van a tener que trazar ellos mismos,1384713694857281536,es,0,0,0,0,FALSE,Rod,twrodfran,2013-07-14T01:44:56.000Z,"",""
1592270564,2021-04-20T23:33:34.000Z,"@pdazan Debe ser permanente, no solo 2 veces al dia",1384651487079501825,es,0,0,0,0,FALSE,Rod,twrodfran,2013-07-14T01:44:56.000Z,"",""
165598561,2021-04-20T22:05:04.000Z,@DrEnriqueParis  @pdazan https://t.co/5iAR2KogFT,1384629215023280131,und,0,0,0,0,FALSE,Cheetah Guis,citagui,2010-07-12T01:35:45.000Z,"","Zoología ,Investigador independiente., Recursos bentonicos y C. Climático “la inteligencia es la que usas cuando no sabes qué hacer” (Piaget). Tupananchiskama"
1674064266,2021-04-21T02:28:31.000Z,"@Angelito_Caotic @pdazan @SeremiSaludRM Tengo muy claro lo que es la pandemia nos hemos cuidado muy responsablemente.
Gracias",1384695513694486528,es,0,0,0,0,FALSE,silvia alvarado,silvita_a21,2013-08-15T21:25:35.000Z,http://t.co/WJ5AZOooyt,productora de eventos corporativos de empresas.
174823490,2021-04-20T17:43:09.000Z,"@pdazan Hola buenas tardes.  Una consulta,  es posible extender la franja deportiva hasta las 10am o cambiarla de 7 a 10am, ya que de 6 a 7am esta muy oscuro aun como para salir. Gracias",1384563300269178880,es,0,1,1,0,FALSE,Felipe Moreno S.,Cactuman,2010-08-04T22:40:26.000Z,"","Gamer, doglover, del Colo en las buenas y las malas, me encanta mi trabajo."
186037690,2021-04-20T20:47:16.000Z,@camilocammas Culpa de las KGB @pdazan @katymartorell,1384609634200158214,es,0,0,0,0,FALSE,Gina22%💚👮 NO al TPP,terranova60,2010-09-02T12:56:10.000Z,"","soy el pueblo de CHILE...
PATRIOTA  🇨🇱🇨🇱🐍 #RECHAZO"
193095280,2021-04-20T22:28:17.000Z,@pdazan Y donde hay que llamar?,1384635055776178177,es,0,0,0,0,FALSE,CarolitaLinda Corazon de Guinda,CorazondeGuinda,2010-09-20T23:31:56.000Z,https://t.co/wzmWvUtTfb,"Sueño con la lluvia, sueño con jardines en la arena del desierto. Me despierto en vano. Sueño con el amor mientras el tiempo se me va de las manos.."
202005293,2021-04-20T17:04:40.000Z,"@ministeriosalud Mi hermana doctora, que trabajo en la primera ola del Covid, quedó embarazada y hoy, después de ya tener q su bebé, fue al Cesfam Alto Jahuel y se le negó la vacuna porque ya no vacunan a ese tipo de rezagados 😡 @DrEnriqueParis @pdazan",1384553617051508738,es,0,0,0,0,FALSE,Daniela Herrera,dherrerau,2010-10-13T02:53:59.000Z,"",""
211744653,2021-04-20T22:50:45.000Z,@SaludSsrv @sebastianpinera @pdazan @AlbertoDougnac @georghubner1977 @DrEnriqueParis @ministeriosalud @IntendenciaV @voceriavalpo @GobernacionValp @vinadelmar Gobierno miserable! #CacerolazoNacional,1384640712743034880,es,0,0,0,0,FALSE,marcela vergara,marcelillavn,2010-11-04T03:25:47.000Z,"","me gusta la música de sabina, serrano y serrat , el cine etc .3 hij@s y 2 sobrinas que amo infinitamente y yo no voté por él."
211744653,2021-04-20T23:32:00.000Z,"@pdazan @SeremiSalud_Coq Y además de hablar,cambiaron las nefastas estrategias?",1384651093486063622,es,0,0,1,0,FALSE,marcela vergara,marcelillavn,2010-11-04T03:25:47.000Z,"","me gusta la música de sabina, serrano y serrat , el cine etc .3 hij@s y 2 sobrinas que amo infinitamente y yo no voté por él."
2152992665,2021-04-21T00:57:49.000Z,"@DrEnriqueParis contestara Ud o ""esta pregunta la contestara La Dra @pdazan https://t.co/aHi0hvFwIV",1384672689856647170,es,0,0,0,0,FALSE,Tony,huberton1503,2013-10-25T17:35:42.000Z,"",""
235855385,2021-04-21T02:18:02.000Z,"@pdazan @SeremiSalud_Coq Tremenda pega, Subse!",1384692873602506752,pt,0,0,0,0,FALSE,Samira Chahuán Akle,ChahuanAkle,2011-01-09T06:44:06.000Z,"",27 años. Socióloga y liberal. Magister (c) Comunicación y Marketing Político en @UAHes | Ex Dirigente Estudiantil y Joven Lider (2020) de @FPiensa
2752968266,2021-04-20T22:35:13.000Z,@pdazan siguen los descriterios https://t.co/wHZXZrNYYo,1384636800032026625,es,0,0,0,0,FALSE,Alejandro Bermudez C,Abc2014C,2014-08-21T19:48:40.000Z,"","Ingeniero Comercial P.U.C.V.
Instituto Nacional

Academia de Humanidades
Recoleta Dominicana"
28895039,2021-04-21T02:49:18.000Z,@Censelio @JHenriquezMuniz @DrEnriqueParis @pdazan no seria hora de correr los tramos etarios? Hay q vacunar!!!,1384700745048596482,es,1,0,1,0,FALSE,lcch YOMEVACUNO/A RECUPERAR EL AGUA,lcch,2009-04-04T23:34:54.000Z,"","Ciudadana, mamá, traductora.  Mi candidata es Paula Narváez, pero en segunda vuelta no me pierdo: apoyo a quien gane primarias de la Izquierda."
28895039,2021-04-20T19:39:56.000Z,@DrEnriqueParis @pdazan https://t.co/BR5vAsM0d4,1384592690696921096,und,0,0,0,0,FALSE,lcch YOMEVACUNO/A RECUPERAR EL AGUA,lcch,2009-04-04T23:34:54.000Z,"","Ciudadana, mamá, traductora.  Mi candidata es Paula Narváez, pero en segunda vuelta no me pierdo: apoyo a quien gane primarias de la Izquierda."
2922014043,2021-04-21T03:25:13.000Z,"@ceciliamorel @pdazan @DrEnriqueParis @GobiernodeChile @sebastianpinera @matiaswalkerp @Senado_Chile @Camara_cl 
A quién de ustedes le ha tocado ? https://t.co/MIy1GPHztF",1384709782922203136,es,0,0,0,0,FALSE,Pilarita,yolinda33p,2014-12-14T21:52:02.000Z,"",Chile está de duelo y aún las personas no lo notan 😞🙏🖤
3014582337,2021-04-20T16:24:46.000Z,"🔴 ESTA TARDE: Reportan en las últimas 24 horas, 119 nuevos casos de #Coronavirus en la Región de #LosRíos.

👉 Lee el siguiente link...
https://t.co/3fUfqQeEMA
@seremisalud14 @KeithHoodLewis1 @ministeriosalud @DrEnriqueParis @pdazan @AlbertoDougnac https://t.co/FbWPXkm5gt",1384543575665483777,es,0,0,0,0,FALSE,MeteoPangui Noticias,MeteoPangui,2015-02-03T15:20:27.000Z,https://t.co/W9vwA2wU64,"Portal Twitter de noticias de Panguipulli, Región de Los Ríos, La Araucanía y Los Lagos - Lo que a la comuna le interesa!!"
31027274,2021-04-20T17:50:40.000Z,"@canal13 @24HorasTVN @LaRedTV @meganoticiascl @CNNChile @Cooperativa  @ministeriosalud @biobio @DrEnriqueParis @pdazan
Está foto muestra la tergiversación y parcialidad de la prensa en Chile.
El constante desprestigio y crítica a la gestión y alabanzas de reportajes extranjeros https://t.co/g2mweCjTa0",1384565191640289290,es,0,1,0,0,FALSE,Gustavo Acevedo,gaspar_2906,2009-04-14T02:01:51.000Z,"","De la UC por más de 50 años, camino  por la Derecha. La historia de los 70,80,90 la conozco en primera persona, nadie me cuenta cuentos!!!!"
312160665,2021-04-20T23:04:35.000Z,@pdazan Paula Daza corredora de propiedades.,1384644190320173058,es,0,1,1,0,FALSE,Diego Bustos Pulgar,bustospulgar,2011-06-06T17:42:13.000Z,https://t.co/2OZJ64IAon,"Be a spectator.
#Apruebo"
312160665,2021-04-20T23:05:37.000Z,@pdazan Paula Casa 🏠,1384644452715843585,pt,0,0,0,0,FALSE,Diego Bustos Pulgar,bustospulgar,2011-06-06T17:42:13.000Z,https://t.co/2OZJ64IAon,"Be a spectator.
#Apruebo"
328125036,2021-04-20T19:53:02.000Z,"📣📣Mañana miércoles 21 de abril estaremos con diversas jornadas de búsqueda activa de casos en #TierradelFuego

📍Porvenir

📍Timaukel

🔵Recuerde llevar su C.I 

#NosCuidamos #Magallanes

@pdazan @Gober_TDF @ministeriosalud https://t.co/MtQ28lr50k",1384595986782330889,es,2,0,0,0,FALSE,SEREMI de Salud Magallanes,SeremiSalud_XII,2011-07-02T19:44:08.000Z,https://t.co/HA3Nc4An2T,Twitter oficial de la SEREMI de Salud de Magallanes y Antártica Chilena
328125036,2021-04-20T20:32:09.000Z,"🔵Ardua e intensa labor realiza el personal sanitario en el control de barrera sanitaria en Kon Aiken,En los últimos cuatro días, este equipo humano a fiscalizado 6.482 personas que ingresan o salen de la comuna de #PuntaArenas 
#NosCuidamos #Magallanes

@pdazan @ministeriosalud https://t.co/vFzrO3JbyC",1384605832785141760,es,0,1,3,0,FALSE,SEREMI de Salud Magallanes,SeremiSalud_XII,2011-07-02T19:44:08.000Z,https://t.co/HA3Nc4An2T,Twitter oficial de la SEREMI de Salud de Magallanes y Antártica Chilena
328125036,2021-04-20T20:19:40.000Z,"📣📣Mañana miércoles 21 de abril estaremos con diversas jornadas de búsqueda activa de casos en 
📍Punta Arenas
  
👉🏾Sodimac 
👉🏾Pob. Juan Pablo II
👉🏾Pob. Simón Bolivar

🔵Recuerde llevar su C.I 
#NosCuidamos #Magallanes

@pdazan @CORMUPA @ministeriosalud https://t.co/RVNnsauajR https://t.co/iaZmdbn053",1384602689384951808,es,1,0,0,0,FALSE,SEREMI de Salud Magallanes,SeremiSalud_XII,2011-07-02T19:44:08.000Z,https://t.co/HA3Nc4An2T,Twitter oficial de la SEREMI de Salud de Magallanes y Antártica Chilena
328125036,2021-04-20T19:54:30.000Z,"📣📣Mañana miércoles 21 de abril estaremos con diversas jornadas de búsqueda activa de casos en 

📍Puerto Natales

📍Puerto Williams

🔵Recuerde llevar su C.I 

#NosCuidamos #Magallanes

@ministeriosalud @pdazan @IntendenciaM https://t.co/3vaH7CP7D9",1384596356518580226,es,0,0,0,0,FALSE,SEREMI de Salud Magallanes,SeremiSalud_XII,2011-07-02T19:44:08.000Z,https://t.co/HA3Nc4An2T,Twitter oficial de la SEREMI de Salud de Magallanes y Antártica Chilena
3293117122,2021-04-20T23:52:38.000Z,@pdazan https://t.co/7hM4BVOAPj,1384656284771815424,und,0,0,0,0,FALSE,Felipe Muñiz,felipe_M500,2015-05-21T14:35:39.000Z,"",""
