author_id,text,created_at.x,id,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,url,created_at.y,description,verified,username,location
520728439,"@bernardolarrain @clausanhueza @eugeniotironi @cseebach @jorgeerrazuriz @natigonzalez_b @susanajimenezs @mclarof @AldoLema_cl @rdparedes @ccifuentesh Bernardo, el hecho empírico que las 6 personas más ricas de Chile hayan incrementado su patrimonio en 70% y haya 2 millones de la clase media chilena en la precariedad a raíz de la pandemia, revela el talón de Aquiles, un chorreo hacia arriba.",2021-04-11T17:37:02.000Z,1381300269099712516,es,0,0,1,0,Flavio Rojas,"",2012-03-10T20:55:18.000Z,"",FALSE,FlavioRojas2,"Chapel Hill, North Carolina"
54008247,@eugeniotironi Tal cual.,2021-04-15T02:52:41.000Z,1382527268455649283,es,0,0,0,0,paula fontaine,https://t.co/OITHpeocC0,2009-07-05T21:13:40.000Z,#APRUEBO Y #CC periodista editora creadora de editorial libros para niños ULLABOOKS. Foto 8M 2020.,FALSE,paulafontaine,chile
54008247,"@andreavial El problema es mucho más de fondo: cero capacidad del gobierno para comunicar el riesgo, medidas erráticas y un exitismo exarcebado produjeron nula credibilidad a todo lo que nos llamen. Se equivoca @eugeniotironi:
No es responsabilidad individual, sino del Estado.",2021-04-15T02:16:39.000Z,1382518199493754881,es,1,1,1,1,paula fontaine,https://t.co/OITHpeocC0,2009-07-05T21:13:40.000Z,#APRUEBO Y #CC periodista editora creadora de editorial libros para niños ULLABOOKS. Foto 8M 2020.,FALSE,paulafontaine,chile
55073049,"@eugeniotironi Está hablando de la nominación del presidente de curso de 6o básico o es solo rebeldía de la de 17 de septiembre de 1787, que si no me equivoco en los cálculos tiene 234 años. Ya paremos de inventar la rueda, con el FA y RD se demostró que ese tipo de “ideas” nos llevan a la mda",2021-03-17T22:52:06.000Z,1372319861238599681,es,0,0,0,0,Gonzalo Ramirez,"",2009-07-08T23:47:04.000Z,Chileno radicado en Brasil,FALSE,GrBarros1,""
57788529,"Muy de acuerdo con la columna de @eugeniotironi del día de hoy.
Tal vez sea ingenuo esperar en Chile algo distinto.
Pero sigue siendo un imperativo reclamar contra la trampa. https://t.co/UQ5YcHGfPd",2021-04-13T13:11:29.000Z,1381958219128565760,es,1,0,3,0,Roberto  Rabi,https://t.co/ojYy4zflY1,2009-07-17T23:21:10.000Z,"Abogado #UdeChile Magister en Derecho Constitucional. Autor de #DemasiadoFrágiles, #Malparidos, #Santiaguinos y #TodalaHistoriadelaU",FALSE,RABIGONZ,Santiago
62566948,"@Granuja17 @revistapasando @Juventud_PPD @MarianaPerryF @red_seca @citizenalmeida @cafe_c_historia @revista_trama @eugeniotironi @claudiorar @CIDOC_UFT Hubo muchos cambios, pero no todos los necesarios ni siempre a tiempo. No eran tiempos faciles",2021-03-19T22:25:13.000Z,1373037871884603394,es,0,0,0,0,Vieragallo,"",2009-08-03T17:21:26.000Z,"",FALSE,VieragalloQ,""
63829941,"@eugeniotironi fue tajante al criticar el comportamiento de la gente.

https://t.co/b69TgLZk8R",2021-04-05T14:33:36.000Z,1379079780130287619,es,0,0,0,0,Radio Infinita,https://t.co/RJ1ctPjjoy,2009-08-07T21:23:32.000Z,🎙 #PalabrasConPoder | 📻 100.1 FM en Santiago | Síguenos en Facebook (https://t.co/nqYoCFIYd9) e Instagram (https://t.co/5nX5NS3m75),FALSE,InfinitaFM,"Ñuñoa, Chile"
63829941,"#Entrevista | En #QuienLoDiría @jumastorga y @conystipicic conversan con el sociólogo @eugeniotironi, para analizar las consecuencias que podría traer postergar las elecciones.

¡En vivo por https://t.co/r7wN21hs5h y la 100.1 FM! https://t.co/sfEluXsVCc",2021-04-05T12:15:13.000Z,1379044955277172737,es,0,0,1,0,Radio Infinita,https://t.co/RJ1ctPjjoy,2009-08-07T21:23:32.000Z,🎙 #PalabrasConPoder | 📻 100.1 FM en Santiago | Síguenos en Facebook (https://t.co/nqYoCFIYd9) e Instagram (https://t.co/5nX5NS3m75),FALSE,InfinitaFM,"Ñuñoa, Chile"
66125108,@bernardolarrain @clausanhueza @eugeniotironi @cseebach @jorgeerrazuriz @natigonzalez_b @susanajimenezs @mclarof @AldoLema_cl @rdparedes @ccifuentesh En un planeta finito el crecimiento es un concepto vacío. Nada puede crecer hasta el infinito sin colapsar la base de sustento. Los países necesitan desarrollarse.....como los seres humanos. Sldos,2021-04-11T14:57:02.000Z,1381260005492596738,es,0,0,0,0,Pablo Dodds,"",2009-08-16T14:43:01.000Z,Ingeniero Forestal. U de Chile. Silvicultura en Zonas Áridas,FALSE,pablododds,"La Serena, Chile"
719700745684140032,@eugeniotironi Excelente  mirada de la realidad Columna  que compartiremos en redes.  Voto  obligatorio https://t.co/xTBGc7vlMx,2021-03-30T14:44:02.000Z,1376908079573385219,es,0,0,0,1,Marcos Ceresuela,"",2016-04-12T01:36:44.000Z,Curicano con opinión y propuesta.,FALSE,MarcoCeresuela,""
74005916,@dmansuyhuerta @eugeniotironi @pgando Esto es en serio?,2021-03-21T03:03:01.000Z,1373470170639908866,es,0,0,0,0,Marco Antonio I,"",2009-09-13T23:54:56.000Z,Disidente por naturaleza. Partisano.,FALSE,marcosinlaese,Planeta Tierra
764238193,@bernardolarrain @clausanhueza @eugeniotironi @cseebach @jorgeerrazuriz @natigonzalez_b @susanajimenezs @mclarof @AldoLema_cl @rdparedes @ccifuentesh https://t.co/d5sVeJ2M5j,2021-04-12T03:03:03.000Z,1381442712537341957,und,0,0,0,0,hector mendi,"",2012-08-17T18:44:53.000Z,"",FALSE,hectormendi,""
764238193,"@bernardolarrain @clausanhueza @eugeniotironi @cseebach @jorgeerrazuriz @natigonzalez_b @susanajimenezs @mclarof @AldoLema_cl @rdparedes @ccifuentesh Pero si el ""modelo"" no se ha tocado en muchisimo años.

¿ Por qué ahora quieres desligarlo de su responsabilidad ?

Pretender recordar por los demás es demasiado.",2021-04-12T01:20:25.000Z,1381416882922733568,es,0,1,0,0,hector mendi,"",2012-08-17T18:44:53.000Z,"",FALSE,hectormendi,""
7801952,"@bernardolarrain @clausanhueza @eugeniotironi @cseebach @jorgeerrazuriz @natigonzalez_b @susanajimenezs @mclarof @AldoLema_cl @rdparedes @ccifuentesh Publiquen diariamente la proyección del costo en pago de intereses por alza de la deuda pública.

👇 https://t.co/cXfdgAKtQh",2021-04-11T16:40:42.000Z,1381286094038298624,es,0,0,0,0,Humberto Lobos Sucarrat,https://t.co/fTcaNvxX6V,2007-07-29T14:14:18.000Z,"Service, Systems & Technology.",FALSE,hloboss,"Santiago, Chile"
81507759,@radiobeethoven @eugeniotironi Mala publicidad... definitivamente 🥴,2021-04-19T19:02:20.000Z,1384220839810199559,es,0,0,3,0,~Carolinavitral,"",2009-10-11T03:37:26.000Z,Taller de Vitrales y Collage ♦️ Elegí Valparaíso para vivir!,FALSE,Carolinavitral,Valparaíso - Chile
840374522,"@eugeniotironi Con cueva  dos o tres personas te leen en español, y te pones a enviar mensajes  en inglés, aweona'o!!😂",2021-03-26T12:57:51.000Z,1375431804119826437,es,0,0,0,0,Héctor González Escobar,"",2012-09-22T20:10:56.000Z,"",FALSE,hectorg64975744,""
87464395,@ElMercurio_cl @eugeniotironi Sólo para suscriptores,2021-04-13T22:14:59.000Z,1382094994278866944,es,0,0,0,0,Daniel Tapia,"",2009-11-04T15:38:19.000Z,DTS table,FALSE,dani_eltapia,Santiago de Chile
90780175,"@RadioDuna @eugeniotironi @ElisaWalkerE No gracias, no voto por dinastías.",2021-04-09T03:16:07.000Z,1380358840101797895,es,0,0,0,0,Alejandro Alartiz,"",2009-11-18T02:24:01.000Z,Periodista.  Writer on the Storm. Soñador despierto. Manejo del inglés y el sarcasmo.,FALSE,Alartiz,Chile
91330052,@Sergioespana @eugeniotironi Es un acto terrorists,2021-03-16T23:16:30.000Z,1371963614421250051,ca,0,0,0,0,Alvaro Gonzalez,"",2009-11-20T12:30:09.000Z,"",FALSE,Aegonzalezr,Chile
91928205,@eugeniotironi ¿Buscas nueva clientela?,2021-03-29T02:54:00.000Z,1376367006778339329,es,0,0,3,0,Hilgo Larton,"",2009-11-23T03:33:04.000Z,Separando la paja del grano,FALSE,hilgolarton,""
940933520855392257,"🍂 Hoy #DesdeElJardín → https://t.co/XLPO2L9DfH

Cristián Warnken (@cristianwarnken) conversa con el sociólogo @eugeniotironi para analizar la actualidad nacional. https://t.co/fXvp53SVSZ",2021-04-16T00:00:01.000Z,1382846204342587392,es,3,3,5,0,Pauta,https://t.co/xY2RgjTWyu,2017-12-13T13:16:47.000Z,"📻 Radio FM | 📡 Streaming | 💻 Diario digital

• Santiago [100.5]
• Antofagasta [99.1]
• Valparaíso y Temuco [96.7]",FALSE,Pauta_cl,"Providencia, Chile"
94884575,@eugeniotironi Andrés Chadwick......,2021-03-29T02:57:38.000Z,1376367918825476096,es,0,0,0,0,Hernán Medina,"",2009-12-05T22:49:20.000Z,"",FALSE,hermev,"Santiago , Chile"
971773275545186304,@eugeniotironi Mejor pregunta quien es el real ministro de salud...,2021-03-29T12:39:28.000Z,1376514342192054286,es,0,0,0,0,JoePino de todo,"",2018-03-08T15:42:58.000Z,Periodista que no ejerce hace rato. Ciudadana y republicana. No me gusta que nos (me) vean la cara. No + violencia.,FALSE,Conti27abril,"Santiago, Chile"
